index;value
1998 Mar;82,05
1998 Apr;89,00
1998 May;100,11
1998 Jun;101,36
1998 Jul;98,11
1998 Aug;102,29
1998 Sep;109,39
1998 Oct;122,56
1998 Nov;114,64
1998 Dec;129,99
1999 Jan;146,16
1999 Feb;158,61
1999 Mar;160,77
1999 Apr;159,63
1999 May;132,91
1999 Jun;149,66
1999 Jul;143,23
1999 Aug;140,68
1999 Sep;149,48
1999 Oct;141,21
1999 Nov;149,00
1999 Dec;133,43
2000 Jan;133,36
2000 Feb;125,10
2000 Mar;150,52
2000 Apr;159,15
2000 May;139,89
2000 Jun;162,38
2000 Jul;150,52
2000 Aug;156,99
2000 Sep;156,36
2000 Oct;166,01
2000 Nov;169,44
2000 Dec;151,31
2001 Jan;153,40
2001 Feb;150,17
2001 Mar;153,72
2001 Apr;150,60
2001 May;133,95
2001 Jun;154,20
2001 Jul;161,88
2001 Aug;166,67
2001 Sep;153,93
2001 Oct;150,91
2001 Nov;154,08
2001 Dec;154,56
2002 Jan;160,38
2002 Feb;151,77
2002 Mar;158,35
2002 Apr;166,10
2002 May;144,83
2002 Jun;145,92
2002 Jul;150,37
2002 Aug;148,27
2002 Sep;146,79
2002 Oct;112,70
2002 Nov;115,30
2002 Dec;134,16
2003 Jan;132,07
2003 Feb;135,86
2003 Mar;138,93
2003 Apr;134,85
2003 May;131,39
2003 Jun;138,63
2003 Jul;137,24
2003 Aug;129,56
2003 Sep;136,84
2003 Oct;131,88
2003 Nov;127,35
2003 Dec;168,33
2004 Jan;155,91
2004 Feb;231,29
2004 Mar;231,32
2004 Apr;231,18
2004 May;226,56
2004 Jun;210,65
2004 Jul;192,43
2004 Aug;241,04
2004 Sep;294,73
2004 Oct;318,78
2004 Nov;348,66
2004 Dec;611,48
2005 Jan;724,00
2005 Feb;682,94
2005 Mar;701,99
2005 Apr;655,65
2005 May;712,82
2005 Jun;731,64
2005 Jul;740,06
2005 Aug;719,76
2005 Sep;753,68
2005 Oct;798,27
2005 Nov;819,84
2005 Dec;776,48
2006 Jan;781,05
2006 Feb;758,28
2006 Mar;779,90
2006 Apr;812,07
2006 May;776,23
2006 Jun;793,54
2006 Jul;761,46
2006 Aug;768,50
2006 Sep;783,85
2006 Oct;818,47
2006 Nov;823,43
2006 Dec;836,86
2007 Jan;862,74
2007 Feb;843,10
2007 Mar;887,01
2007 Apr;874,46
2007 May;876,89
2007 Jun;1408,87
2007 Jul;1816,04
2007 Aug;1835,81
2007 Sep;1917,27
2007 Oct;2011,44
2007 Nov;2053,96
2007 Dec;2079,40
2008 Jan;2123,54
2008 Feb;2181,44
2008 Mar;2048,88
2008 Apr;1921,32
2008 May;1839,35
2008 Jun;1818,09
2008 Jul;1922,84
2008 Aug;1797,38
2008 Sep;1697,17
2008 Oct;1570,67
2008 Nov;1480,98
2008 Dec;1701,34
2009 Jan;1852,80
2009 Feb;1863,89
2009 Mar;1883,46
2009 Apr;1733,53
2009 May;1454,30
2009 Jun;1556,47
2009 Jul;1597,45
2009 Aug;1606,14
2009 Sep;1497,77
2009 Oct;1659,96
2009 Nov;1663,14
2009 Dec;1723,36
2010 Jan;1956,42
2010 Feb;2033,54
2010 Mar;2017,43
2010 Apr;1975,05
2010 May;1952,94
2010 Jun;1988,43
2010 Jul;2075,04
2010 Aug;2084,62
2010 Sep;2127,09
2010 Oct;2204,59
2010 Nov;2174,54
2010 Dec;2340,34
2011 Jan;2299,20
2011 Feb;2643,85
2011 Mar;2767,32
2011 Apr;2734,08
2011 May;2181,08
2011 Jun;2196,27
2011 Jul;2540,30
2011 Aug;2460,03
2011 Sep;2223,55
2011 Oct;2100,99
2011 Nov;2026,30
2011 Dec;2016,42
2012 Jan;2138,33
2012 Feb;2124,31
2012 Mar;2144,50
2012 Apr;2139,53
2012 May;1914,05
2012 Jun;1907,01
2012 Jul;1964,12
2012 Aug;1857,11
2012 Sep;1808,73
2012 Oct;1863,70
2012 Nov;1858,22
2012 Dec;1896,73
2013 Jan;1962,79
2013 Feb;1935,35
2013 Mar;2010,81
2013 Apr;2026,20
2013 May;1901,30
2013 Jun;1925,46
2013 Jul;2124,17
2013 Aug;2293,03
2013 Sep;2258,66
2013 Oct;2331,64
2013 Nov;2281,48
2013 Dec;2183,61
2014 Jan;2255,45
2014 Feb;2309,99
2014 Mar;2250,90
2014 Apr;2315,16
2014 May;2281,97
2014 Jun;2242,49
2014 Jul;1994,62
2014 Aug;2045,39
2014 Sep;2127,37
2014 Oct;2181,87
2014 Nov;2134,07
2014 Dec;2172,42
2015 Jan;2141,67
2015 Feb;2155,30
2015 Mar;2112,19
2015 Apr;2141,02
2015 May;2091,39
2015 Jun;2121,99
2015 Jul;2234,84
