index;value
1986 Apr;3897,55052
1986 May;3932,56093
1986 Jun;4075,42774
1986 Jul;4091,51304
1986 Aug;4155,16018
1986 Sep;4176,06487
1986 Oct;4266,59559
1986 Nov;4206,20434
1986 Dec;3283,49735
1987 Jan;3363,31405
1987 Feb;3796,42833
1987 Mar;4086,06001
1987 Apr;4223,29603
1987 May;4307,38304
1987 Jun;4420,37642
1987 Jul;4383,12852
1987 Aug;4639,66231
1987 Sep;4639,68380
1987 Oct;4624,79751
1987 Nov;4591,41104
1987 Dec;3690,02466
1988 Jan;3710,96605
1988 Feb;4205,77821
1988 Mar;4442,41036
1988 Apr;4461,56968
1988 May;4501,32546
1988 Jun;4552,14084
1988 Jul;4630,41248
1988 Aug;4640,10395
1988 Sep;4680,22863
1988 Oct;4741,21007
1988 Nov;4714,41823
1988 Dec;4052,14082
1989 Jan;3837,80949
1989 Feb;4295,56940
1989 Mar;4699,72610
1989 Apr;4770,80945
1989 May;4762,56843
1989 Jun;4808,15398
1989 Jul;4810,97978
1989 Aug;4900,76022
1989 Sep;4969,28428
1989 Oct;4992,94654
1989 Nov;4963,32610
1989 Dec;4025,09341
1990 Jan;3931,70813
1990 Feb;4548,84260
1990 Mar;4881,16880
1990 Apr;4850,17140
1990 May;4966,65260
1990 Jun;5098,78670
1990 Jul;4946,48310
1990 Aug;5067,23239
1990 Sep;5100,96800
1990 Oct;5193,59590
1990 Nov;5021,96340
1990 Dec;4036,26500
1991 Jan;4178,51130
1991 Feb;4885,12090
1991 Mar;5180,97640
1991 Apr;5232,35060
1991 May;5227,86880
1991 Jun;5373,90680
1991 Jul;5287,94890
1991 Aug;5420,35640
1991 Sep;5465,89960
1991 Oct;5557,21570
1991 Nov;5559,14540
1991 Dec;4380,23710
1992 Jan;4424,31580
1992 Feb;5015,23460
1992 Mar;5294,32130
1992 Apr;5331,36330
1992 May;5440,71210
1992 Jun;5548,19160
1992 Jul;5394,25460
1992 Aug;5579,07670
1992 Sep;5606,26890
1992 Oct;5666,79690
1992 Nov;5595,01950
1992 Dec;4303,32849
1993 Jan;4351,44660
1993 Feb;5113,86080
1993 Mar;5488,11700
1993 Apr;5455,04770
1993 May;5510,96830
1993 Jun;5527,50640
1993 Jul;5455,45580
1993 Aug;5622,92630
1993 Sep;5593,37680
1993 Oct;5648,00190
1993 Nov;5518,01800
1993 Dec;4429,62100
1994 Jan;4364,05920
1994 Feb;4985,79030
1994 Mar;5324,28060
1994 Apr;5413,93370
1994 May;5497,97230
1994 Jun;5582,50060
1994 Jul;5353,24040
1994 Aug;5424,22200
1994 Sep;5415,33410
1994 Oct;5505,99191
1994 Nov;5416,33100
1994 Dec;4242,65280
1995 Jan;4228,11830
1995 Feb;4946,21209
1995 Mar;5314,65788
1995 Apr;5287,05321
1995 May;5343,72482
1995 Jun;5398,74440
1995 Jul;5379,67921
1995 Aug;5573,44430
1995 Sep;5590,26430
1995 Oct;5583,84150
1995 Nov;5606,49830
1995 Dec;4527,35590
1996 Jan;4383,40150
1996 Feb;5153,04490
1996 Mar;5523,94160
1996 Apr;5477,22090
1996 May;5529,13440
1996 Jun;5522,42260
1996 Jul;5542,65610
1996 Aug;5713,04770
1996 Sep;5761,44190
1996 Oct;5799,75640
1996 Nov;5664,69630
1996 Dec;4592,67360
1997 Jan;4783,03150
1997 Feb;5465,23920
1997 Mar;5717,06390
1997 Apr;5657,67250
1997 May;5779,72330
1997 Jun;5826,60260
1997 Jul;5701,60660
1997 Aug;5891,75820
1997 Sep;5945,58110
1997 Oct;5935,16330
1997 Nov;5721,39410
1997 Dec;4726,72720
1998 Jan;4887,31160
1998 Feb;5539,16730
1998 Mar;5691,87240
1998 Apr;5766,45880
1998 May;5843,25780
1998 Jun;5863,83460
1998 Jul;5880,16270
1998 Aug;6102,05590
1998 Sep;6082,19380
1998 Oct;6040,91180
1998 Nov;5918,05010
1998 Dec;4870,59170
1999 Jan;5095,63590
1999 Feb;5641,18880
1999 Mar;5923,53150
1999 Apr;5941,54190
1999 May;5986,84950
1999 Jun;6029,23190
1999 Jul;6038,26660
1999 Aug;6120,76310
1999 Sep;6084,90130
1999 Oct;6008,74650
1999 Nov;5896,63110
1999 Dec;4934,87800
2000 Jan;5050,59520
2000 Feb;5662,39970
2000 Mar;5979,29480
2000 Apr;6006,65300
2000 May;6078,15248
2000 Jun;6047,35017
2000 Jul;6228,04055
2000 Aug;6251,81900
2000 Sep;6320,36900
2000 Oct;6389,27870
2000 Nov;6123,93040
2000 Dec;5056,93450
2001 Jan;5177,92940
2001 Feb;6017,57830
2001 Mar;6164,24990
2001 Apr;6111,50300
2001 May;6189,33780
2001 Jun;6184,93380
2001 Jul;6241,09530
2001 Aug;6207,04740
2001 Sep;6247,86070
2001 Oct;6277,11990
2001 Nov;6026,51130
2001 Dec;5282,70580
2002 Jan;5425,75000
2002 Feb;6083,02920
2002 Mar;6394,81220
2002 Apr;6460,77020
2002 May;6524,39170
2002 Jun;6539,98630
2002 Jul;6432,99110
2002 Aug;6616,78080
2002 Sep;6586,84450
2002 Oct;6522,42040
2002 Nov;6264,10410
2002 Dec;5296,90700
2003 Jan;5527,61410
2003 Feb;6246,67810
2003 Mar;6554,28840
2003 Apr;6602,47250
2003 May;6613,15660
2003 Jun;6528,17550
2003 Jul;6466,79990
2003 Aug;6751,16590
2003 Sep;6785,78010
2003 Oct;6813,83490
2003 Nov;6541,59710
2003 Dec;5545,01150
