index;value
1990 Jan;460,52
1990 Feb;463,52
1990 Mar;543,27
1990 Apr;459,62
1990 May;446,27
1990 Jun;512,38
1990 Jul;418,90
1990 Aug;378,90
1990 Sep;398,29
1990 Oct;552,60
1990 Nov;537,60
1990 Dec;528,27
1991 Jan;661,97
1991 Feb;653,00
1991 Mar;680,16
1991 Apr;607,58
1991 May;611,98
1991 Jun;643,70
1991 Jul;606,59
1991 Aug;573,87
1991 Sep;662,57
1991 Oct;655,07
1991 Nov;605,60
1991 Dec;657,89
1992 Jan;697,99
1992 Feb;662,10
1992 Mar;713,96
1992 Apr;648,01
1992 May;617,47
1992 Jun;757,97
1992 Jul;701,69
1992 Aug;633,93
1992 Sep;801,82
1992 Oct;824,97
1992 Nov;855,44
1992 Dec;916,17
1993 Jan;1042,55
1993 Feb;965,35
1993 Mar;1006,80
1993 Apr;912,84
1993 May;795,97
1993 Jun;877,13
1993 Jul;970,08
1993 Aug;893,15
1993 Sep;917,45
1993 Oct;892,79
1993 Nov;810,25
1993 Dec;814,93
1994 Jan;919,17
1994 Feb;830,69
1994 Mar;874,15
1994 Apr;787,09
1994 May;787,48
1994 Jun;876,87
1994 Jul;771,06
1994 Aug;680,02
1994 Sep;793,36
1994 Oct;756,97
1994 Nov;784,20
1994 Dec;740,63
1995 Jan;819,81
1995 Feb;666,50
1995 Mar;816,91
1995 Apr;721,26
1995 May;804,42
1995 Jun;855,45
1995 Jul;776,16
1995 Aug;765,43
1995 Sep;846,49
1995 Oct;836,04
1995 Nov;694,79
1995 Dec;770,02
1996 Jan;839,48
1996 Feb;747,78
1996 Mar;738,84
1996 Apr;712,01
1996 May;784,48
1996 Jun;676,33
1996 Jul;683,95
1996 Aug;638,69
1996 Sep;672,19
1996 Oct;713,26
1996 Nov;656,15
1996 Dec;631,60
1997 Jan;944,54
1997 Feb;723,75
1997 Mar;717,41
1997 Apr;778,75
1997 May;710,27
1997 Jun;590,76
1997 Jul;698,73
1997 Aug;610,96
1997 Sep;675,63
1997 Oct;721,04
1997 Nov;692,45
1997 Dec;671,58
1998 Jan;942,21
1998 Feb;752,34
1998 Mar;852,29
1998 Apr;704,82
1998 May;743,66
1998 Jun;749,75
1998 Jul;809,61
1998 Aug;708,62
1998 Sep;709,84
1998 Oct;749,92
1998 Nov;684,50
1998 Dec;622,83
1999 Jan;1057,37
1999 Feb;966,22
1999 Mar;926,16
1999 Apr;1126,35
1999 May;880,26
1999 Jun;962,60
1999 Jul;1114,93
1999 Aug;924,85
1999 Sep;1053,57
1999 Oct;1075,65
1999 Nov;1183,78
1999 Dec;1188,02
2000 Jan;1551,52
2000 Feb;1557,47
2000 Mar;1707,42
2000 Apr;1419,91
2000 May;1760,15
2000 Jun;1602,86
2000 Jul;1677,94
2000 Aug;1682,55
2000 Sep;1971,73
2000 Oct;2378,90
2000 Nov;1896,86
2000 Dec;1628,21
2001 Jan;2385,36
2001 Feb;2766,66
2001 Mar;3130,49
2001 Apr;3019,04
2001 May;3426,97
2001 Jun;2827,04
2001 Jul;2458,77
2001 Aug;2878,51
2001 Sep;2698,98
2001 Oct;3460,72
2001 Nov;3481,87
2001 Dec;2294,78
2002 Jan;3354,66
2002 Feb;2691,64
2002 Mar;2875,55
2002 Apr;2558,22
2002 May;2549,21
2002 Jun;2080,88
2002 Jul;2598,16
2002 Aug;2577,75
2002 Sep;2785,61
2002 Oct;3199,89
2002 Nov;3033,27
2002 Dec;2916,79
2003 Jan;3758,52
2003 Feb;3193,10
2003 Mar;3126,37
2003 Apr;3205,11
2003 May;2966,41
2003 Jun;2933,99
2003 Jul;3139,49
2003 Aug;2538,56
2003 Sep;2778,03
2003 Oct;2982,37
2003 Nov;2655,09
2003 Dec;2694,20
2004 Jan;3740,90
2004 Feb;3597,47
2004 Mar;3212,41
2004 Apr;3210,34
2004 May;3132,73
2004 Jun;3208,28
2004 Jul;3599,68
2004 Aug;3896,16
2004 Sep;3634,27
2004 Oct;3932,72
2004 Nov;3940,36
