index;value
1991 Jan;100
1991 Feb;200
1991 Mar;100
1991 Apr;200
1991 May;300
1991 Jun;300
1991 Jul;300
1991 Aug;200
1991 Sep;200
1991 Oct;100
1991 Nov;200
1991 Dec;300
1992 Jan;200
1992 Feb;300
1992 Mar;300
1992 Apr;300
1992 May;100
1992 Jun;300
1992 Jul;200
1992 Aug;200
1992 Sep;100
1992 Oct;200
1992 Nov;200
1992 Dec;100
1993 Jan;200
1993 Feb;200
1993 Mar;200
1993 Apr;200
1993 May;200
1993 Jun;200
1993 Jul;300
1993 Aug;200
1993 Sep;200
1993 Oct;300
1993 Nov;200
1993 Dec;300
1994 Jan;300
1994 Feb;300
1994 Mar;300
1994 Apr;300
1994 May;200
1994 Jun;300
1994 Jul;300
1994 Aug;100
1994 Sep;200
1994 Oct;200
1994 Nov;300
1994 Dec;500
1995 Jan;400
1995 Feb;400
1995 Mar;300
1995 Apr;400
1995 May;300
1995 Jun;300
1995 Jul;400
1995 Aug;300
1995 Sep;300
1995 Oct;500
1995 Nov;600
1995 Dec;600
1996 Jan;300
1996 Feb;500
1996 Mar;700
1996 Apr;500
1996 May;400
1996 Jun;500
1996 Jul;600
1996 Aug;400
1996 Sep;400
1996 Oct;300
1996 Nov;300
1996 Dec;500
1997 Jan;500
1997 Feb;400
1997 Mar;600
1997 Apr;400
1997 May;500
1997 Jun;700
1997 Jul;700
1997 Aug;400
1997 Sep;400
1997 Oct;400
1997 Nov;500
1997 Dec;700
1998 Jan;600
1998 Feb;600
1998 Mar;500
1998 Apr;500
1998 May;500
1998 Jun;600
1998 Jul;800
1998 Aug;400
1998 Sep;800
1998 Oct;700
1998 Nov;600
1998 Dec;800
1999 Jan;500
1999 Feb;800
1999 Mar;900
1999 Apr;500
1999 May;400
1999 Jun;700
1999 Jul;800
1999 Aug;700
1999 Sep;400
1999 Oct;500
1999 Nov;500
1999 Dec;1100
2000 Jan;600
2000 Feb;1000
2000 Mar;800
2000 Apr;500
2000 May;500
2000 Jun;600
2000 Jul;1000
2000 Aug;600
2000 Sep;1700
2000 Oct;700
2000 Nov;700
2000 Dec;800
2001 Jan;700
2001 Feb;900
2001 Mar;1000
2001 Apr;600
2001 May;600
2001 Jun;700
2001 Jul;900
2001 Aug;600
2001 Sep;700
2001 Oct;700
2001 Nov;300
2001 Dec;500
2002 Jan;500
2002 Feb;800
2002 Mar;800
2002 Apr;600
2002 May;500
2002 Jun;500
2002 Jul;700
2002 Aug;700
2002 Sep;400
2002 Oct;600
2002 Nov;400
2002 Dec;700
2003 Jan;500
2003 Feb;700
2003 Mar;600
2003 Apr;400
2003 May;600
2003 Jun;700
2003 Jul;1000
2003 Aug;600
2003 Sep;700
2003 Oct;600
2003 Nov;600
2003 Dec;800
2004 Jan;500
2004 Feb;800
2004 Mar;700
2004 Apr;800
2004 May;500
2004 Jun;600
2004 Jul;1000
2004 Aug;700
2004 Sep;600
2004 Oct;500
2004 Nov;700
2004 Dec;900
2005 Jan;700
2005 Feb;1000
2005 Mar;700
2005 Apr;600
2005 May;700
2005 Jun;900
2005 Jul;1100
2005 Aug;700
2005 Sep;700
2005 Oct;700
2005 Nov;700
2005 Dec;800
2006 Jan;800
2006 Feb;900
2006 Mar;900
2006 Apr;500
2006 May;700
2006 Jun;900
2006 Jul;1100
2006 Aug;900
2006 Sep;800
2006 Oct;700
2006 Nov;1000
2006 Dec;1100
2007 Jan;800
2007 Feb;1200
2007 Mar;1400
2007 Apr;800
2007 May;900
2007 Jun;900
2007 Jul;1400
2007 Aug;1300
2007 Sep;800
2007 Oct;900
2007 Nov;1100
2007 Dec;1500
2008 Jan;1000
2008 Feb;1300
2008 Mar;1300
2008 Apr;900
2008 May;1000
2008 Jun;1000
2008 Jul;1700
2008 Aug;1300
2008 Sep;1000
2008 Oct;1000
2008 Nov;1000
2008 Dec;1400
2009 Jan;1400
2009 Feb;1400
2009 Mar;1600
2009 Apr;1300
2009 May;1300
2009 Jun;1300
2009 Jul;2000
2009 Aug;1300
2009 Sep;1400
2009 Oct;1700
2009 Nov;1400
2009 Dec;2100
2010 Jan;1400
2010 Feb;2000
2010 Mar;1900
2010 Apr;1800
2010 May;1500
2010 Jun;2100
2010 Jul;2200
2010 Aug;1600
2010 Sep;1500
2010 Oct;1700
2010 Nov;2200
2010 Dec;2400
2011 Jan;1800
2011 Feb;2200
2011 Mar;2400
2011 Apr;1700
2011 May;1700
2011 Jun;1600
2011 Jul;1800
2011 Aug;1700
2011 Sep;1800
2011 Oct;1800
2011 Nov;2300
2011 Dec;2600
2012 Jan;1900
2012 Feb;2300
2012 Mar;2300
2012 Apr;1900
2012 May;1900
2012 Jun;2000
2012 Jul;2400
2012 Aug;2200
2012 Sep;1900
2012 Oct;1700
2012 Nov;2800
2012 Dec;3400
2013 Jan;1800
2013 Feb;2600
2013 Mar;2400
2013 Apr;1800
2013 May;2100
2013 Jun;2200
2013 Jul;2400
2013 Aug;2300
2013 Sep;2100
2013 Oct;2400
2013 Nov;3200
2013 Dec;3400
2014 Jan;2000
2014 Feb;3300
2014 Mar;3000
2014 Apr;2100
2014 May;3200
2014 Jun;2700
2014 Jul;2600
2014 Aug;3000
2014 Sep;2400
2014 Oct;2900
2014 Nov;3200
2014 Dec;4400
2015 Jan;3100
2015 Feb;4100
2015 Mar;4700
2015 Apr;2800
2015 May;2500
2015 Jun;2400
