index;value
1987 Dec;212,65
1988 Jan;231,00
1988 Feb;231,54
1988 Mar;228,59
1988 Apr;212,39
1988 May;223,71
1988 Jun;214,62
1988 Jul;218,49
1988 Aug;225,21
1988 Sep;224,93
1988 Oct;233,51
1988 Nov;230,42
1988 Dec;225,31
1989 Jan;259,08
1989 Feb;246,79
1989 Mar;250,70
1989 Apr;257,32
1989 May;261,11
1989 Jun;249,42
1989 Jul;234,08
1989 Aug;244,34
1989 Sep;232,89
1989 Oct;236,62
1989 Nov;257,84
1989 Dec;240,11
1990 Jan;268,91
1990 Feb;274,13
1990 Mar;285,68
1990 Apr;300,77
1990 May;292,03
1990 Jun;263,82
1990 Jul;293,64
1990 Aug;275,95
1990 Sep;269,17
1990 Oct;265,45
1990 Nov;259,97
1990 Dec;228,04
1991 Jan;250,32
1991 Feb;258,07
1991 Mar;235,32
1991 Apr;232,28
1991 May;228,59
1991 Jun;221,56
1991 Jul;226,78
1991 Aug;223,81
1991 Sep;234,80
1991 Oct;228,13
1991 Nov;235,16
1991 Dec;249,25
1992 Jan;248,25
1992 Feb;241,58
1992 Mar;233,70
1992 Apr;239,29
1992 May;237,69
1992 Jun;240,16
1992 Jul;244,36
1992 Aug;243,47
1992 Sep;269,82
1992 Oct;279,39
1992 Nov;260,18
1992 Dec;282,50
1993 Jan;296,93
1993 Feb;274,09
1993 Mar;262,40
1993 Apr;270,93
1993 May;291,14
1993 Jun;273,36
1993 Jul;283,72
1993 Aug;271,84
1993 Sep;296,25
1993 Oct;312,73
1993 Nov;332,13
1993 Dec;319,25
1994 Jan;337,75
1994 Feb;317,79
1994 Mar;330,62
1994 Apr;298,31
1994 May;290,40
1994 Jun;255,31
1994 Jul;290,92
1994 Aug;268,64
1994 Sep;260,60
1994 Oct;263,16
1994 Nov;259,79
1994 Dec;245,18
1995 Jan;283,00
1995 Feb;269,89
1995 Mar;258,14
1995 Apr;259,43
1995 May;261,83
1995 Jun;258,75
1995 Jul;269,42
1995 Aug;276,26
1995 Sep;265,66
1995 Oct;262,13
1995 Nov;366,04
1995 Dec;351,07
1996 Jan;316,05
1996 Feb;307,60
1996 Mar;317,76
1996 Apr;315,11
1996 May;339,00
1996 Jun;319,59
1996 Jul;343,06
1996 Aug;410,80
1996 Sep;392,83
1996 Oct;380,02
1996 Nov;379,86
1996 Dec;299,84
1997 Jan;342,72
1997 Feb;335,78
1997 Mar;391,74
1997 Apr;385,34
1997 May;355,28
1997 Jun;297,89
1997 Jul;343,95
1997 Aug;333,92
1997 Sep;357,67
1997 Oct;320,11
1997 Nov;365,41
1997 Dec;343,58
1998 Jan;356,92
1998 Feb;332,54
1998 Mar;359,60
1998 Apr;300,03
1998 May;315,41
1998 Jun;519,38
1998 Jul;445,32
1998 Aug;673,13
1998 Sep;507,95
1998 Oct;623,59
1998 Nov;770,19
1998 Dec;575,29
1999 Jan;152,05
1999 Feb;150,51
1999 Mar;1705,29
1999 Apr;1446,96
1999 May;1791,81
1999 Jun;1529,01
1999 Jul;1659,44
1999 Aug;1757,88
1999 Sep;1984,76
1999 Oct;1823,28
1999 Nov;2184,25
1999 Dec;1478,45
2000 Jan;1907,93
2000 Feb;1994,04
2000 Mar;2246,95
2000 Apr;1917,99
2000 May;1829,37
2000 Jun;1482,99
2000 Jul;1611,84
2000 Aug;1535,26
2000 Sep;1560,76
2000 Oct;1633,17
2000 Nov;1437,04
2000 Dec;1410,07
2001 Jan;1572,29
2001 Feb;1721,91
2001 Mar;1741,31
2001 Apr;1834,37
2001 May;1876,10
2001 Jun;1626,08
2001 Jul;1660,81
2001 Aug;1818,61
2001 Sep;1839,90
2001 Oct;1741,97
2001 Nov;1909,96
2001 Dec;1701,20
2002 Jan;1768,08
2002 Feb;1895,35
2002 Mar;1899,50
2002 Apr;1998,56
2002 May;1968,56
2002 Jun;2002,79
2002 Jul;1900,21
2002 Aug;2022,54
2002 Sep;2072,06
2002 Oct;2025,94
2002 Nov;2068,60
2002 Dec;2021,55
2003 Jan;2056,26
2003 Feb;1952,26
2003 Mar;2061,52
2003 Apr;2139,93
2003 May;2128,45
2003 Jun;2361,47
2003 Jul;2119,25
2003 Aug;2117,70
2003 Sep;2308,87
2003 Oct;2180,39
2003 Nov;2181,66
2003 Dec;2099,83
2004 Jan;2256,50
2004 Feb;2378,76
2004 Mar;2185,53
2004 Apr;2355,16
2004 May;2483,80
2004 Jun;2533,24
2004 Jul;2432,76
2004 Aug;2456,33
2004 Sep;2600,52
2004 Oct;2411,82
2004 Nov;2430,65
2004 Dec;2394,43
2005 Jan;2395,91
2005 Feb;2450,53
2005 Mar;2743,88
2005 Apr;2689,17
2005 May;2570,72
2005 Jun;2809,20
2005 Jul;2811,90
2005 Aug;2842,90
2005 Sep;2988,66
2005 Oct;3135,70
2005 Nov;3159,30
2005 Dec;3029,75
2006 Jan;3068,36
2006 Feb;3228,53
2006 Mar;3287,07
2006 Apr;3234,47
2006 May;3225,35
2006 Jun;3309,51
2006 Jul;3240,60
2006 Aug;3385,42
2006 Sep;3438,17
2006 Oct;3387,72
2006 Nov;3507,09
2006 Dec;3290,82
2007 Jan;3512,85
2007 Feb;3503,91
2007 Mar;3721,89
2007 Apr;3948,20
2007 May;3955,85
2007 Jun;3919,98
2007 Jul;3788,77
2007 Aug;3942,39
2007 Sep;3797,93
2007 Oct;3895,42
2007 Nov;4318,64
2007 Dec;3654,90
2008 Jan;3866,07
2008 Feb;3855,49
2008 Mar;3904,63
2008 Apr;3623,72
2008 May;3746,65
2008 Jun;3749,51
2008 Jul;3805,76
2008 Aug;3638,84
2008 Sep;3061,68
2008 Oct;2791,72
2008 Nov;2802,50
2008 Dec;2692,88
2009 Jan;2507,99
2009 Feb;2404,47
2009 Mar;2209,77
2009 Apr;2184,65
2009 May;2143,03
2009 Jun;2162,80
2009 Jul;2284,75
2009 Aug;2235,86
2009 Sep;2316,33
2009 Oct;2140,61
2009 Nov;2395,74
2009 Dec;2057,69
2010 Jan;1875,88
2010 Feb;2014,29
2010 Mar;2021,81
2010 Apr;2122,89
2010 May;2262,59
2010 Jun;2116,06
2010 Jul;2286,12
2010 Aug;1794,39
2010 Sep;2105,03
2010 Oct;2144,91
2010 Nov;1690,03
2010 Dec;1703,32
2011 Jan;1897,08
2011 Feb;1785,73
2011 Mar;1930,53
2011 Apr;2179,39
2011 May;2091,04
2011 Jun;2145,51
2011 Jul;1989,69
2011 Aug;1882,48
2011 Sep;1765,99
2011 Oct;1779,33
2011 Nov;1791,70
2011 Dec;1671,52
2012 Jan;1904,84
2012 Feb;1743,66
2012 Mar;1902,44
2012 Apr;1852,97
2012 May;1755,85
2012 Jun;1780,04
2012 Jul;1811,21
2012 Aug;1800,44
2012 Sep;1654,51
2012 Oct;1679,32
2012 Nov;1579,57
2012 Dec;1459,38
2013 Jan;1653,87
2013 Feb;1579,81
2013 Mar;1569,31
2013 Apr;1605,88
2013 May;1601,53
2013 Jun;1542,97
2013 Jul;1704,42
2013 Aug;1635,07
2013 Sep;1620,11
2013 Oct;1669,33
2013 Nov;1725,11
2013 Dec;1610,47
2014 Jan;1667,88
2014 Feb;1878,97
2014 Mar;1874,10
2014 Apr;1809,65
