index;value
11411;1914,2
11412;1906,8
11413;1883,8
11414;1902,8
11415;1913,6
11416;1935,5
11417;1953,8
11418;1965,1
11419;1973,9
11420;1953,9
11421;1950,5
11422;1966,9
11423;2001,1
11424;2006,4
11425;1988,8
11426;1982,6
11427;2017,9
11428;2040,8
11429;2047,4
11430;2054,7
11431;2107,9
11432;2108,5
11433;2120,9
11434;2115,6
11435;2115,3
11436;2127,0
11437;2124,6
11438;2136,6
11439;2150,4
11440;2150,8
11441;2157,8
11442;2158,9
11443;2185,6
11444;2265,7
11445;2297,0
11446;2348,4
11447;2324,2
11448;2306,2
11449;2283,8
11450;2251,9
11451;2262,0
11452;2249,6
11453;2221,4
11454;2203,5
11455;2198,7
11456;2193,8
11457;2202,4
11458;2179,9
11459;2182,2
11460;2154,0
11461;2143,9
11462;2119,2
11463;2107,4
11464;2110,1
11465;2074,4
11466;2099,4
11467;2063,5
11468;2070,8
11469;2085,4
11470;2076,6
11471;2085,1
11472;2082,0
11473;2051,6
11474;2087,5
11475;2078,2
11476;2046,4
11477;1995,6
11478;1965,0
11479;1976,7
11480;1968,1
11481;1942,5
11482;1941,6
11483;1927,3
11484;1911,8
11485;1879,0
11486;1848,9
11487;1865,7
11488;1846,2
11489;1829,3
11490;1803,0
11491;1797,6
11492;1794,2
11493;1800,1
11494;1818,0
11495;1805,4
11496;1817,1
11497;1850,1
11498;1858,8
11499;1835,1
11500;1811,2
11501;1801,4
11502;1794,1
11503;1817,7
11504;1808,2
11505;1813,9
11506;1818,0
11507;1830,0
11508;1831,9
11509;1826,9
11510;1834,5
11511;1859,9
11512;1865,0
11513;1860,5
11514;1865,9
11515;1864,2
11516;1870,2
11517;1857,4
11518;1838,2
11519;1849,8
11520;1826,5
11521;1819,4
11522;1816,4
11523;1787,0
11524;1706,9
11525;1691,4
11526;1683,3
11527;1633,2
11528;1590,1
11529;1600,2
11530;1588,9
11531;1591,7
11532;1601,5
11533;1632,7
11534;1617,8
11535;1623,3
11536;1615,3
11537;1654,7
11538;1660,2
11539;1659,3
11540;1675,6
11541;1670,3
11542;1688,7
11543;1680,1
11544;1689,7
11545;1692,3
11546;1701,2
11547;1707,7
11548;1684,7
11549;1661,1
11550;1661,1
11551;1686,0
11552;1693,1
11553;1717,1
11554;1733,6
11555;1717,4
11556;1718,6
11557;1719,8
11558;1733,1
11559;1746,5
11560;1758,5
11561;1741,5
11562;1758,8
11563;1753,6
11564;1756,2
11565;1779,6
11566;1821,1
11567;1843,5
11568;1868,0
11569;1886,9
11570;1863,1
11571;1869,2
11572;1904,7
11573;1913,3
11574;1892,8
11575;1847,7
11576;1819,0
11577;1853,4
11578;1878,9
11579;1883,6
11580;1953,4
11581;1989,5
11582;1993,5
11583;1978,2
11584;1944,0
11585;1968,3
11586;1940,4
11587;1937,7
11588;1966,5
11589;1929,7
11590;1903,4
11591;1881,3
11592;1907,2
11593;1902,7
11594;1896,8
11595;1907,9
11596;1929,9
11597;1947,0
11598;1948,5
11599;1953,9
11600;2016,0
11601;2044,7
11602;2016,7
11603;2019,9
11604;2015,2
11605;2048,1
11606;2076,5
11607;2057,7
11608;2072,0
11609;2086,1
11610;2076,9
11611;2057,3
11612;2120,8
11613;2122,4
11614;2099,5
11615;2119,2
11616;2122,0
11617;2123,2
11618;2190,6
11619;2174,7
11620;2219,2
11621;2261,6
11622;2312,0
11623;2291,9
11624;2327,4
11625;2313,7
11626;2334,5
11627;2342,9
11628;2470,8
11629;2503,3
11630;2422,5
11631;2364,9
11632;2365,3
11633;2468,7
11634;2452,2
11635;2444,6
11636;2498,9
11637;2479,5
11638;2451,3
11639;2513,9
11640;2500,2
11641;2447,1
11642;2414,9
11643;2357,5
11644;2424,6
11645;2436,1
11646;2463,8
11647;2433,9
11648;2420,4
11649;2420,4
11650;2495,2
11651;2494,3
11652;2505,7
11653;2517,7
11654;2547,3
11655;2529,7
11656;2553,1
11657;2560,8
11658;2556,3
11659;2624,7
11660;2589,9
11661;2570,2
11662;2576,8
11663;2568,1
11664;2556,7
11665;2557,1
11666;2596,1
11667;2598,4
11668;2610,5
11669;2603,9
11670;2659,4
11671;2684,1
11672;2660,0
11673;2673,4
11674;2664,1
11675;2671,4
11676;2678,5
11677;2678,4
11678;2689,4
11679;2658,5
11680;2664,6
11681;2657,6
11682;2692,7
11683;2701,0
11684;2758,0
11685;2772,2
11686;2753,9
11687;2779,2
11688;2832,7
11689;2839,9
11690;2810,6
11691;2821,3
11692;2867,4
11693;2895,2
11694;2922,0
11695;2973,2
11696;2937,2
11697;2990,9
11698;2975,3
11699;3009,9
11700;2982,6
11701;2913,6
11702;2929,7
11703;2989,9
11704;2880,3
11705;2888,5
11706;2876,3
11707;2843,2
11708;2782,9
11709;2863,7
11710;2788,8
11711;2777,0
11712;2767,6
11713;2760,2
11714;2744,4
11715;2776,9
11716;2771,5
11717;2775,5
11718;2742,3
11719;2699,4
11720;2663,0
11721;2664,6
11722;2676,1
11723;2675,5
11724;2624,6
11725;2657,6
11726;2685,2
11727;2742,8
11728;2734,9
11729;2714,3
11730;2733,9
11731;2749,0
11732;2692,8
11733;2671,2
11734;2711,8
11735;2729,0
11736;2643,0
11737;2557,5
11738;2436,5
11739;2448,2
11740;2306,9
11741;2263,5
11742;2340,0
11743;2310,2
11744;2285,2
11745;2338,3
11746;2301,9
11747;2204,6
11748;2303,2
11749;2327,8
11750;2340,4
11751;2346,8
11752;2324,9
11753;2354,1
11754;2352,3
11755;2381,7
11756;2329,2
11757;2335,1
11758;2330,8
11759;2318,9
11760;2354,3
11761;2351,6
11762;2396,1
11763;2379,2
11764;2361,8
11765;2402,0
11766;2391,7
11767;2383,6
11768;2425,3
11769;2429,2
11770;2513,9
11771;2497,1
11772;2475,0
11773;2536,7
11774;2525,2
11775;2526,6
11776;2531,1
11777;2522,5
11778;2516,9
11779;2499,4
11780;2463,6
11781;2452,2
11782;2393,7
11783;2349,4
11784;2357,1
11785;2357,7
11786;2358,5
11787;2350,3
11788;2363,4
11789;2375,2
11790;2337,0
11791;2300,8
11792;2273,9
11793;2216,0
11794;2231,0
11795;2289,3
11796;2289,9
11797;2290,0
11798;2250,7
11799;2279,3
11800;2287,4
11801;2323,6
11802;2384,1
11803;2381,3
11804;2396,4
11805;2423,2
11806;2422,1
11807;2431,2
11808;2470,8
11809;2493,7
11810;2510,1
11811;2515,5
11812;2539,5
11813;2572,3
11814;2569,5
11815;2565,1
11816;2546,2
11817;2572,0
11818;2542,5
11819;2575,7
11820;2631,4
11821;2607,3
11822;2562,4
11823;2550,9
11824;2535,7
11825;2523,8
11826;2491,1
11827;2523,0
11828;2560,5
11829;2576,1
11830;2611,2
11831;2656,1
11832;2653,9
11833;2675,7
11834;2709,4
11835;2683,2
11836;2670,8
11837;2716,6
11838;2783,8
11839;2782,9
11840;2819,5
11841;2787,8
11842;2821,0
11843;2791,9
11844;2826,8
11845;2807,0
11846;2805,2
11847;2855,7
11848;2828,4
11849;2809,7
11850;2802,8
11851;2855,6
11852;2940,1
11853;2892,8
11854;2917,2
11855;2930,8
11856;2948,6
11857;2976,5
11858;2974,3
11859;2967,2
11860;2941,1
11861;2958,4
11862;2915,3
11863;2971,8
11864;2999,4
11865;2987,4
11866;2945,0
11867;2928,5
11868;2928,0
11869;2895,1
11870;2905,9
11871;2911,7
11872;2936,0
11873;2981,4
11874;2968,3
11875;2895,3
11876;2859,1
11877;2853,2
11878;2847,6
11879;2803,5
11880;2792,0
11881;2788,6
11882;2784,3
11883;2784,6
11884;2815,5
11885;2820,9
11886;2782,5
11887;2759,5
11888;2738,1
11889;2740,3
11890;2737,5
11891;2705,5
11892;2682,6
11893;2636,6
11894;2588,8
11895;2525,2
11896;2443,5
11897;2424,2
11898;2470,4
11899;2516,4
11900;2496,2
11901;2513,8
11902;2512,5
11903;2516,8
11904;2515,6
11905;2481,0
11906;2467,2
11907;2451,4
11908;2434,0
11909;2413,8
11910;2461,6
11911;2472,5
11912;2467,0
11913;2457,7
11914;2454,6
11915;2487,0
11916;2504,9
11917;2515,4
11918;2558,2
11919;2544,8
11920;2542,3
11921;2561,9
11922;2566,5
11923;2579,5
11924;2559,2
11925;2567,6
11926;2577,4
11927;2538,7
11928;2455,6
11929;2469,2
11930;2476,4
11931;2475,5
11932;2473,3
11933;2505,2
11934;2541,5
11935;2545,4
11936;2584,4
11937;2565,9
11938;2583,9
11939;2617,2
11940;2636,4
11941;2625,5
11942;2647,0
11943;2633,2
11944;2664,5
11945;2662,7
11946;2656,2
11947;2645,1
11948;2659,0
11949;2658,1
11950;2672,7
11951;2667,9
11952;2663,6
11953;2693,3
11954;2699,2
11955;2722,5
11956;2784,0
11957;2808,1
11958;2827,6
11959;2799,9
11960;2802,9
11961;2840,6
11962;2865,2
11963;2892,8
11964;2938,8
11965;2932,6
11966;2949,4
11967;2914,3
11968;2863,5
11969;2824,1
11970;2825,9
11971;2830,6
11972;2839,2
11973;2847,7
11974;2899,3
11975;2911,1
11976;2930,8
11977;2938,9
11978;2978,5
11979;2969,0
11980;2952,5
11981;2957,6
11982;3012,7
11983;2983,1
11984;2937,9
11985;2935,4
11986;2925,4
11987;2956,1
11988;2979,9
11989;3010,8
11990;3038,9
11991;3086,0
11992;3133,7
11993;3087,9
11994;3068,8
11995;3076,5
11996;3072,4
11997;3066,6
11998;3049,4
11999;3054,6
12000;3063,3
12001;3095,2
12002;3175,8
12003;3200,4
12004;3235,3
12005;3297,8
12006;3318,2
12007;3309,7
12008;3328,0
12009;3372,3
12010;3362,6
12011;3375,8
12012;3370,2
12013;3348,7
12014;3382,4
12015;3374,3
12016;3413,2
12017;3429,7
12018;3458,2
12019;3469,9
12020;3554,1
12021;3547,1
12022;3566,6
12023;3510,0
12024;3503,9
12025;3523,9
12026;3458,6
12027;3479,0
12028;3485,4
12029;3516,5
12030;3537,6
12031;3524,2
12032;3505,2
12033;3507,8
12034;3514,0
12035;3446,3
12036;3464,2
12037;3487,8
12038;3483,7
12039;3545,9
12040;3599,3
12041;3576,9
12042;3604,1
12043;3632,2
12044;3631,5
12045;3662,2
12046;3694,1
12047;3718,6
12048;3725,1
12049;3769,9
12050;3769,4
12051;3757,3
12052;3758,6
12053;3797,0
12054;3714,9
12055;3737,1
12056;3750,3
12057;3757,8
12058;3770,5
12059;3822,1
12060;3783,4
12061;3810,0
12062;3791,1
12063;3770,7
12064;3758,4
12065;3746,4
12066;3766,3
12067;3767,5
12068;3787,6
12069;3863,4
12070;3885,8
12071;3829,8
12072;3831,5
12073;3810,3
12074;3806,8
12075;3804,3
12076;3764,8
12077;3805,7
12078;3852,2
12079;3930,3
12080;4024,9
12081;4062,7
12082;4039,3
12083;3982,6
12084;3983,1
12085;4024,7
12086;4120,9
12087;4088,2
12088;4042,8
12089;4135,1
12090;4179,6
12091;4164,4
12092;4125,0
12093;4129,9
12094;4143,0
12095;4236,2
12096;4227,5
12097;4266,4
12098;4278,1
12099;4336,2
12100;4398,7
12101;4401,1
12102;4509,7
12103;4627,7
12104;4616,2
12105;4549,2
12106;4545,4
12107;4545,2
12108;4522,7
12109;4550,2
12110;4472,9
12111;4345,6
12112;4333,6
12113;4429,0
12114;4390,4
12115;4405,1
12116;4397,5
12117;4388,7
12118;4423,8
12119;4409,9
12120;4250,4
12121;4205,6
12122;4200,2
12123;4281,7
12124;4281,3
12125;4222,0
12126;4301,5
12127;4392,0
12128;4451,3
12129;4451,1
12130;4533,5
12131;4529,3
12132;4582,0
12133;4556,6
12134;4473,9
12135;4421,7
12136;4432,4
12137;4416,3
12138;4408,5
12139;4408,8
12140;4517,3
12141;4633,9
12142;4641,1
12143;4579,6
12144;4574,9
12145;4648,5
12146;4605,9
12147;4580,3
12148;4465,3
12149;4376,8
12150;4382,9
12151;4346,1
12152;4335,0
12153;4364,0
12154;4433,5
12155;4456,6
12156;4392,4
12157;4365,3
12158;4330,6
12159;4306,6
12160;4372,8
12161;4425,4
12162;4481,9
12163;4518,8
12164;4544,9
12165;4554,2
12166;4546,9
12167;4565,5
12168;4573,0
12169;4565,4
12170;4559,4
12171;4463,4
12172;4387,8
12173;4327,4
12174;4356,3
12175;4317,1
12176;4264,1
12177;4174,4
12178;4083,6
12179;4135,8
12180;4107,8
12181;4077,1
12182;3934,5
12183;3820,2
12184;3739,8
12185;3706,8
12186;3821,1
12187;3830,1
12188;3756,0
12189;3644,1
12190;3472,2
12191;3517,7
12192;3581,3
12193;3559,1
12194;3488,2
12195;3425,0
12196;3447,9
12197;3630,7
12198;3593,4
12199;3662,3
12200;3685,5
12201;3725,6
12202;3763,9
12203;3856,8
12204;3846,2
12205;3823,1
12206;3795,7
12207;3698,6
12208;3717,1
12209;3824,4
12210;3818,8
12211;3739,4
12212;3722,0
12213;3597,0
12214;3609,3
12215;3607,2
12216;3616,5
12217;3651,9
12218;3641,9
12219;3643,6
12220;3689,1
12221;3800,3
12222;3839,9
12223;3815,4
12224;3792,2
12225;3828,8
12226;3840,7
12227;3849,8
12228;3853,3
12229;3911,2
12230;3909,5
12231;3915,0
12232;3948,7
12233;3954,6
12234;3963,8
12235;3977,4
12236;4014,8
12237;4000,0
12238;3972,4
12239;3977,3
12240;3944,4
12241;3898,0
12242;3872,7
12243;3871,6
12244;3930,8
12245;3967,7
12246;4015,4
12247;4018,8
12248;4029,8
12249;4019,9
12250;4020,0
12251;4021,7
12252;4042,6
12253;4042,3
12254;4009,5
12255;4051,1
12256;4072,2
12257;4109,8
12258;4147,8
12259;4162,9
12260;4248,7
12261;4284,0
12262;4224,7
12263;4175,3
12264;4195,9
12265;4226,2
12266;4207,0
12267;4249,0
12268;4273,7
12269;4281,9
12270;4291,8
12271;4271,9
12272;4291,2
12273;4306,3
12274;4305,1
12275;4375,1
12276;4385,1
12277;4421,1
12278;4431,6
12279;4474,4
12280;4490,2
12281;4535,6
12282;4556,1
12283;4543,2
12284;4547,0
12285;4559,8
12286;4515,3
12287;4586,4
12288;4601,9
12289;4634,9
12290;4689,4
12291;4742,2
12292;4761,2
12293;4778,1
12294;4790,6
12295;4808,9
12296;4798,1
12297;4755,6
12298;4617,0
12299;4513,7
12300;4591,0
12301;4571,5
12302;4532,8
12303;4469,0
12304;4517,9
12305;4543,4
12306;4519,6
12307;4559,5
12308;4617,8
12309;4554,1
12310;4512,4
12311;4537,4
12312;4553,6
12313;4608,3
12314;4619,5
12315;4655,5
12316;4652,2
12317;4680,5
12318;4713,6
12319;4720,1
12320;4776,9
12321;4831,5
12322;4805,4
12323;4904,1
12324;4896,1
12325;4862,7
12326;4830,7
12327;4845,7
12328;4884,4
12329;4979,0
12330;5048,4
12331;5070,9
12332;5084,5
12333;5080,5
12334;5066,1
12335;5028,7
12336;4944,2
12337;4832,4
12338;4817,0
12339;4811,3
12340;4860,0
12341;4898,1
12342;4941,0
12343;4962,9
12344;4942,9
12345;4998,2
12346;5037,7
12347;5047,1
12348;5071,8
12349;5101,0
12350;5141,9
12351;5114,2
12352;5138,1
12353;5137,4
12354;5098,1
12355;4953,7
12356;4878,9
12357;4862,3
12358;4885,5
12359;4890,4
12360;4902,1
12361;4913,8
12362;4954,1
12363;4993,7
12364;4959,3
12365;4941,1
12366;4893,4
12367;4935,6
12368;4992,6
12369;4976,0
12370;4986,1
12371;4954,5
12372;4969,9
12373;5036,1
12374;5038,0
12375;5050,1
12376;5072,8
12377;5095,4
12378;5089,0
12379;5044,5
12380;5059,8
12381;5078,5
12382;5120,8
12383;5187,5
12384;5198,0
12385;5201,5
12386;5270,2
12387;5336,6
12388;5470,9
12389;5501,6
12390;5604,7
12391;5604,5
12392;5681,3
12393;5621,3
12394;5556,3
12395;5599,0
12396;5686,9
12397;5725,3
12398;5691,9
12399;5637,6
12400;5578,0
12401;5608,8
12402;5518,2
12403;5451,3
12404;5498,2
12405;5540,4
12406;5514,0
12407;5488,8
12408;5436,6
12409;5296,0
12410;5271,1
12411;5214,7
12412;5130,8
12413;5141,7
12414;5240,1
12415;5288,9
12416;5199,8
12417;5182,1
12418;5171,1
12419;5206,8
12420;5196,4
12421;5171,7
12422;5114,8
12423;5092,3
12424;4944,2
12425;4849,4
12426;4778,0
12427;4883,0
12428;4915,9
12429;4912,8
12430;4907,8
12431;4890,7
12432;4922,1
12433;4871,8
12434;4722,6
12435;4729,1
12436;4722,7
12437;4735,3
12438;4827,1
12439;4828,1
12440;4856,4
12441;4850,5
12442;4801,1
12443;4737,7
12444;4675,7
12445;4608,7
12446;4592,0
12447;4600,7
12448;4699,1
12449;4716,1
12450;4666,8
12451;4690,5
12452;4727,9
12453;4713,7
12454;4711,1
12455;4791,2
12456;4779,2
12457;4808,6
12458;4872,5
12459;4880,3
12460;4815,6
12461;4744,3
12462;4732,7
12463;4663,7
12464;4691,1
12465;4727,7
12466;4770,7
12467;4799,2
12468;4856,7
12469;4939,8
12470;4915,5
12471;4876,0
12472;4872,3
12473;4830,7
12474;4829,2
12475;4847,3
12476;4859,4
12477;4880,7
12478;4859,9
12479;4867,7
12480;4816,8
12481;4836,5
12482;4818,7
12483;4859,5
12484;4951,2
12485;5030,4
12486;5037,9
12487;5055,0
12488;4985,4
12489;5005,0
12490;5008,3
12491;5052,2
12492;5131,7
12493;5140,8
12494;5094,4
12495;4993,2
12496;5005,0
12497;5034,7
12498;5049,7
12499;5061,2
12500;5150,2
12501;5258,9
12502;5317,1
12503;5287,0
12504;5299,0
12505;5328,1
12506;5372,3
12507;5366,0
12508;5387,6
12509;5441,4
12510;5399,3
12511;5360,3
12512;5247,4
12513;5175,9
12514;5271,2
12515;5234,1
12516;5123,4
12517;5136,9
12518;5122,4
12519;5114,4
12520;5143,6
12521;5205,1
12522;5301,5
12523;5404,5
12524;5445,8
12525;5465,2
12526;5485,4
12527;5540,0
12528;5556,0
12529;5493,0
12530;5543,3
12531;5646,0
12532;5814,8
12533;5856,2
12534;5865,3
12535;5944,4
12536;5893,4
12537;5879,9
12538;5958,8
12539;5959,2
12540;5975,1
12541;6074,1
12542;6126,1
12543;6060,9
12544;6050,4
12545;5849,7
12546;5726,5
12547;5761,4
12548;5852,0
12549;5858,4
12550;5834,9
12551;5624,6
12552;5606,2
12553;5665,1
12554;5600,8
12555;5492,2
12556;5465,8
12557;5481,2
12558;5586,3
12559;5596,4
12560;5617,1
12561;5512,3
12562;5467,5
12563;5601,3
12564;5686,4
12565;5728,7
12566;5788,4
12567;5705,8
12568;5764,5
12569;5700,3
12570;5747,6
12571;5794,1
12572;5823,7
12573;5823,1
12574;5803,5
12575;5823,0
12576;5939,3
12577;5934,4
12578;5956,3
12579;5918,9
12580;5941,7
12581;5974,4
12582;5951,8
12583;5937,3
12584;5926,4
12585;5974,1
12586;6027,7
12587;6001,3
12588;6020,0
12589;6049,2
12590;6039,1
12591;6096,3
12592;6154,6
12593;6126,6
12594;6104,7
12595;6030,6
12596;6026,9
12597;6075,2
12598;6045,0
