index;value
1890 Jan;2710
1890 Feb;2750
1890 Mar;2640
1890 Apr;2020
1890 May;1680
1890 Jun;1470
1890 Jul;1680
1890 Aug;2000
1890 Sep;2300
1890 Oct;2440
1890 Nov;2780
1890 Dec;2910
1891 Jan;2790
1891 Feb;2790
1891 Mar;3280
1891 Apr;2720
1891 May;2360
1891 Jun;1850
1891 Jul;1780
1891 Aug;2040
1891 Sep;2440
1891 Oct;3010
1891 Nov;2980
1891 Dec;2940
1892 Jan;3100
1892 Feb;3060
1892 Mar;2920
1892 Apr;2380
1892 May;2020
1892 Jun;1960
1892 Jul;2180
1892 Aug;2400
1892 Sep;2510
1892 Oct;2660
1892 Nov;3080
1892 Dec;3090
1893 Jan;3260
1893 Feb;2880
1893 Mar;2910
1893 Apr;3020
1893 May;2520
1893 Jun;2070
1893 Jul;2140
1893 Aug;2300
1893 Sep;2710
1893 Oct;2920
1893 Nov;2800
1893 Dec;2830
1894 Jan;2600
1894 Feb;2690
1894 Mar;2230
1894 Apr;2300
1894 May;1730
1894 Jun;1790
1894 Jul;1920
1894 Aug;2380
1894 Sep;2460
1894 Oct;2460
1894 Nov;2560
1894 Dec;2440
1895 Jan;2470
1895 Feb;2410
1895 Mar;2010
1895 Apr;2010
1895 May;1790
1895 Jun;1820
1895 Jul;1770
1895 Aug;2010
1895 Sep;2080
1895 Oct;2280
1895 Nov;2310
1895 Dec;2580
1896 Jan;2250
1896 Feb;1960
1896 Mar;2170
1896 Apr;1620
1896 May;1580
1896 Jun;1540
1896 Jul;1500
1896 Aug;1580
1896 Sep;1600
1896 Oct;1900
1896 Nov;2090
1896 Dec;2260
1897 Jan;2000
1897 Feb;2020
1897 Mar;1940
1897 Apr;1800
1897 May;1520
1897 Jun;1500
1897 Jul;1500
1897 Aug;1690
1897 Sep;1950
1897 Oct;2260
1897 Nov;2310
1897 Dec;2280
1898 Jan;2050
1898 Feb;2000
1898 Mar;1960
1898 Apr;1940
1898 May;1630
1898 Jun;1680
1898 Jul;1710
1898 Aug;1890
1898 Sep;2010
1898 Oct;2180
1898 Nov;2330
1898 Dec;2080
1899 Jan;1980
1899 Feb;2190
1899 Mar;2100
1899 Apr;1960
1899 May;1790
1899 Jun;1860
1899 Jul;1820
1899 Aug;1980
1899 Sep;2250
1899 Oct;2400
1899 Nov;2580
1899 Dec;2700
1900 Jan;2680
1900 Feb;2480
1900 Mar;2520
1900 Apr;1920
1900 May;2010
1900 Jun;1950
1900 Jul;1950
1900 Aug;2110
1900 Sep;2150
1900 Oct;2190
1900 Nov;2480
1900 Dec;2540
1901 Jan;2280
1901 Feb;2280
1901 Mar;2200
1901 Apr;2080
1901 May;1900
1901 Jun;1940
1901 Jul;1970
1901 Aug;2040
1901 Sep;2080
1901 Oct;2220
1901 Nov;2410
1901 Dec;2510
1902 Jan;2420
1902 Feb;2850
1902 Mar;2850
1902 Apr;2840
1902 May;2280
1902 Jun;2220
1902 Jul;2120
1902 Aug;2010
1902 Sep;2170
1902 Oct;2420
1902 Nov;2650
1902 Dec;2900
1903 Jan;2720
1903 Feb;2650
1903 Mar;2860
1903 Apr;2620
1903 May;2210
1903 Jun;2160
1903 Jul;2000
1903 Aug;1940
1903 Sep;2070
1903 Oct;2130
1903 Nov;2310
1903 Dec;2440
1904 Jan;2290
1904 Feb;2510
1904 Mar;2480
1904 Apr;2290
1904 May;2020
1904 Jun;1810
1904 Jul;1770
1904 Aug;1820
1904 Sep;1970
1904 Oct;2100
1904 Nov;2500
1904 Dec;2700
1905 Jan;2940
1905 Feb;3280
1905 Mar;2860
1905 Apr;3080
1905 May;2370
1905 Jun;2050
1905 Jul;2080
1905 Aug;2140
1905 Sep;2100
1905 Oct;2230
1905 Nov;2390
1905 Dec;2250
1906 Jan;2650
