index;value
1986 Apr;7488,85402
1986 May;7401,61348
1986 Jun;7361,35338
1986 Jul;7338,49050
1986 Aug;7253,20646
1986 Sep;7424,50573
1986 Oct;7253,06071
1986 Nov;7261,05337
1986 Dec;7911,00316
1987 Jan;7782,22416
1987 Feb;7714,13412
1987 Mar;7627,39415
1987 Apr;7505,64030
1987 May;7358,90945
1987 Jun;7260,99215
1987 Jul;7362,44391
1987 Aug;7055,92397
1987 Sep;7084,45056
1987 Oct;7110,60904
1987 Nov;7090,50914
1987 Dec;7721,62685
1988 Jan;7640,88231
1988 Feb;7410,85638
1988 Mar;7437,37490
1988 Apr;7371,12848
1988 May;7295,13801
1988 Jun;7222,26654
1988 Jul;7070,23547
1988 Aug;7127,48315
1988 Sep;7145,67246
1988 Oct;7043,64537
1988 Nov;7062,44177
1988 Dec;7543,72004
1989 Jan;7661,22218
1989 Feb;7612,08173
1989 Mar;7373,50788
1989 Apr;7282,82024
1989 May;7348,24328
1989 Jun;7247,08975
1989 Jul;7253,05000
1989 Aug;7138,13147
1989 Sep;7164,46539
1989 Oct;7063,16812
1989 Nov;7024,39610
1989 Dec;7699,49778
1990 Jan;7693,29781
1990 Feb;7473,50990
1990 Mar;7220,62880
1990 Apr;7240,65930
1990 May;7179,85110
1990 Jun;7062,01700
1990 Jul;7224,29940
1990 Aug;7120,79063
1990 Sep;7048,37500
1990 Oct;6907,69120
1990 Nov;7006,84430
1990 Dec;7730,43660
1991 Jan;7481,55210
1991 Feb;7047,66390
1991 Mar;6941,09390
1991 Apr;6953,94510
1991 May;6882,79360
1991 Jun;6684,47140
1991 Jul;6724,35160
1991 Aug;6655,36770
1991 Sep;6721,81620
1991 Oct;6618,08620
1991 Nov;6468,75520
1991 Dec;7371,24980
1992 Jan;7180,55880
1992 Feb;6924,85250
1992 Mar;6777,05770
1992 Apr;6806,04790
1992 May;6695,27590
1992 Jun;6594,40436
1992 Jul;6672,29740
1992 Aug;6511,38900
1992 Sep;6502,56540
1992 Oct;6482,20110
1992 Nov;6404,45980
1992 Dec;7308,31305
1993 Jan;7192,93220
1993 Feb;6739,34200
1993 Mar;6528,78500
1993 Apr;6492,09220
1993 May;6379,56150
1993 Jun;6425,73520
1993 Jul;6391,79790
1993 Aug;6275,98200
1993 Sep;6420,26770
1993 Oct;6263,08630
1993 Nov;6314,59740
1993 Dec;7121,23170
1994 Jan;7155,37170
1994 Feb;6822,87230
1994 Mar;6693,09290
1994 Apr;6569,36120
1994 May;6430,97020
1994 Jun;6350,83290
1994 Jul;6499,25550
1994 Aug;6431,60430
1994 Sep;6514,70410
1994 Oct;6342,83879
1994 Nov;6387,44940
1994 Dec;7240,91930
1995 Jan;7143,59500
1995 Feb;6821,26136
1995 Mar;6603,45382
1995 Apr;6591,81403
1995 May;6484,87402
1995 Jun;6422,08330
1995 Jul;6373,00140
1995 Aug;6286,73130
1995 Sep;6360,42380
1995 Oct;6246,96460
1995 Nov;6274,26630
1995 Dec;7024,25540
1996 Jan;7052,53130
1996 Feb;6527,78530
1996 Mar;6302,19400
1996 Apr;6337,62810
1996 May;6273,66480
1996 Jun;6230,79690
1996 Jul;6225,23130
1996 Aug;6051,34460
1996 Sep;6075,27070
1996 Oct;5931,89950
1996 Nov;5953,64090
1996 Dec;6753,67800
1997 Jan;6489,31750
1997 Feb;6045,98970
1997 Mar;6019,39620
1997 Apr;5916,47900
1997 May;5918,90470
1997 Jun;5772,31730
1997 Jul;5844,30810
1997 Aug;5578,84668
1997 Sep;5636,26840
1997 Oct;5545,04000
1997 Nov;5678,28540
1997 Dec;6328,78730
1998 Jan;6269,99780
1998 Feb;5871,43940
1998 Mar;5805,04970
1998 Apr;5741,93500
1998 May;5665,11930
1998 Jun;5682,69820
1998 Jul;5622,16220
1998 Aug;5414,51450
1998 Sep;5545,46190
1998 Oct;5501,73870
1998 Nov;5533,11630
1998 Dec;6268,06470
1999 Jan;6010,78190
1999 Feb;5768,75950
1999 Mar;5595,76670
1999 Apr;5601,77400
1999 May;5526,32120
1999 Jun;5460,43270
1999 Jul;5401,33880
1999 Aug;5275,35976
1999 Sep;5431,81230
1999 Oct;5434,58230
1999 Nov;5491,02630
1999 Dec;6168,75430
2000 Jan;6010,03100
2000 Feb;5762,12120
2000 Mar;5642,64150
2000 Apr;5598,16470
2000 May;5580,29002
