index;value
1996 Jan;5400
1996 Feb;5400
1996 Mar;5400
1996 Apr;5500
1996 May;5500
1996 Jun;5500
1996 Jul;5600
1996 Aug;5600
1996 Sep;5600
1996 Oct;5800
1996 Nov;5800
1996 Dec;5800
1997 Jan;6000
1997 Feb;6000
1997 Mar;6000
1997 Apr;6000
1997 May;6000
1997 Jun;6000
1997 Jul;6100
1997 Aug;6100
1997 Sep;6100
1997 Oct;6100
1997 Nov;6100
1997 Dec;6100
1998 Jan;6200
1998 Feb;6200
1998 Mar;6200
1998 Apr;6200
1998 May;6200
1998 Jun;6200
1998 Jul;6500
1998 Aug;6500
1998 Sep;6500
1998 Oct;6500
1998 Nov;6500
1998 Dec;6500
1999 Jan;6600
1999 Feb;6600
1999 Mar;6600
1999 Apr;6600
1999 May;6600
1999 Jun;6600
1999 Jul;6400
1999 Aug;6400
1999 Sep;6400
1999 Oct;6700
1999 Nov;6700
1999 Dec;6700
2000 Jan;6800
2000 Feb;6800
2000 Mar;6800
2000 Apr;6800
2000 May;6800
2000 Jun;6800
2000 Jul;7000
2000 Aug;7000
2000 Sep;7000
2000 Oct;7500
2000 Nov;7500
2000 Dec;7500
2001 Jan;7500
2001 Feb;7500
2001 Mar;7500
2001 Apr;7700
2001 May;7700
2001 Jun;7700
2001 Jul;7600
2001 Aug;7600
2001 Sep;7600
2001 Oct;7800
2001 Nov;7800
2001 Dec;7800
2002 Jan;8100
2002 Feb;8100
2002 Mar;8100
2002 Apr;7900
2002 May;7900
2002 Jun;7900
2002 Jul;7800
2002 Aug;7800
2002 Sep;7800
2002 Oct;7900
2002 Nov;7900
2002 Dec;7900
2003 Jan;7900
2003 Feb;7900
2003 Mar;7900
2003 Apr;7900
2003 May;7800
2003 Jun;7800
2003 Jul;7800
2003 Aug;7800
2003 Sep;7800
2003 Oct;7800
2003 Nov;7800
2003 Dec;7900
2004 Jan;7900
2004 Feb;8000
2004 Mar;8000
2004 Apr;8000
2004 May;8000
2004 Jun;8000
2004 Jul;8000
2004 Aug;8000
2004 Sep;8000
2004 Oct;8100
2004 Nov;8100
2004 Dec;8100
2005 Jan;8300
2005 Feb;8300
2005 Mar;8300
2005 Apr;8300
2005 May;8300
2005 Jun;8400
2005 Jul;8400
2005 Aug;8400
2005 Sep;8400
2005 Oct;8400
2005 Nov;8400
2005 Dec;8600
2006 Jan;8600
2006 Feb;8600
2006 Mar;8600
2006 Apr;8600
2006 May;8600
2006 Jun;8600
2006 Jul;9000
2006 Aug;9000
2006 Sep;9000
2006 Oct;9000
2006 Nov;9000
2006 Dec;9000
2007 Jan;9000
2007 Feb;9000
2007 Mar;9000
2007 Apr;9000
2007 May;9000
2007 Jun;9000
2007 Jul;9000
2007 Aug;9000
2007 Sep;9000
2007 Oct;9100
2007 Nov;9200
2007 Dec;9200
2008 Jan;9200
2008 Feb;9200
2008 Mar;9400
2008 Apr;9400
2008 May;9500
2008 Jun;9600
2008 Jul;9500
2008 Aug;9500
2008 Sep;9400
2008 Oct;9400
2008 Nov;9400
2008 Dec;9400
2009 Jan;9200
2009 Feb;9200
2009 Mar;9200
2009 Apr;9200
2009 May;9300
2009 Jun;9200
2009 Jul;9300
2009 Aug;9300
2009 Sep;9400
2009 Oct;9400
2009 Nov;9400
2009 Dec;9400
2010 Jan;9400
2010 Feb;9600
2010 Mar;9600
2010 Apr;9600
2010 May;9500
2010 Jun;9500
2010 Jul;9600
2010 Aug;9700
2010 Sep;9800
2010 Oct;9900
2010 Nov;10000
2010 Dec;10000
2011 Jan;9900
2011 Feb;9600
2011 Mar;9600
2011 Apr;9600
2011 May;9500
2011 Jun;9300
2011 Jul;9300
2011 Aug;9100
2011 Sep;8900
2011 Oct;8900
2011 Nov;8800
2011 Dec;8900
2012 Jan;9200
2012 Feb;9200
2012 Mar;9200
2012 Apr;9200
2012 May;9100
2012 Jun;9200
2012 Jul;9200
2012 Aug;9200
2012 Sep;9200
2012 Oct;9200
2012 Nov;9300
2012 Dec;9300
2013 Jan;9400
2013 Feb;9400
2013 Mar;9400
2013 Apr;9500
2013 May;9300
2013 Jun;9300
2013 Jul;9400
2013 Aug;9300
2013 Sep;9300
2013 Oct;9300
2013 Nov;9400
2013 Dec;9300
2014 Jan;9200
2014 Feb;9200
2014 Mar;9100
2014 Apr;9200
2014 May;9100
2014 Jun;9200
2014 Jul;9300
2014 Aug;9400
2014 Sep;9400
2014 Oct;9600
2014 Nov;9600
2014 Dec;9700
2015 Jan;9700
2015 Feb;9800
2015 Mar;9900
2015 Apr;10000
2015 May;9900
