index;value
1996 Jan;8011
1996 Feb;8011
1996 Mar;8011
1996 Apr;8011
1996 May;8108
1996 Jun;8108
1996 Jul;8108
1996 Aug;8108
1996 Sep;8108
1996 Oct;8108
1996 Nov;8108
1996 Dec;8108
1997 Jan;8108
1997 Feb;8108
1997 Mar;8108
1997 Apr;8108
1997 May;7865
1997 Jun;7938
1997 Jul;7938
1997 Aug;7938
1997 Sep;7938
1997 Oct;7938
1997 Nov;7938
1997 Dec;7938
1998 Jan;7938
1998 Feb;7938
1998 Mar;7938
1998 Apr;7938
1998 May;8091
1998 Jun;8091
1998 Jul;8091
1998 Aug;7090
1998 Sep;7090
1998 Oct;7090
1998 Nov;7090
1998 Dec;7090
1999 Jan;7090
1999 Feb;7090
1999 Mar;7090
1999 Apr;7090
1999 May;8091
1999 Jun;8091
1999 Jul;8091
1999 Aug;8091
1999 Sep;6420
1999 Oct;6420
1999 Nov;6420
1999 Dec;6420
2000 Jan;6420
2000 Feb;6420
2000 Mar;6420
2000 Apr;6420
2000 May;7728
2000 Jun;7413
2000 Jul;7558
2000 Aug;7558
2000 Sep;7558
2000 Oct;7558
2000 Nov;7558
2000 Dec;7558
2001 Jan;7558
2001 Feb;7555
2001 Mar;7555
2001 Apr;7555
2001 May;8089
2001 Jun;8272
2001 Jul;8272
2001 Aug;7260
2001 Sep;6136
2001 Oct;6136
2001 Nov;6136
2001 Dec;6136
2002 Jan;6136
2002 Feb;6136
2002 Mar;6136
2002 Apr;6136
2002 May;6167
2002 Jun;5702
2002 Jul;5704
2002 Aug;5426
2002 Sep;4820
2002 Oct;5370
2002 Nov;5370
2002 Dec;5370
2003 Jan;5373
2003 Feb;5373
2003 Mar;5373
2003 Apr;5373
2003 May;5373
2003 Jun;5373
2003 Jul;5041
2003 Aug;4918
2003 Sep;4918
2003 Oct;4918
2003 Nov;4918
2003 Dec;4918
2004 Jan;4918
2004 Feb;4918
2004 Mar;4918
2004 Apr;4918
2004 May;5684
2004 Jun;5784
2004 Jul;5485
2004 Aug;5387
2004 Sep;5193
2004 Oct;5193
2004 Nov;5193
2004 Dec;5193
2005 Jan;5193
2005 Feb;5193
2005 Mar;5193
2005 Apr;5193
2005 May;6418
2005 Jun;6408
2005 Jul;6408
2005 Aug;5734
2005 Sep;5734
2005 Oct;5734
2005 Nov;5734
2005 Dec;5734
2006 Jan;5733
2006 Feb;5733
2006 Mar;5733
2006 Apr;5733
2006 May;6434
2006 Jun;6462
2006 Jul;6462
2006 Aug;6462
2006 Sep;5847
2006 Oct;5847
2006 Nov;5847
2006 Dec;5847
2007 Jan;5847
2007 Feb;5847
2007 Mar;5847
2007 Apr;5847
2007 May;6074
2007 Jun;6167
2007 Jul;6186
2007 Aug;6213
2007 Sep;6213
2007 Oct;6213
2007 Nov;6213
2007 Dec;6213
2008 Jan;6213
2008 Feb;6213
2008 Mar;6213
2008 Apr;6604
2008 May;6666
2008 Jun;6666
2008 Jul;6794
2008 Aug;6876
2008 Sep;6719
2008 Oct;6719
2008 Nov;6719
2008 Dec;6719
2009 Jan;6719
2009 Feb;6719
2009 Mar;6719
2009 Apr;7505
2009 May;7326
2009 Jun;8214
2009 Jul;8054
2009 Aug;8041
2009 Sep;8256
2009 Oct;8256
2009 Nov;8256
2009 Dec;8256
2010 Jan;8256
2010 Feb;8256
2010 Mar;8256
2010 Apr;8256
2010 May;9199
2010 Jun;9199
2010 Jul;9199
2010 Aug;8748
2010 Sep;8348
2010 Oct;8348
2010 Nov;8348
2010 Dec;8348
2011 Jan;8348
2011 Feb;8348
2011 Mar;8348
2011 Apr;8811
2011 May;9291
2011 Jun;9732
2011 Jul;9732
2011 Aug;9732
2011 Sep;9454
2011 Oct;9732
2011 Nov;9732
2011 Dec;9732
2012 Jan;9732
2012 Feb;9732
2012 Mar;9732
2012 Apr;9957
2012 May;9907
2012 Jun;9738
2012 Jul;9689
2012 Aug;9504
2012 Sep;9504
2012 Oct;9957
2012 Nov;9957
2012 Dec;9957
2013 Jan;9957
2013 Feb;9957
2013 Mar;9957
2013 Apr;9957
2013 May;10228
2013 Jun;10228
2013 Jul;9970
2013 Aug;9851
2013 Sep;9851
2013 Oct;10105
2013 Nov;10105
2013 Dec;10105
2014 Jan;10105
2014 Feb;10105
2014 Mar;10080
2014 Apr;10147
2014 May;10103
2014 Jun;10147
2014 Jul;10147
2014 Aug;10147
2014 Sep;10006
2014 Oct;10147
2014 Nov;10147
2014 Dec;10147
2015 Jan;10139
2015 Feb;10243
2015 Mar;10243
2015 Apr;10116
2015 May;10116
2015 Jun;10073
