index;value
1996 Jan;1185
1996 Feb;1196
1996 Mar;1205
1996 Apr;1208
1996 May;1210
1996 Jun;1210
1996 Jul;1191
1996 Aug;1198
1996 Sep;1213
1996 Oct;1212
1996 Nov;1216
1996 Dec;1218
1997 Jan;1191
1997 Feb;1196
1997 Mar;1208
1997 Apr;1207
1997 May;1208
1997 Jun;1207
1997 Jul;1188
1997 Aug;1197
1997 Sep;1208
1997 Oct;1205
1997 Nov;1212
1997 Dec;1214
1998 Jan;1182
1998 Feb;1192
1998 Mar;1201
1998 Apr;1196
1998 May;1202
1998 Jun;1198
1998 Jul;1176
1998 Aug;1181
1998 Sep;1194
1998 Oct;1189
1998 Nov;1194
1998 Dec;1198
1999 Jan;1167
1999 Feb;1171
1999 Mar;1179
1999 Apr;1174
1999 May;1178
1999 Jun;1174
1999 Jul;1150
1999 Aug;1154
1999 Sep;1164
1999 Oct;1157
1999 Nov;1160
1999 Dec;1161
2000 Jan;1124
2000 Feb;1132
2000 Mar;1136
2000 Apr;1135
2000 May;1137
2000 Jun;1131
2000 Jul;1104
2000 Aug;1109
2000 Sep;1121
2000 Oct;1118
2000 Nov;1119
2000 Dec;1120
2001 Jan;1090
2001 Feb;1096
2001 Mar;1103
2001 Apr;1100
2001 May;1104
2001 Jun;1103
2001 Jul;1079
2001 Aug;1087
2001 Sep;1098
2001 Oct;1092
2001 Nov;1095
2001 Dec;1098
2002 Jan;1074
2002 Feb;1076
2002 Mar;1082
2002 Apr;1076
2002 May;1076
2002 Jun;1071
2002 Jul;1053
2002 Aug;1056
2002 Sep;1068
2002 Oct;1065
2002 Nov;1068
2002 Dec;1066
2003 Jan;1046
2003 Feb;1052
2003 Mar;1056
2003 Apr;1052
2003 May;1053
2003 Jun;1047
2003 Jul;1033
2003 Aug;1041
2003 Sep;1048
2003 Oct;1046
2003 Nov;1047
2003 Dec;1046
2004 Jan;1030
2004 Feb;1033
2004 Mar;1034
2004 Apr;1032
2004 May;1032
2004 Jun;1030
2004 Jul;1014
2004 Aug;1017
2004 Sep;1023
2004 Oct;1021
2004 Nov;1022
2004 Dec;1025
2005 Jan;1007
2005 Feb;1006
2005 Mar;1011
2005 Apr;1009
2005 May;1009
2005 Jun;1008
2005 Jul;994
2005 Aug;995
2005 Sep;1000
2005 Oct;1000
2005 Nov;1001
2005 Dec;1004
2006 Jan;984
2006 Feb;989
2006 Mar;992
2006 Apr;987
2006 May;990
2006 Jun;990
2006 Jul;974
2006 Aug;982
2006 Sep;990
2006 Oct;986
2006 Nov;990
2006 Dec;996
2007 Jan;975
2007 Feb;979
2007 Mar;987
2007 Apr;984
2007 May;986
2007 Jun;987
2007 Jul;967
2007 Aug;971
2007 Sep;978
2007 Oct;976
2007 Nov;978
2007 Dec;983
2008 Jan;961
2008 Feb;966
2008 Mar;969
2008 Apr;968
2008 May;970
2008 Jun;972
2008 Jul;955
2008 Aug;960
2008 Sep;968
2008 Oct;962
2008 Nov;964
2008 Dec;947
2009 Jan;933
2009 Feb;946
2009 Mar;954
2009 Apr;955
2009 May;960
2009 Jun;964
2009 Jul;955
2009 Aug;963
2009 Sep;973
2009 Oct;973
2009 Nov;976
2009 Dec;978
2010 Jan;964
2010 Feb;971
2010 Mar;978
2010 Apr;979
2010 May;982
2010 Jun;983
2010 Jul;967
2010 Aug;973
2010 Sep;986
2010 Oct;984
2010 Nov;991
2010 Dec;991
2011 Jan;979
2011 Feb;991
2011 Mar;996
2011 Apr;998
2011 May;1000
2011 Jun;990
2011 Jul;980
2011 Aug;989
2011 Sep;1002
2011 Oct;1005
2011 Nov;1007
2011 Dec;1004
2012 Jan;990
2012 Feb;1002
2012 Mar;1008
2012 Apr;1007
2012 May;1006
2012 Jun;995
2012 Jul;986
2012 Aug;992
2012 Sep;1006
2012 Oct;1010
2012 Nov;1011
2012 Dec;1009
2013 Jan;990
2013 Feb;1001
2013 Mar;1009
2013 Apr;1005
2013 May;1008
2013 Jun;1002
2013 Jul;989
2013 Aug;996
2013 Sep;1010
2013 Oct;1012
2013 Nov;1016
2013 Dec;1015
2014 Jan;994
2014 Feb;1007
2014 Mar;1014
2014 Apr;1012
2014 May;1014
2014 Jun;1015
2014 Jul;996
2014 Aug;1004
2014 Sep;1012
2014 Oct;1012
2014 Nov;1012
2014 Dec;1011
2015 Jan;995
2015 Feb;1001
2015 Mar;1004
2015 Apr;1002
2015 May;1002
2015 Jun;1000
2015 Jul;989
2015 Aug;994
2015 Sep;1000
2015 Oct;1006
2015 Nov;1005
2015 Dec;1002
2016 Jan;990
2016 Feb;994
