index;value
1996 Jan;6000
1996 Feb;6100
1996 Mar;6100
1996 Apr;6100
1996 May;6100
1996 Jun;6200
1996 Jul;6500
1996 Aug;6300
1996 Sep;6300
1996 Oct;6200
1996 Nov;6000
1996 Dec;6200
1997 Jan;6000
1997 Feb;6100
1997 Mar;6100
1997 Apr;6200
1997 May;6300
1997 Jun;6300
1997 Jul;6700
1997 Aug;6600
1997 Sep;6400
1997 Oct;6300
1997 Nov;6200
1997 Dec;6400
1998 Jan;6300
1998 Feb;6300
1998 Mar;6300
1998 Apr;6300
1998 May;6300
1998 Jun;6400
1998 Jul;6800
1998 Aug;6600
1998 Sep;6400
1998 Oct;6400
1998 Nov;6300
1998 Dec;6400
1999 Jan;6300
1999 Feb;6300
1999 Mar;6300
1999 Apr;6400
1999 May;6400
1999 Jun;6500
1999 Jul;6800
1999 Aug;6700
1999 Sep;6500
1999 Oct;6500
1999 Nov;6300
1999 Dec;6500
2000 Jan;6200
2000 Feb;6200
2000 Mar;6200
2000 Apr;6500
2000 May;6400
2000 Jun;6600
2000 Jul;6900
2000 Aug;6700
2000 Sep;6500
2000 Oct;6500
2000 Nov;6500
2000 Dec;6700
2001 Jan;6500
2001 Feb;6600
2001 Mar;6500
2001 Apr;6800
2001 May;6600
2001 Jun;6700
2001 Jul;7100
2001 Aug;7000
2001 Sep;6800
2001 Oct;6900
2001 Nov;6800
2001 Dec;7300
2002 Jan;6800
2002 Feb;6800
2002 Mar;6900
2002 Apr;6900
2002 May;7000
2002 Jun;7100
2002 Jul;7600
2002 Aug;7800
2002 Sep;7100
2002 Oct;7100
2002 Nov;7100
2002 Dec;7200
2003 Jan;7100
2003 Feb;7000
2003 Mar;7000
2003 Apr;7200
2003 May;7100
2003 Jun;7300
2003 Jul;7700
2003 Aug;7900
2003 Sep;7400
2003 Oct;7300
2003 Nov;7100
2003 Dec;7300
2004 Jan;6900
2004 Feb;7000
2004 Mar;7200
2004 Apr;7600
2004 May;7300
2004 Jun;7600
2004 Jul;7900
2004 Aug;8200
2004 Sep;7600
2004 Oct;7600
2004 Nov;7600
2004 Dec;8100
2005 Jan;7600
2005 Feb;7500
2005 Mar;7900
2005 Apr;7600
2005 May;7700
2005 Jun;8000
2005 Jul;8600
2005 Aug;8700
2005 Sep;8200
2005 Oct;8200
2005 Nov;8100
2005 Dec;8400
2006 Jan;7700
2006 Feb;7800
2006 Mar;7900
2006 Apr;8400
2006 May;8000
2006 Jun;8400
2006 Jul;9000
2006 Aug;8900
2006 Sep;8200
2006 Oct;8200
2006 Nov;8000
2006 Dec;8300
2007 Jan;7900
2007 Feb;7900
2007 Mar;8000
2007 Apr;8200
2007 May;7900
2007 Jun;8100
2007 Jul;8700
2007 Aug;8600
2007 Sep;8000
2007 Oct;8000
2007 Nov;7800
2007 Dec;8300
2008 Jan;8200
2008 Feb;8200
2008 Mar;8600
2008 Apr;8500
2008 May;8700
2008 Jun;8900
2008 Jul;9600
2008 Aug;10100
2008 Sep;9100
2008 Oct;9200
2008 Nov;8800
2008 Dec;9300
2009 Jan;8800
2009 Feb;8800
2009 Mar;8400
2009 Apr;8800
2009 May;8600
2009 Jun;8500
2009 Jul;9100
2009 Aug;9600
2009 Sep;8600
2009 Oct;8800
2009 Nov;8300
2009 Dec;8900
2010 Jan;8600
2010 Feb;8400
2010 Mar;8600
2010 Apr;8800
2010 May;8500
2010 Jun;8500
2010 Jul;9300
2010 Aug;9800
2010 Sep;8500
2010 Oct;8400
2010 Nov;8100
2010 Dec;8500
2011 Jan;8000
2011 Feb;8200
2011 Mar;8400
2011 Apr;9300
2011 May;8900
2011 Jun;9100
2011 Jul;10100
2011 Aug;10600
2011 Sep;9200
2011 Oct;9100
2011 Nov;8500
2011 Dec;9100
2012 Jan;8300
2012 Feb;8500
2012 Mar;9000
2012 Apr;9500
2012 May;9200
2012 Jun;9600
2012 Jul;10700
2012 Aug;11100
2012 Sep;9400
2012 Oct;9400
2012 Nov;8800
2012 Dec;10000
2013 Jan;8900
2013 Feb;8900
2013 Mar;9600
2013 Apr;9500
2013 May;9800
2013 Jun;10100
2013 Jul;11200
2013 Aug;11900
2013 Sep;9900
2013 Oct;9700
2013 Nov;9000
2013 Dec;9900
2014 Jan;8900
2014 Feb;9000
2014 Mar;9200
2014 Apr;10400
2014 May;9500
2014 Jun;10000
2014 Jul;11300
2014 Aug;12200
2014 Sep;9800
2014 Oct;9700
2014 Nov;9000
2014 Dec;10300
2015 Jan;8900
2015 Feb;9300
2015 Mar;9300
2015 Apr;9800
2015 May;9900
