index;value
1990 Jan;1199,3
1990 Feb;1208,6
1990 Mar;1209,5
1990 Apr;1221,1
1990 May;1225,8
1990 Jun;1164,4
1990 Jul;1131,9
1990 Aug;1152,9
1990 Sep;1212,6
1990 Oct;1257,8
1990 Nov;1256,5
1990 Dec;1247,9
1991 Jan;1200,0
1991 Feb;1207,6
1991 Mar;1185,9
1991 Apr;1220,9
1991 May;1190,6
1991 Jun;1144,7
1991 Jul;1138,1
1991 Aug;1128,5
1991 Sep;1219,7
1991 Oct;1259,6
1991 Nov;1255,9
1991 Dec;1237,5
1992 Jan;1218,0
1992 Feb;1222,7
1992 Mar;1220,6
1992 Apr;1217,8
1992 May;1201,4
1992 Jun;1170,2
1992 Jul;1143,3
1992 Aug;1147,4
1992 Sep;1217,0
1992 Oct;1225,2
1992 Nov;1208,3
1992 Dec;1198,0
1993 Jan;1145,8
1993 Feb;1137,4
1993 Mar;1141,3
1993 Apr;1135,2
1993 May;1138,0
1993 Jun;1172,4
1993 Jul;1101,1
1993 Aug;1109,8
1993 Sep;1175,7
1993 Oct;1207,5
1993 Nov;1196,5
1993 Dec;1179,8
1994 Jan;1168,2
1994 Feb;1168,7
1994 Mar;1165,7
1994 Apr;1180,5
1994 May;1203,4
1994 Jun;1211,1
1994 Jul;1127,7
1994 Aug;1143,9
1994 Sep;1233,5
1994 Oct;1274,3
1994 Nov;1291,4
1994 Dec;1286,0
1995 Jan;1240,1
1995 Feb;1240,4
1995 Mar;1241,1
1995 Apr;1250,5
1995 May;1229,6
1995 Jun;1263,8
1995 Jul;1160,6
1995 Aug;1148,4
1995 Sep;1204,6
1995 Oct;1264,7
1995 Nov;1241,8
1995 Dec;1220,8
1996 Jan;1230,4
1996 Feb;1248,0
1996 Mar;1276,9
1996 Apr;1287,1
1996 May;1295,3
1996 Jun;1293,9
1996 Jul;1237,4
1996 Aug;1245,6
1996 Sep;1284,8
1996 Oct;1345,3
1996 Nov;1325,6
1996 Dec;1317,2
1997 Jan;1304,9
1997 Feb;1331,3
1997 Mar;1341,6
1997 Apr;1343,4
1997 May;1338,0
1997 Jun;1350,0
1997 Jul;1221,8
1997 Aug;1235,4
1997 Sep;1301,9
1997 Oct;1355,8
1997 Nov;1352,0
1997 Dec;1350,6
1998 Jan;1283,5
1998 Feb;1285,6
1998 Mar;1292,5
1998 Apr;1315,4
1998 May;1317,4
1998 Jun;1335,2
1998 Jul;1255,2
1998 Aug;1232,5
1998 Sep;1305,3
1998 Oct;1334,6
1998 Nov;1305,7
1998 Dec;1314,4
1999 Jan;1299,0
1999 Feb;1299,7
1999 Mar;1325,9
1999 Apr;1322,5
1999 May;1305,7
1999 Jun;1279,9
1999 Jul;1229,1
1999 Aug;1220,9
1999 Sep;1299,5
1999 Oct;1334,8
1999 Nov;1329,7
1999 Dec;1322,8
2000 Jan;1214,1
2000 Feb;1230,4
2000 Mar;1241,9
2000 Apr;1269,2
2000 May;1261,4
2000 Jun;1206,5
2000 Jul;1152,6
2000 Aug;1166,8
2000 Sep;1232,0
2000 Oct;1283,4
