index;value
1990 Jan;2250
1990 Feb;2300
1990 Mar;2300
1990 Apr;2260
1990 May;2240
1990 Jun;2230
1990 Jul;2230
1990 Aug;2250
1990 Sep;2260
1990 Oct;2300
1990 Nov;2310
1990 Dec;2370
1991 Jan;2280
1991 Feb;2300
1991 Mar;2290
1991 Apr;2310
1991 May;2300
1991 Jun;2320
1991 Jul;2380
1991 Aug;2400
1991 Sep;2400
1991 Oct;2350
1991 Nov;2360
1991 Dec;2360
1992 Jan;2310
1992 Feb;2330
1992 Mar;2340
1992 Apr;2370
1992 May;2350
1992 Jun;2350
1992 Jul;2360
1992 Aug;2380
1992 Sep;2400
1992 Oct;2400
1992 Nov;2410
1992 Dec;2420
1993 Jan;2430
1993 Feb;2410
1993 Mar;2420
1993 Apr;2380
1993 May;2380
1993 Jun;2370
1993 Jul;2350
1993 Aug;2330
1993 Sep;2350
1993 Oct;2380
1993 Nov;2370
1993 Dec;2370
1994 Jan;2280
1994 Feb;2270
1994 Mar;2260
1994 Apr;2270
1994 May;2280
1994 Jun;2290
1994 Jul;2300
1994 Aug;2290
1994 Sep;2270
1994 Oct;2260
1994 Nov;2290
1994 Dec;2350
1995 Jan;2240
1995 Feb;2250
1995 Mar;2230
1995 Apr;2210
1995 May;2190
1995 Jun;2210
1995 Jul;2240
1995 Aug;2250
1995 Sep;2270
1995 Oct;2330
1995 Nov;2380
1995 Dec;2410
1996 Jan;2320
1996 Feb;2320
1996 Mar;2280
1996 Apr;2210
1996 May;2200
1996 Jun;2220
1996 Jul;2160
1996 Aug;2170
1996 Sep;2200
1996 Oct;2210
1996 Nov;2250
1996 Dec;2320
1997 Jan;2260
1997 Feb;2250
1997 Mar;2260
1997 Apr;2250
1997 May;2260
1997 Jun;2270
1997 Jul;2260
1997 Aug;2250
1997 Sep;2290
1997 Oct;2270
1997 Nov;2310
1997 Dec;2340
1998 Jan;2300
1998 Feb;2290
1998 Mar;2270
1998 Apr;2300
1998 May;2300
1998 Jun;2320
1998 Jul;2370
1998 Aug;2380
1998 Sep;2430
1998 Oct;2420
1998 Nov;2450
1998 Dec;2480
1999 Jan;2460
1999 Feb;2480
1999 Mar;2470
1999 Apr;2460
1999 May;2470
1999 Jun;2460
1999 Jul;2440
1999 Aug;2420
1999 Sep;2400
1999 Oct;2390
1999 Nov;2380
1999 Dec;2390
2000 Jan;2340
2000 Feb;2320
2000 Mar;2320
2000 Apr;2260
2000 May;2250
2000 Jun;2270
2000 Jul;2280
2000 Aug;2280
2000 Sep;2310
2000 Oct;2320
2000 Nov;2330
2000 Dec;2370
2001 Jan;2370
2001 Feb;2380
2001 Mar;2420
2001 Apr;2440
2001 May;2440
2001 Jun;2460
2001 Jul;2460
2001 Aug;2470
2001 Sep;2510
2001 Oct;2550
2001 Nov;2590
2001 Dec;2620
2002 Jan;2550
2002 Feb;2580
2002 Mar;2580
2002 Apr;2550
2002 May;2540
2002 Jun;2520
2002 Jul;2510
2002 Aug;2510
2002 Sep;2530
2002 Oct;2550
2002 Nov;2570
2002 Dec;2570
2003 Jan;2530
2003 Feb;2540
2003 Mar;2550
2003 Apr;2530
2003 May;2520
2003 Jun;2520
2003 Jul;2490
2003 Aug;2470
2003 Sep;2480
2003 Oct;2710
2003 Nov;2510
2003 Dec;2480
2004 Jan;2460
2004 Feb;2480
2004 Mar;2490
2004 Apr;2540
2004 May;2570
2004 Jun;2560
2004 Jul;2550
2004 Aug;2550
2004 Sep;2580
2004 Oct;2570
2004 Nov;2620
2004 Dec;2640
2005 Jan;2560
2005 Feb;2580
2005 Mar;2600
2005 Apr;2580
2005 May;2610
2005 Jun;2630
2005 Jul;2610
2005 Aug;2600
2005 Sep;2630
2005 Oct;2660
2005 Nov;2720
2005 Dec;2730
2006 Jan;2580
2006 Feb;2610
2006 Mar;2630
2006 Apr;2590
2006 May;2590
2006 Jun;2630
2006 Jul;2630
2006 Aug;2650
2006 Sep;2670
2006 Oct;2690
2006 Nov;2770
2006 Dec;2810
2007 Jan;2690
2007 Feb;2730
2007 Mar;2760
2007 Apr;2740
2007 May;2760
2007 Jun;2790
2007 Jul;2760
2007 Aug;2790
2007 Sep;2790
2007 Oct;2800
2007 Nov;2840
2007 Dec;2870
2008 Jan;2780
2008 Feb;2800
2008 Mar;2800
2008 Apr;2780
2008 May;2800
2008 Jun;2800
2008 Jul;2790
2008 Aug;2750
2008 Sep;2770
2008 Oct;2790
2008 Nov;2810
2008 Dec;2810
2009 Jan;2750
2009 Feb;2730
2009 Mar;2730
2009 Apr;2660
2009 May;2660
2009 Jun;2670
2009 Jul;2700
2009 Aug;2700
2009 Sep;2740
2009 Oct;2750
2009 Nov;2760
2009 Dec;2770
2010 Jan;2720
2010 Feb;2710
2010 Mar;2710
2010 Apr;2710
2010 May;2710
2010 Jun;2710
2010 Jul;2720
2010 Aug;2690
2010 Sep;2700
2010 Oct;2700
2010 Nov;2710
2010 Dec;2720
2011 Jan;2670
2011 Feb;2660
2011 Mar;2650
2011 Apr;2670
2011 May;2680
2011 Jun;2690
2011 Jul;2700
2011 Aug;2690
2011 Sep;2720
2011 Oct;2720
2011 Nov;2740
2011 Dec;2760
2012 Jan;2710
2012 Feb;2730
2012 Mar;2730
2012 Apr;2760
2012 May;2780
2012 Jun;2780
2012 Jul;2750
2012 Aug;2750
2012 Sep;2800
2012 Oct;2820
2012 Nov;2850
2012 Dec;2870
2013 Jan;2840
2013 Feb;2840
2013 Mar;2840
2013 Apr;2840
2013 May;2860
2013 Jun;2880
