index;value
1996 Jan;7135,827
1996 Feb;7142,388
1996 Mar;7150,043
1996 Apr;7164,261
1996 May;7170,822
1996 Jun;7170,822
1996 Jul;7178,477
1996 Aug;7186,133
1996 Sep;7186,133
1996 Oct;7200,350
1996 Nov;7221,129
1996 Dec;7221,129
1997 Jan;7228,784
1997 Feb;7250,656
1997 Mar;7243,001
1997 Apr;7243,001
1997 May;7250,656
1997 Jun;7257,218
1997 Jul;7271,435
1997 Aug;7285,652
1997 Sep;7307,524
1997 Oct;7321,741
1997 Nov;7329,396
1997 Dec;7329,396
1998 Jan;7335,958
1998 Feb;7329,396
1998 Mar;7335,958
1998 Apr;7321,741
1998 May;7343,613
1998 Jun;7343,613
1998 Jul;7357,830
1998 Aug;7357,830
1998 Sep;7357,830
1998 Oct;7357,830
1998 Nov;7365,485
1998 Dec;7357,830
1999 Jan;7235,345
1999 Feb;7372,047
1999 Mar;7379,703
1999 Apr;7415,792
1999 May;7436,571
1999 Jun;7430,009
1999 Jul;7335,958
1999 Aug;7458,443
1999 Sep;7472,659
1999 Oct;7494,532
1999 Nov;7501,093
1999 Dec;7530,621
2000 Jan;7486,877
2000 Feb;7565,617
2000 Mar;7601,706
2000 Apr;7652,012
2000 May;7652,012
2000 Jun;7760,280
2000 Jul;7680,446
2000 Aug;7730,753
2000 Sep;7788,714
2000 Oct;7817,148
2000 Nov;7839,020
2000 Dec;7853,237
2001 Jan;7702,319
2001 Feb;7790,901
2001 Mar;7830,271
2001 Apr;7861,986
2001 May;7942,913
2001 Jun;7970,254
2001 Jul;7867,454
2001 Aug;7925,416
2001 Sep;7936,352
2001 Oct;7945,100
2001 Nov;7950,568
2001 Dec;7925,416
2002 Jan;7869,641
2002 Feb;7961,505
2002 Mar;7966,973
2002 Apr;8013,998
2002 May;8043,526
2002 Jun;8067,585
2002 Jul;8018,372
2002 Aug;8085,083
2002 Sep;8113,517
2002 Oct;8147,419
2002 Nov;8159,449
2002 Dec;8146,326
2003 Jan;8124,453
2003 Feb;8216,317
2003 Mar;8260,061
2003 Apr;8246,938
2003 May;8231,628
2003 Jun;8230,534
2003 Jul;8171,478
2003 Aug;8272,091
2003 Sep;8325,678
2003 Oct;8288,495
2003 Nov;8325,678
2003 Dec;8342,082
2004 Jan;8313,648
2004 Feb;8418,635
2004 Mar;8426,290
2004 Apr;8467,847
2004 May;8515,967
2004 Jun;8553,149
2004 Jul;8480,971
2004 Aug;8571,741
2004 Sep;8584,864
2004 Oct;8625,328
2004 Nov;8655,949
2004 Dec;8632,983
2005 Jan;8546,588
2005 Feb;8695,319
2005 Mar;8718,285
2005 Apr;8789,370
2005 May;8829,834
2005 Jun;8825,459
2005 Jul;8816,711
2005 Aug;8937,008
2005 Sep;8985,126
2005 Oct;9057,305
2005 Nov;8964,348
2005 Dec;8931,540
2006 Jan;8896,544
2006 Feb;9029,965
2006 Mar;9045,276
2006 Apr;9089,020
2006 May;9144,794
2006 Jun;9168,854
2006 Jul;9113,080
2006 Aug;9214,786
2006 Sep;9164,479
2006 Oct;9114,173
2006 Nov;9124,016
2006 Dec;9131,671
2007 Jan;9101,050
2007 Feb;9196,194
2007 Mar;9258,530
2007 Apr;9312,117
2007 May;9352,581
2007 Jun;9375,547
2007 Jul;9300,088
2007 Aug;9386,483
2007 Sep;9393,044
2007 Oct;9443,351
2007 Nov;9489,282
2007 Dec;9524,278
2008 Jan;9482,721
2008 Feb;9577,866
2008 Mar;9664,261
2008 Apr;9709,099
2008 May;9805,337
2008 Jun;9876,421
2008 Jul;9839,239
2008 Aug;9839,239
2008 Sep;9847,988
2008 Oct;9807,524
2008 Nov;9679,572
2008 Dec;9592,082
2009 Jan;9482,721
2009 Feb;9650,043
2009 Mar;9638,014
2009 Apr;9683,945
2009 May;9713,474
2009 Jun;9779,090
2009 Jul;9692,695
2009 Aug;9820,647
2009 Sep;9805,337
2009 Oct;9788,933
2009 Nov;9843,613
2009 Dec;9832,677
2010 Jan;9769,247
2010 Feb;9872,047
2010 Mar;9943,132
2010 Apr;9985,783
2010 May;10014,220
2010 Jun;10006,560
2010 Jul;9969,379
2010 Aug;10065,620
2010 Sep;10065,620
2010 Oct;10076,550
2010 Nov;10090,770
2010 Dec;10138,890
2011 Jan;10102,800
2011 Feb;10258,090
2011 Mar;10344,490
2011 Apr;10381,670
2011 May;10393,700
2011 Jun;10387,140
2011 Jul;10291,990
2011 Aug;10434,160
2011 Sep;10449,480
2011 Oct;10458,220
2011 Nov;10489,940
2011 Dec;10484,470
2012 Jan;10428,700
2012 Feb;10593,830
2012 Mar;10644,140
2012 Apr;10690,070
2012 May;10672,570
2012 Jun;10655,070
2012 Jul;10567,580
2012 Aug;10729,440
2012 Sep;10785,210
2012 Oct;10791,780
2012 Nov;10773,180
2012 Dec;10744,750
2013 Jan;10652,890
2013 Feb;10853,020
2013 Mar;10858,490
2013 Apr;10871,610
2013 May;10822,400
2013 Jun;10868,330
2013 Jul;10755,690
2013 Aug;10910,980
2013 Sep;10952,540
2013 Oct;10903,320
2013 Nov;10893,480
2013 Dec;10909,890
2014 Jan;10808,180
2014 Feb;10937,230
2014 Mar;10941,600
2014 Apr;10966,750
2014 May;10976,600
2014 Jun;10997,380
2014 Jul;10889,110
2014 Aug;10987,530
2014 Sep;10985,350
2014 Oct;10951,440
2014 Nov;10909,890
2014 Dec;10807,090
2015 Jan;10683,510
2015 Feb;10901,140
2015 Mar;10948,160
2015 Apr;10963,470
2015 May;11023,620
2015 Jun;11047,680
2015 Jul;10907,700
