index;value
1991 Jan;23000
1991 Feb;36000
1991 Mar;29000
1991 Apr;25000
1991 May;33000
1991 Jun;34000
1991 Jul;46000
1991 Aug;44000
1991 Sep;30000
1991 Oct;30000
1991 Nov;23000
1991 Dec;19000
1992 Jan;30000
1992 Feb;28000
1992 Mar;20000
1992 Apr;14000
1992 May;12000
1992 Jun;22000
1992 Jul;31000
1992 Aug;17000
1992 Sep;13000
1992 Oct;14000
1992 Nov;12000
1992 Dec;11000
1993 Jan;10000
1993 Feb;11000
1993 Mar;7000
1993 Apr;5000
1993 May;7000
1993 Jun;7000
1993 Jul;9000
1993 Aug;9000
1993 Sep;8000
1993 Oct;8000
1993 Nov;3000
1993 Dec;7000
1994 Jan;9000
1994 Feb;6000
1994 Mar;3000
1994 Apr;6000
1994 May;4000
1994 Jun;6000
1994 Jul;9000
1994 Aug;9000
1994 Sep;6000
1994 Oct;4000
1994 Nov;2000
1994 Dec;8000
1995 Jan;9000
1995 Feb;9000
1995 Mar;6000
1995 Apr;8000
1995 May;5000
1995 Jun;6000
1995 Jul;18000
1995 Aug;11000
1995 Sep;9000
1995 Oct;10000
1995 Nov;10000
1995 Dec;14000
1996 Jan;18000
1996 Feb;20000
1996 Mar;18000
1996 Apr;12000
1996 May;8000
1996 Jun;16000
1996 Jul;25000
1996 Aug;19000
1996 Sep;14000
1996 Oct;18000
1996 Nov;8000
1996 Dec;15000
1997 Jan;21000
1997 Feb;25000
1997 Mar;19000
1997 Apr;16000
1997 May;12000
1997 Jun;25000
1997 Jul;23000
1997 Aug;16000
1997 Sep;9000
1997 Oct;10000
1997 Nov;9000
1997 Dec;7000
1998 Jan;15000
1998 Feb;16000
1998 Mar;9000
1998 Apr;12000
1998 May;10000
1998 Jun;14000
1998 Jul;31000
1998 Aug;12000
1998 Sep;12000
1998 Oct;12000
1998 Nov;7000
1998 Dec;11000
1999 Jan;17000
1999 Feb;17000
1999 Mar;8000
1999 Apr;14000
1999 May;7000
1999 Jun;8000
1999 Jul;18000
1999 Aug;14000
1999 Sep;11000
1999 Oct;12000
1999 Nov;9000
1999 Dec;16000
2000 Jan;25000
2000 Feb;22000
2000 Mar;8000
2000 Apr;15000
2000 May;11000
2000 Jun;9000
2000 Jul;31000
2000 Aug;18000
2000 Sep;14000
2000 Oct;10000
2000 Nov;11000
2000 Dec;26000
2001 Jan;45000
2001 Feb;50000
2001 Mar;11000
2001 Apr;15000
2001 May;21000
2001 Jun;9000
2001 Jul;28000
2001 Aug;19000
2001 Sep;12000
2001 Oct;13000
2001 Nov;9000
2001 Dec;9000
2002 Jan;21000
2002 Feb;18000
2002 Mar;7000
2002 Apr;14000
2002 May;11000
2002 Jun;11000
2002 Jul;20000
2002 Aug;12000
2002 Sep;4000
2002 Oct;6000
2002 Nov;5000
2002 Dec;7000
2003 Jan;14000
2003 Feb;13000
2003 Mar;7000
2003 Apr;7000
2003 May;8000
2003 Jun;8000
2003 Jul;17000
2003 Aug;9000
2003 Sep;7000
2003 Oct;6000
2003 Nov;4000
2003 Dec;5000
2004 Jan;8000
2004 Feb;7000
2004 Mar;7000
2004 Apr;7000
2004 May;4000
2004 Jun;8000
2004 Jul;17000
2004 Aug;9000
2004 Sep;5000
2004 Oct;4000
2004 Nov;3000
2004 Dec;6000
2005 Jan;7000
2005 Feb;7000
2005 Mar;3000
2005 Apr;5000
2005 May;3000
2005 Jun;9000
2005 Jul;9000
2005 Aug;7000
2005 Sep;7000
2005 Oct;7000
2005 Nov;3000
2005 Dec;5000
2006 Jan;9000
2006 Feb;7000
2006 Mar;5000
2006 Apr;6000
2006 May;5000
2006 Jun;6000
2006 Jul;7000
2006 Aug;6000
2006 Sep;5000
2006 Oct;4000
2006 Nov;6000
2006 Dec;7000
2007 Jan;6000
2007 Feb;7000
2007 Mar;7000
2007 Apr;4000
2007 May;5000
2007 Jun;6000
2007 Jul;6000
2007 Aug;8000
2007 Sep;5000
2007 Oct;5000
2007 Nov;5000
2007 Dec;5000
2008 Jan;9000
2008 Feb;8000
2008 Mar;4000
2008 Apr;5000
2008 May;5000
2008 Jun;4000
2008 Jul;5000
2008 Aug;5000
2008 Sep;4000
2008 Oct;5000
2008 Nov;4000
2008 Dec;4000
2009 Jan;7000
2009 Feb;8000
2009 Mar;4000
2009 Apr;5000
2009 May;3000
2009 Jun;4000
2009 Jul;4000
2009 Aug;6000
2009 Sep;6000
2009 Oct;6000
2009 Nov;3000
2009 Dec;4000
2010 Jan;5000
2010 Feb;7000
2010 Mar;5000
2010 Apr;3000
2010 May;4000
2010 Jun;5000
2010 Jul;7000
2010 Aug;4000
2010 Sep;4000
2010 Oct;4000
2010 Nov;2000
2010 Dec;3000
2011 Jan;5000
2011 Feb;6000
2011 Mar;4000
2011 Apr;4000
2011 May;5000
2011 Jun;4000
2011 Jul;4000
2011 Aug;3000
2011 Sep;5000
2011 Oct;4000
2011 Nov;4000
2011 Dec;4000
2012 Jan;5000
2012 Feb;6000
2012 Mar;4000
2012 Apr;2000
2012 May;4000
2012 Jun;4000
2012 Jul;3000
2012 Aug;3000
2012 Sep;3000
2012 Oct;5000
2012 Nov;4000
2012 Dec;2000
2013 Jan;5000
2013 Feb;4000
2013 Mar;3000
2013 Apr;4000
2013 May;4000
2013 Jun;5000
2013 Jul;5000
2013 Aug;3000
2013 Sep;3000
2013 Oct;2000
2013 Nov;2000
2013 Dec;3000
2014 Jan;4000
2014 Feb;3000
2014 Mar;3000
2014 Apr;3000
2014 May;4000
2014 Jun;3000
2014 Jul;3000
2014 Aug;3000
2014 Sep;3000
2014 Oct;3000
2014 Nov;2000
2014 Dec;4000
2015 Jan;4000
2015 Feb;4000
2015 Mar;3000
2015 Apr;4000
2015 May;3000
2015 Jun;4000
