index;value
1993 Aug;3155
1993 Sep;3155
1993 Oct;3155
1993 Nov;3155
1993 Dec;3155
1994 Jan;3155
1994 Feb;3155
1994 Mar;3155
1994 Apr;3155
1994 May;3155
1994 Jun;3155
1994 Jul;3155
1994 Aug;3155
1994 Sep;3155
1994 Oct;3155
1994 Nov;3155
1994 Dec;3155
1995 Jan;3155
1995 Feb;3155
1995 Mar;3165
1995 Apr;3160
1995 May;3155
1995 Jun;3160
1995 Jul;3155
1995 Aug;3200
1995 Sep;3405
1995 Oct;3485
1995 Nov;3505
1995 Dec;3525
1996 Jan;3625
1996 Feb;3535
1996 Mar;3445
1996 Apr;3445
1996 May;3520
1996 Jun;3515
1996 Jul;3580
1996 Aug;3585
1996 Sep;3580
1996 Oct;3578
1996 Nov;3585
1996 Dec;3607
1997 Jan;3607
1997 Feb;3608
1997 Mar;3611
1997 Apr;3602
1997 May;3597
1997 Jun;3598
1997 Jul;3585
1997 Aug;3645
1997 Sep;3634
1997 Oct;3650
1997 Nov;3876
1997 Dec;3943
1998 Jan;3909
1998 Feb;3951
1998 Mar;3973
1998 Apr;3998
1998 May;4172
1998 Jun;4276
1998 Jul;4283
1998 Aug;4282
1998 Sep;4274
1998 Oct;4253
1998 Nov;4279
1998 Dec;4277
1999 Jan;4272
1999 Feb;4267
1999 Mar;4262
1999 Apr;4299
1999 May;4321
1999 Jun;4356
1999 Jul;4348
1999 Aug;4369
1999 Sep;4378
1999 Oct;4360
1999 Nov;4361
1999 Dec;4372
2000 Jan;4382
2000 Feb;4381
2000 Mar;4381
2000 Apr;4386
2000 May;4475
2000 Jun;4490
2000 Jul;4511
2000 Aug;4604
2000 Sep;4626
2000 Oct;4691
2000 Nov;4708
2000 Dec;4692
2001 Jan;4662
2001 Feb;4685
2001 Mar;4679
2001 Apr;4706
2001 May;4718
2001 Jun;4724
2001 Jul;4736
2001 Aug;4735
2001 Sep;4812
2001 Oct;4825
2001 Nov;4821
2001 Dec;4851
2002 Jan;4874
2002 Feb;4894
2002 Mar;4886
2002 Apr;4920
2002 May;4920
2002 Jun;4903
2002 Jul;4887
2002 Aug;4873
2002 Sep;4859
2002 Oct;4858
2002 Nov;4846
2002 Dec;4813
2003 Jan;4797
2003 Feb;4785
2003 Mar;4773
2003 Apr;4755
2003 May;4719
2003 Jun;4659
2003 Jul;4631
2003 Aug;4602
2003 Sep;4601
2003 Oct;4550
2003 Nov;4611
2003 Dec;4574
2004 Jan;4549
2004 Feb;4543
2004 Mar;4422
2004 Apr;4450
2004 May;4555
2004 Jun;4624
2004 Jul;4666
2004 Aug;4657
2004 Sep;4637
2004 Oct;4570
2004 Nov;4494
2004 Dec;4385
2005 Jan;4395
2005 Feb;4388
2005 Mar;4398
2005 Apr;4390
2005 May;4388
2005 Jun;4374
2005 Jul;4370
2005 Aug;4423
2005 Sep;4427
2005 Oct;4535
2005 Nov;4614
2005 Dec;4531
2006 Jan;4427
2006 Feb;4473
2006 Mar;4486
2006 Apr;4522
2006 May;4679
2006 Jun;4644
2006 Jul;4680
2006 Aug;4683
2006 Sep;4617
2006 Oct;4521
2006 Nov;4496
2006 Dec;4442
2007 Jan;4437
2007 Feb;4456
2007 Mar;4377
2007 Apr;4151
2007 May;4103
2007 Jun;4103
2007 Jul;4069
2007 Aug;4135
2007 Sep;4004
2007 Oct;4159
2007 Nov;3995
2007 Dec;4068
2008 Jan;3970
2008 Feb;4016
2008 Mar;4011
2008 Apr;4076
2008 May;4286
2008 Jun;4313
2008 Jul;4276
2008 Aug;4412
2008 Sep;4732
2008 Oct;4982
2008 Nov;5023
2008 Dec;4895
2009 Jan;4947
2009 Feb;5103
2009 Mar;5188
2009 Apr;5043
2009 May;4797
2009 Jun;4832
2009 Jul;4867
2009 Aug;4930
2009 Sep;4847
2009 Oct;4732
2009 Nov;4685
2009 Dec;4712
2010 Jan;4680
2010 Feb;4677
2010 Mar;4558
2010 Apr;4491
2010 May;4689
2010 Jun;4710
2010 Jul;4692
2010 Aug;4747
2010 Sep;4535
2010 Oct;4498
2010 Nov;4652
2010 Dec;4528
2011 Jan;4639
2011 Feb;4575
2011 Mar;4514
2011 Apr;4484
2011 May;4539
2011 Jun;4524
2011 Jul;4449
2011 Aug;4632
2011 Sep;4930
2011 Oct;4945
2011 Nov;5248
2011 Dec;5325
2012 Jan;5000
2012 Feb;4927
2012 Mar;5153
2012 Apr;5288
2012 May;5679
2012 Jun;5583
2012 Jul;5608
2012 Aug;5313
2012 Sep;5443
2012 Oct;5478
2012 Nov;5516
2012 Dec;5345
2013 Jan;5443
2013 Feb;5480
2013 Mar;5455
2013 Apr;5686
2013 May;6024
2013 Jun;6144
2013 Jul;6670
2013 Aug;6289
2013 Sep;6184
2013 Oct;6274
2013 Nov;6238
2013 Dec;6304
2014 Jan;6252
2014 Feb;6048
2014 Mar;6074
2014 Apr;5939
2014 May;6049
2014 Jun;6064
2014 Jul;6094
2014 Aug;6199
2014 Sep;6184
2014 Oct;6234
2014 Nov;6380
2014 Dec;6225
2015 Jan;6224
2015 Feb;6306
2015 Mar;6395
2015 Apr;6425
2015 May;6420
