index;value
1988 Jan;910
1988 Feb;970
1988 Mar;1170
1988 Apr;870
1988 May;1080
1988 Jun;920
1988 Jul;1220
1988 Aug;1050
1988 Sep;820
1988 Oct;950
1988 Nov;1030
1988 Dec;730
1989 Jan;960
1989 Feb;1080
1989 Mar;830
1989 Apr;870
1989 May;1160
1989 Jun;900
1989 Jul;870
1989 Aug;1080
1989 Sep;830
1989 Oct;1030
1989 Nov;1080
1989 Dec;540
1990 Jan;1000
1990 Feb;930
1990 Mar;820
1990 Apr;870
1990 May;940
1990 Jun;720
1990 Jul;850
1990 Aug;790
1990 Sep;750
1990 Oct;840
1990 Nov;720
1990 Dec;610
1991 Jan;1040
1991 Feb;910
1991 Mar;810
1991 Apr;960
1991 May;890
1991 Jun;860
1991 Jul;960
1991 Aug;810
1991 Sep;860
1991 Oct;770
1991 Nov;870
1991 Dec;700
1992 Jan;950
1992 Feb;1000
1992 Mar;870
1992 Apr;1250
1992 May;980
1992 Jun;920
1992 Jul;1180
1992 Aug;1090
1992 Sep;1100
1992 Oct;1280
1992 Nov;1060
1992 Dec;1160
1993 Jan;1110
1993 Feb;1200
1993 Mar;1380
1993 Apr;1190
1993 May;1010
1993 Jun;1260
1993 Jul;1230
1993 Aug;1120
1993 Sep;1390
1993 Oct;1410
1993 Nov;1330
1993 Dec;1280
1994 Jan;1310
1994 Feb;1190
1994 Mar;1560
1994 Apr;1420
1994 May;1330
1994 Jun;1580
1994 Jul;1250
1994 Aug;1640
1994 Sep;1180
1994 Oct;1540
1994 Nov;1580
1994 Dec;1480
1995 Jan;1530
1995 Feb;1400
1995 Mar;1760
1995 Apr;1420
1995 May;1470
1995 Jun;1710
1995 Jul;1570
1995 Aug;1770
1995 Sep;1300
1995 Oct;1680
1995 Nov;1560
1995 Dec;1450
1996 Jan;1870
1996 Feb;1560
1996 Mar;1690
1996 Apr;1760
1996 May;1650
1996 Jun;1340
1996 Jul;1820
1996 Aug;1500
1996 Sep;1880
1996 Oct;1930
1996 Nov;1390
1996 Dec;1680
1997 Jan;1960
1997 Feb;1660
1997 Mar;1560
