index;value
1996 Jan;3127,97393
1996 Feb;2394,98004
1996 Mar;2766,97694
1996 Apr;2596,97836
1996 May;3485,97095
1996 Jun;3196,97336
1996 Jul;3528,97059
1996 Aug;3623,96980
1996 Sep;2527,97893
1996 Oct;3607,96993
1996 Nov;3052,97456
1996 Dec;4197,96502
1997 Jan;1421,98815
1997 Feb;2987,97510
1997 Mar;2872,97606
1997 Apr;3725,96895
1997 May;4105,96578
1997 Jun;4074,96604
1997 Jul;3550,97041
1997 Aug;3774,96854
1997 Sep;3601,96998
1997 Oct;3533,97055
1997 Nov;5162,95698
1997 Dec;4423,96313
1998 Jan;2898,97584
1998 Feb;3199,97333
1998 Mar;3214,97321
1998 Apr;4321,96398
1998 May;2624,97813
1998 Jun;3820,96816
1998 Jul;3499,97083
1998 Aug;4418,96318
1998 Sep;4188,96509
1998 Oct;5236,95636
1998 Nov;4251,96457
1998 Dec;4956,95869
1999 Jan;3491,97090
1999 Feb;3058,97451
1999 Mar;4151,96540
1999 Apr;4169,96525
1999 May;4153,96538
1999 Jun;4213,96488
1999 Jul;5603,95330
1999 Aug;5006,95830
1999 Sep;5291,95590
1999 Oct;4347,96377
1999 Nov;4716,96070
1999 Dec;4110,96570
2000 Jan;5237,95640
2000 Feb;6178,94850
2000 Mar;5650,95290
2000 Apr;6203,94830
2000 May;8032,93306
2000 Jun;5241,95630
2000 Jul;4938,95880
2000 Aug;4775,96020
2000 Sep;5965,95030
2000 Oct;6137,94890
2000 Nov;6219,94820
2000 Dec;5920,95070
2001 Jan;7394,93840
2001 Feb;9063,92450
2001 Mar;7733,93560
2001 Apr;5127,95730
2001 May;5896,95090
2001 Jun;6624,94480
2001 Jul;3633,96970
2001 Aug;5368,95530
2001 Sep;6874,94270
2001 Oct;5540,95380
2001 Nov;5523,95400
2001 Dec;6301,94750
2002 Jan;5376,95520
2002 Feb;5192,95670
2002 Mar;5789,95175
2002 Apr;6624,94480
2002 May;6100,94920
2002 Jun;5339,95550
2002 Jul;5920,95070
2002 Aug;6714,94400
2002 Sep;5519,95400
2002 Oct;5127,95730
2002 Nov;6457,94620
2002 Dec;6493,94590
2003 Jan;6690,94420
2003 Feb;9808,91830
2003 Mar;6964,94200
2003 Apr;7275,93940
2003 May;8138,93220
2003 Jun;8642,92800
2003 Jul;6489,94590
2003 Aug;7930,93390
2003 Sep;7852,93460
2003 Oct;9579,92020
2003 Nov;7189,94010
2003 Dec;7987,93340
2004 Jan;8895,92590
2004 Feb;8801,92670
2004 Mar;9325,92230
2004 Apr;8679,92770
2004 May;8826,92640
2004 Jun;8826,92640
2004 Jul;8953,92538
2004 Aug;9693,91920
2004 Sep;9923,91730
2004 Oct;10913,90910
2004 Nov;11081,90765
2004 Dec;9411,92157
2005 Jan;11085,90762
2005 Feb;9186,92344
2005 Mar;9898,91750
2005 Apr;10393,91338
2005 May;9468,92110
2005 Jun;10467,91280
2005 Jul;14960,87530
2005 Aug;9002,92500
2005 Sep;12398,89670
2005 Oct;11686,90260
2005 Nov;12574,89520
2005 Dec;13724,88560
2006 Jan;9084,92430
2006 Feb;11478,90430
2006 Mar;12304,89750
2006 Apr;15357,87200
2006 May;15680,86930
2006 Jun;14080,88270
2006 Jul;17219,85650
2006 Aug;14350,88040
2006 Sep;13528,88730
2006 Oct;14174,88190
2006 Nov;17628,85310
2006 Dec;33346,72210
2007 Jan;10094,91590
2007 Feb;7500,93750
2007 Mar;10217,91490
2007 Apr;10299,91420
2007 May;11408,90493
2007 Jun;12583,89510
2007 Jul;10127,91560
2007 Aug;12439,89630
2007 Sep;10782,91010
2007 Oct;9796,91840
2007 Nov;8486,92930
2007 Dec;9297,92250
2008 Jan;10684,91100
2008 Feb;11424,90480
2008 Mar;8642,92800
2008 Apr;9620,91980
2008 May;7128,94060
2008 Jun;7398,93830
2008 Jul;7156,94040
2008 Aug;7021,94150
2008 Sep;8449,92960
2008 Oct;12640,89470
2008 Nov;8028,93310
2008 Dec;5998,95000
2009 Jan;5024,95810
2009 Feb;7733,93560
2009 Mar;8634,92800
2009 Apr;5687,95260
2009 May;7066,94111
2009 Jun;7365,93860
2009 Jul;6792,94340
2009 Aug;8797,92670
2009 Sep;7782,93510
2009 Oct;9112,92410
2009 Nov;7791,93510
2009 Dec;9509,92080
2010 Jan;12063,89950
2010 Feb;9321,92232
2010 Mar;7967,93360
2010 Apr;7353,93872
2010 May;12038,89970
2010 Jun;9763,91860
2010 Jul;12623,89480
2010 Aug;10348,91380
2010 Sep;8642,92800
2010 Oct;9063,92450
2010 Nov;8801,92670
2010 Dec;12006,89990
2011 Jan;11707,90240
2011 Feb;7635,93640
2011 Mar;13221,88980
2011 Apr;13205,89000
2011 May;9366,92190
2011 Jun;10921,90900
2011 Jul;9342,92210
2011 Aug;6964,94200
2011 Sep;9833,91810
2011 Oct;10099,91580
2011 Nov;9759,91870
2011 Dec;7455,93790
2012 Jan;7267,93940
2012 Feb;8683,92760
2012 Mar;6845,94300
2012 Apr;9166,92360
2012 May;9472,92110
2012 Jun;8552,92870
2012 Jul;8642,92800
2012 Aug;8793,92670
2012 Sep;9628,91980
2012 Oct;8895,92590
2012 Nov;9002,92500
2012 Dec;10365,91360
2013 Jan;10393,91340
2013 Feb;10340,91380
2013 Mar;11645,90300
2013 Apr;10025,91650
2013 May;8261,93120
2013 Jun;11584,90350
2013 Jul;14670,87770
2013 Aug;11089,90760
2013 Sep;10340,91380
2013 Oct;11924,90060
2013 Nov;13299,88920
2013 Dec;10794,91000
2014 Jan;12190,89840
2014 Feb;9493,92090
2014 Mar;12984,89180
2014 Apr;13581,88680
2014 May;11555,90370
2014 Jun;10205,91500
2014 Jul;15787,86840
