index;value
1979 Jul;6207,75
1979 Aug;6280,07
1979 Sep;6309,36
1979 Oct;6280,41
1979 Nov;6170,09
1979 Dec;6074,46
1980 Jan;6065,75
1980 Feb;6162,28
1980 Mar;6319,18
1980 Apr;6474,11
1980 May;6616,34
1980 Jun;6749,91
1980 Jul;6871,71
1980 Aug;6966,38
1980 Sep;7031,36
1980 Oct;7038,83
1980 Nov;6954,83
1980 Dec;6788,79
1981 Jan;6675,98
1981 Feb;6699,16
1981 Mar;6827,33
1981 Apr;6949,11
1981 May;6956,27
1981 Jun;6771,30
1981 Jul;6428,72
1981 Aug;6056,26
1981 Sep;5794,79
1981 Oct;5777,58
1981 Nov;6065,42
1981 Dec;6540,03
1982 Jan;7019,33
1982 Feb;7361,61
1982 Mar;7519,62
1982 Apr;7534,09
1982 May;7509,31
1982 Jun;7470,20
1982 Jul;7466,31
1982 Aug;7522,74
1982 Sep;7697,12
1982 Oct;7994,28
1982 Nov;8293,93
1982 Dec;8513,28
1983 Jan;8594,46
1983 Feb;8499,73
1983 Mar;8291,52
1983 Apr;8050,38
1983 May;4331,63
1983 Jun;4437,32
1983 Jul;4655,58
1983 Aug;4831,99
1983 Sep;4870,36
1983 Oct;4762,36
1983 Nov;4561,82
1983 Dec;4355,86
1984 Jan;4185,45
1984 Feb;4131,33
1984 Mar;4257,78
1984 Apr;4535,39
1984 May;4849,07
1984 Jun;5070,26
1984 Jul;5147,63
1984 Aug;5082,53
1984 Sep;4880,49
1984 Oct;4646,47
1984 Nov;4511,90
1984 Dec;4545,85
1985 Jan;4715,49
1985 Feb;4940,84
1985 Mar;5089,12
1985 Apr;5113,57
1985 May;5040,23
1985 Jun;4916,75
1985 Jul;4822,28
1985 Aug;4818,37
1985 Sep;4908,07
1985 Oct;5055,19
1985 Nov;5196,42
1985 Dec;5313,63
1986 Jan;5420,89
1986 Feb;5516,90
1986 Mar;5626,06
1986 Apr;5797,91
1986 May;6033,20
1986 Jun;6289,03
1986 Jul;6488,69
1986 Aug;6551,82
1986 Sep;6449,56
1986 Oct;6213,61
1986 Nov;5938,70
1986 Dec;5720,46
1987 Jan;5611,95
1987 Feb;5607,70
1987 Mar;5658,87
1987 Apr;5665,54
1987 May;5583,01
1987 Jun;5436,22
1987 Jul;5304,89
1987 Aug;5247,84
1987 Sep;5292,43
1987 Oct;5417,07
1987 Nov;5573,14
1987 Dec;5708,90
1988 Jan;5763,21
1988 Feb;5707,92
1988 Mar;5541,34
1988 Apr;5328,75
1988 May;5151,43
1988 Jun;5056,07
1988 Jul;5046,13
1988 Aug;5093,57
1988 Sep;5146,71
1988 Oct;5127,95
1988 Nov;5001,21
1988 Dec;4775,09
1989 Jan;4497,06
1989 Feb;4238,09
1989 Mar;4064,24
1989 Apr;4028,74
1989 May;4120,18
1989 Jun;4311,72
1989 Jul;4529,06
1989 Aug;4701,03
1989 Sep;4794,02
1989 Oct;4777,04
1989 Nov;4649,99
1989 Dec;4500,56
1990 Jan;4491,48
1990 Feb;4698,90
1990 Mar;5091,39
1990 Apr;5559,21
1990 May;5982,56
1990 Jun;6239,55
1990 Jul;6262,23
1990 Aug;6086,44
1990 Sep;5830,52
1990 Oct;5652,40
1990 Nov;5629,56
1990 Dec;5712,70
1991 Jan;5824,24
1991 Feb;5930,36
1991 Mar;6012,69
1991 Apr;6020,72
1991 May;5939,91
1991 Jun;5810,04
1991 Jul;5705,78
1991 Aug;5682,50
1991 Sep;5799,01
1991 Oct;6072,08
1991 Nov;6450,13
1991 Dec;6849,25
1992 Jan;7158,70
1992 Feb;7311,52
1992 Mar;7258,56
1992 Apr;7013,71
1992 May;6631,61
1992 Jun;6182,75
1992 Jul;5805,07
1992 Aug;5575,87
1992 Sep;5435,63
1992 Oct;5317,27
1992 Nov;5180,58
1992 Dec;4989,33
1993 Jan;4745,14
1993 Feb;4510,65
1993 Mar;4370,88
1993 Apr;4380,95
1993 May;4496,50
1993 Jun;4652,10
1993 Jul;4795,25
1993 Aug;4905,97
1993 Sep;5025,48
1993 Oct;5110,07
1993 Nov;5097,55
1993 Dec;5071,76
1994 Jan;5086,23
1994 Feb;5156,83
1994 Mar;5252,79
1994 Apr;5368,36
1994 May;5527,04
1994 Jun;5712,76
1994 Jul;5866,11
1994 Aug;5939,57
1994 Sep;5905,14
1994 Oct;5783,57
1994 Nov;5617,24
1994 Dec;5459,49
1995 Jan;5385,56
1995 Feb;5465,86
1995 Mar;5635,92
1995 Apr;5772,84
1995 May;5754,32
1995 Jun;5576,98
1995 Jul;5315,65
1995 Aug;5078,86
1995 Sep;4974,76
1995 Oct;5033,50
1995 Nov;5174,55
1995 Dec;5277,93
1996 Jan;5235,48
1996 Feb;4992,74
1996 Mar;4621,62
1996 Apr;4282,15
1996 May;4149,53
1996 Jun;4296,17
1996 Jul;4679,85
1996 Aug;5177,37
1996 Sep;5614,89
1996 Oct;5893,18
1996 Nov;6046,98
1996 Dec;6175,62
1997 Jan;6387,56
1997 Feb;6735,83
1997 Mar;7196,70
1997 Apr;7606,21
1997 May;7811,02
1997 Jun;7716,69
1997 Jul;7424,00
1997 Aug;7090,47
1997 Sep;6885,30
1997 Oct;6893,93
1997 Nov;7106,62
1997 Dec;7424,64
1998 Jan;7724,37
1998 Feb;7930,64
1998 Mar;8008,58
1998 Apr;7997,21
1998 May;7969,53
1998 Jun;7967,07
1998 Jul;7994,70
1998 Aug;8020,52
1998 Sep;8072,57
1998 Oct;8102,45
1998 Nov;8055,30
1998 Dec;7899,26
1999 Jan;7650,40
1999 Feb;7334,83
1999 Mar;7045,00
1999 Apr;6825,51
1999 May;6648,40
1999 Jun;6495,54
1999 Jul;6359,28
1999 Aug;6277,44
1999 Sep;6261,47
1999 Oct;6312,77
1999 Nov;6417,41
1999 Dec;6539,22
2000 Jan;6675,65
2000 Feb;6816,93
2000 Mar;6948,09
2000 Apr;7080,58
2000 May;7234,40
2000 Jun;7351,15
2000 Jul;7415,41
2000 Aug;7428,55
2000 Sep;7434,40
2000 Oct;7486,51
2000 Nov;7584,73
2000 Dec;7701,68
2001 Jan;7765,71
2001 Feb;7738,39
2001 Mar;7637,64
2001 Apr;7466,76
2001 May;7262,13
2001 Jun;7063,09
2001 Jul;6884,92
2001 Aug;6719,16
2001 Sep;6570,33
2001 Oct;6445,86
2001 Nov;6369,49
2001 Dec;6375,71
2002 Jan;6459,46
2002 Feb;6571,39
