index;value
1991 Jul;5406,99399
1991 Aug;5425,73918
1991 Sep;5512,81970
1991 Oct;5464,17725
1991 Nov;5477,42052
1991 Dec;5528,40487
1992 Jan;5387,15454
1992 Feb;5379,20424
1992 Mar;5391,68538
1992 Apr;5350,55218
1992 May;5375,46724
1992 Jun;5354,66918
1992 Jul;5365,00592
1992 Aug;5299,15346
1992 Sep;5402,08668
1992 Oct;5380,95222
1992 Nov;5365,02980
1992 Dec;5362,88819
1993 Jan;5277,68846
1993 Feb;5368,49912
1993 Mar;5361,35897
1993 Apr;5314,42879
1993 May;5382,18346
1993 Jun;5349,59654
1993 Jul;5355,35945
1993 Aug;5312,82486
1993 Sep;5399,18575
1993 Oct;5342,15818
1993 Nov;5383,14306
1993 Dec;5482,37751
1994 Jan;5310,15504
1994 Feb;5339,62551
1994 Mar;5419,63935
1994 Apr;5410,15022
1994 May;5429,70886
1994 Jun;5389,26683
1994 Jul;5480,15337
1994 Aug;5437,38645
1994 Sep;5499,74166
1994 Oct;5447,14882
1994 Nov;5453,42291
1994 Dec;5448,37553
1995 Jan;5333,14128
1995 Feb;5457,74950
1995 Mar;5418,06980
1995 Apr;5426,86909
1995 May;5461,42480
1995 Jun;5476,07210
1995 Jul;5466,94910
1995 Aug;5450,31870
1995 Sep;5440,25460
1995 Oct;5402,88190
1995 Nov;5472,34112
1995 Dec;5566,24230
1996 Jan;5431,56780
1996 Feb;5455,66240
1996 Mar;5452,66340
1996 Apr;5460,30750
1996 May;5446,36660
1996 Jun;5482,14680
1996 Jul;5489,88180
1996 Aug;5445,83400
1996 Sep;5459,32260
1996 Oct;5456,82340
1996 Nov;5422,03730
1996 Dec;5502,72400
1997 Jan;5360,90920
1997 Feb;5442,30210
1997 Mar;5484,89520
1997 Apr;5425,42110
1997 May;5429,53120
1997 Jun;5496,27510
1997 Jul;5425,76960
1997 Aug;5420,23070
1997 Sep;5492,82326
1997 Oct;5484,80020
1997 Nov;5537,49470
1997 Dec;5537,45110
1998 Jan;5358,49410
1998 Feb;5452,19980
1998 Mar;5423,60642
1998 Apr;5445,00890
1998 May;5420,99670
1998 Jun;5408,32000
1998 Jul;5362,76640
1998 Aug;5395,15520
1998 Sep;5498,64210
1998 Oct;5495,75610
1998 Nov;5482,18610
1998 Dec;5608,11120
1999 Jan;5435,22800
1999 Feb;5515,60340
1999 Mar;5513,10400
1999 Apr;5515,28730
1999 May;5537,30910
1999 Jun;5598,04950
1999 Jul;5606,00080
1999 Aug;5580,11900
1999 Sep;5637,63410
1999 Oct;5581,80410
1999 Nov;5596,00560
1999 Dec;5736,10780
2000 Jan;5513,04232
2000 Feb;5579,43610
2000 Mar;5612,60480
2000 Apr;5655,30730
2000 May;5582,55382
2000 Jun;5566,48759
2000 Jul;5666,12224
2000 Aug;5633,89026
2000 Sep;5718,97170
2000 Oct;5645,52808
