index;value
1990 Jan;3438
1990 Feb;3443
1990 Mar;3466
1990 Apr;3495
1990 May;3527
1990 Jun;3562
1990 Jul;3595
1990 Aug;3626
1990 Sep;3638
1990 Oct;3650
1990 Nov;3689
1990 Dec;3740
1991 Jan;3721
1991 Feb;3716
1991 Mar;3726
1991 Apr;3713
1991 May;3734
1991 Jun;3767
1991 Jul;3790
1991 Aug;3813
1991 Sep;3818
1991 Oct;3787
1991 Nov;3811
1991 Dec;3831
1992 Jan;3698
1992 Feb;3676
1992 Mar;3702
1992 Apr;3732
1992 May;3754
1992 Jun;3793
1992 Jul;3806
1992 Aug;3803
1992 Sep;3815
1992 Oct;3773
1992 Nov;3779
1992 Dec;3842
1993 Jan;3726
1993 Feb;3737
1993 Mar;3764
1993 Apr;3781
1993 May;3783
1993 Jun;3807
1993 Jul;3833
1993 Aug;3833
1993 Sep;3840
1993 Oct;3838
1993 Nov;3851
1993 Dec;3917
1994 Jan;3836
1994 Feb;3845
1994 Mar;3891
1994 Apr;3889
1994 May;3887
1994 Jun;3927
1994 Jul;3941
1994 Aug;3960
1994 Sep;3966
1994 Oct;3939
1994 Nov;3993
1994 Dec;4045
1995 Jan;3960
1995 Feb;3986
1995 Mar;4016
1995 Apr;4021
1995 May;4031
1995 Jun;4071
1995 Jul;4043
1995 Aug;4081
1995 Sep;4098
1995 Oct;4085
1995 Nov;4140
1995 Dec;4161
1996 Jan;4087
1996 Feb;4117
1996 Mar;4147
1996 Apr;4130
1996 May;4150
1996 Jun;4194
1996 Jul;4192
1996 Aug;4237
1996 Sep;4235
1996 Oct;4201
1996 Nov;4261
1996 Dec;4291
1997 Jan;4189
1997 Feb;4218
1997 Mar;4253
1997 Apr;4267
1997 May;4287
1997 Jun;4332
1997 Jul;4356
1997 Aug;4375
1997 Sep;4391
1997 Oct;4368
1997 Nov;4414
1997 Dec;4479
1998 Jan;4384
1998 Feb;4409
1998 Mar;4461
1998 Apr;4478
1998 May;4500
1998 Jun;4553
1998 Jul;4555
1998 Aug;4587
1998 Sep;4594
1998 Oct;4594
1998 Nov;4643
1998 Dec;4724
1999 Jan;4604
1999 Feb;4643
1999 Mar;4668
1999 Apr;4692
1999 May;4694
1999 Jun;4754
1999 Jul;4797
1999 Aug;4807
1999 Sep;4804
1999 Oct;4788
1999 Nov;4836
1999 Dec;4902
2000 Jan;4778
2000 Feb;4798
2000 Mar;4828
2000 Apr;4854
2000 May;4858
2000 Jun;4928
2000 Jul;4933
2000 Aug;4970
2000 Sep;4975
2000 Oct;4941
2000 Nov;5014
2000 Dec;5084
2001 Jan;4951
2001 Feb;4968
2001 Mar;5008
2001 Apr;4996
2001 May;4994
2001 Jun;5034
2001 Jul;5037
2001 Aug;5052
2001 Sep;5013
2001 Oct;5021
2001 Nov;5080
2001 Dec;5134
2002 Jan;5019
2002 Feb;5026
2002 Mar;5065
2002 Apr;5044
2002 May;5076
2002 Jun;5114
2002 Jul;5115
2002 Aug;5112
2002 Sep;5117
2002 Oct;5122
2002 Nov;5172
2002 Dec;5205
2003 Jan;5151
2003 Feb;5141
2003 Mar;5167
2003 Apr;5202
2003 May;5212
2003 Jun;5257
2003 Jul;5239
2003 Aug;5246
2003 Sep;5238
2003 Oct;5231
2003 Nov;5287
2003 Dec;5350
2004 Jan;5261
2004 Feb;5274
2004 Mar;5296
2004 Apr;5340
2004 May;5345
2004 Jun;5377
2004 Jul;5394
2004 Aug;5385
2004 Sep;5402
2004 Oct;5410
2004 Nov;5451
2004 Dec;5505
2005 Jan;5433
2005 Feb;5446
2005 Mar;5471
2005 Apr;5496
2005 May;5513
2005 Jun;5541
2005 Jul;5567
2005 Aug;5567
2005 Sep;5571
2005 Oct;5583
2005 Nov;5647
2005 Dec;5707
2006 Jan;5656
2006 Feb;5673
2006 Mar;5694
2006 Apr;5679
2006 May;5720
2006 Jun;5760
2006 Jul;5746
2006 Aug;5759
2006 Sep;5743
2006 Oct;5734
2006 Nov;5771
2006 Dec;5805
2007 Jan;5711
2007 Feb;5727
2007 Mar;5755
2007 Apr;5736
2007 May;5762
2007 Jun;5779
2007 Jul;5807
2007 Aug;5808
2007 Sep;5792
2007 Oct;5769
2007 Nov;5816
2007 Dec;5850
2008 Jan;5720
2008 Feb;5739
2008 Mar;5736
2008 Apr;5730
2008 May;5722
2008 Jun;5719
2008 Jul;5690
2008 Aug;5675
2008 Sep;5646
2008 Oct;5609
2008 Nov;5618
2008 Dec;5626
2009 Jan;5494
2009 Feb;5460
2009 Mar;5434
2009 Apr;5414
2009 May;5413
2009 Jun;5405
2009 Jul;5395
2009 Aug;5378
2009 Sep;5337
2009 Oct;5334
2009 Nov;5357
2009 Dec;5380
2010 Jan;5261
2010 Feb;5258
2010 Mar;5266
2010 Apr;5274
2010 May;5282
2010 Jun;5309
2010 Jul;5318
2010 Aug;5316
2010 Sep;5291
2010 Oct;5296
2010 Nov;5311
2010 Dec;5355
2011 Jan;5253
2011 Feb;5261
2011 Mar;5270
2011 Apr;5286
2011 May;5303
2011 Jun;5318
2011 Jul;5355
2011 Aug;5378
2011 Sep;5374
2011 Oct;5361
2011 Nov;5421
2011 Dec;5460
2012 Jan;5358
2012 Feb;5393
2012 Mar;5416
2012 Apr;5498
2012 May;5525
2012 Jun;5570
2012 Jul;5566
2012 Aug;5583
2012 Sep;5552
2012 Oct;5558
2012 Nov;5627
2012 Dec;5653
2013 Jan;5610
2013 Feb;5641
2013 Mar;5648
2013 Apr;5656
2013 May;5666
2013 Jun;5680
2013 Jul;5685
2013 Aug;5704
2013 Sep;5692
2013 Oct;5709
2013 Nov;5769
2013 Dec;5804
2014 Jan;5700
2014 Feb;5710
2014 Mar;5740
2014 Apr;5755
2014 May;5785
2014 Jun;5822
2014 Jul;5824
2014 Aug;5852
2014 Sep;5835
2014 Oct;5830
2014 Nov;5886
2014 Dec;5930
2015 Jan;5848
2015 Feb;5861
2015 Mar;5892
2015 Apr;5920
2015 May;5952
2015 Jun;5975
