index;value
1987 Dec;1913,0
1988 Jan;1803,3
1988 Feb;1675,3
1988 Mar;1553,7
1988 Apr;1508,6
1988 May;1547,9
1988 Jun;1536,3
1988 Jul;1281,6
1988 Aug;1288,9
1988 Sep;1452,9
1988 Oct;1258,5
1988 Nov;1193,1
1988 Dec;1243,7
1989 Jan;1175,5
1989 Feb;1254,7
1989 Mar;1341,0
1989 Apr;1463,9
1989 May;1549,9
1989 Jun;1372,4
1989 Jul;1323,7
1989 Aug;1391,7
1989 Sep;1422,9
1989 Oct;1414,4
1989 Nov;1545,0
1989 Dec;1469,4
1990 Jan;1358,2
1990 Feb;1551,3
1990 Mar;1561,0
1990 Apr;1730,1
1990 May;1632,4
1990 Jun;1739,5
1990 Jul;1799,2
1990 Aug;1751,8
1990 Sep;1715,4
1990 Oct;1923,0
1990 Nov;1818,3
1990 Dec;1871,1
1991 Jan;2186,4
1991 Feb;2120,7
1991 Mar;2095,5
1991 Apr;2200,1
1991 May;2066,3
1991 Jun;2006,6
1991 Jul;1755,2
1991 Aug;1723,8
1991 Sep;1707,2
1991 Oct;1692,5
1991 Nov;1593,4
1991 Dec;1452,3
1992 Jan;1561,4
1992 Feb;1613,7
1992 Mar;1578,2
1992 Apr;1661,5
1992 May;1826,3
1992 Jun;1734,3
1992 Jul;1681,7
1992 Aug;1605,7
1992 Sep;1675,9
1992 Oct;1621,2
1992 Nov;1603,4
1992 Dec;1661,4
1993 Jan;1658,6
1993 Feb;1634,3
1993 Mar;1536,1
1993 Apr;1227,9
1993 May;1248,6
1993 Jun;1371,3
1993 Jul;1227,1
1993 Aug;1150,1
1993 Sep;1335,6
1993 Oct;1304,9
1993 Nov;1315,3
1993 Dec;1482,0
1994 Jan;1504,9
1994 Feb;1389,5
1994 Mar;1653,0
1994 Apr;1666,3
1994 May;1805,3
1994 Jun;1750,1
1994 Jul;1630,8
1994 Aug;1511,9
1994 Sep;1391,3
1994 Oct;1309,3
1994 Nov;1471,8
1994 Dec;1337,6
1995 Jan;1317,4
1995 Feb;1185,3
1995 Mar;1117,8
1995 Apr;1165,1
1995 May;1277,4
1995 Jun;1125,1
1995 Jul;1032,0
1995 Aug;1017,6
1995 Sep;930,2
1995 Oct;1023,0
1995 Nov;1134,4
1995 Dec;1471,2
1996 Jan;1809,2
1996 Feb;1625,8
1996 Mar;1491,1
1996 Apr;1498,4
1996 May;1647,6
1996 Jun;1294,4
1996 Jul;1464,7
1996 Aug;1471,5
1996 Sep;1438,6
1996 Oct;1550,8
1996 Nov;1825,8
1996 Dec;1449,6
1997 Jan;2128,2
1997 Feb;2066,5
1997 Mar;1984,7
1997 Apr;2279,8
1997 May;1913,6
1997 Jun;1862,0
1997 Jul;2327,9
1997 Aug;2405,7
1997 Sep;2491,6
1997 Oct;2824,5
1997 Nov;3072,9
1997 Dec;3341,9
1998 Jan;3235,7
1998 Feb;2861,1
1998 Mar;2735,9
1998 Apr;2666,0
1998 May;2614,6
1998 Jun;2274,2
1998 Jul;1617,2
1998 Aug;2237,4
1998 Sep;2367,4
1998 Oct;1976,6
1998 Nov;1982,7
1998 Dec;2221,3
1999 Jan;2538,2
1999 Feb;2390,3
1999 Mar;3316,1
1999 Apr;3682,3
1999 May;3759,9
1999 Jun;3348,9
1999 Jul;2811,0
1999 Aug;3186,3
1999 Sep;4463,0
1999 Oct;4620,4
1999 Nov;4987,3
1999 Dec;5306,5
2000 Jan;4467,6
2000 Feb;4390,0
2000 Mar;4241,9
2000 Apr;4097,6
2000 May;4083,5
2000 Jun;4356,8
2000 Jul;4857,4
2000 Aug;5244,0
2000 Sep;5679,5
2000 Oct;5728,5
