index;value
1990 Jan;2734
1990 Feb;2749
1990 Mar;2769
1990 Apr;2773
1990 May;2825
1990 Jun;2837
1990 Jul;2821
1990 Aug;2828
1990 Sep;2863
1990 Oct;2861
1990 Nov;2871
1990 Dec;2864
1991 Jan;2763
1991 Feb;2771
1991 Mar;2782
1991 Apr;2801
1991 May;2833
1991 Jun;2845
1991 Jul;2844
1991 Aug;2854
1991 Sep;2894
1991 Oct;2874
1991 Nov;2882
1991 Dec;2881
1992 Jan;2807
1992 Feb;2803
1992 Mar;2808
1992 Apr;2836
1992 May;2878
1992 Jun;2873
1992 Jul;2847
1992 Aug;2857
1992 Sep;2884
1992 Oct;2928
1992 Nov;2938
1992 Dec;2956
1993 Jan;2871
1993 Feb;2877
1993 Mar;2872
1993 Apr;2917
1993 May;2971
1993 Jun;2987
1993 Jul;2959
1993 Aug;2977
1993 Sep;2974
1993 Oct;2978
1993 Nov;2990
1993 Dec;3000
1994 Jan;2887
1994 Feb;2894
1994 Mar;2902
1994 Apr;2947
1994 May;2982
1994 Jun;2988
1994 Jul;2974
1994 Aug;2981
1994 Sep;3014
1994 Oct;3007
1994 Nov;3011
1994 Dec;3015
1995 Jan;2930
1995 Feb;2942
1995 Mar;2969
1995 Apr;2988
1995 May;3032
1995 Jun;3042
1995 Jul;3009
1995 Aug;3031
1995 Sep;3072
1995 Oct;3062
1995 Nov;3067
1995 Dec;3080
1996 Jan;2988
1996 Feb;3000
1996 Mar;3007
1996 Apr;3012
1996 May;3058
1996 Jun;3077
1996 Jul;3055
1996 Aug;3060
1996 Sep;3072
1996 Oct;3069
1996 Nov;3076
1996 Dec;3093
1997 Jan;2976
1997 Feb;2985
1997 Mar;3009
1997 Apr;3031
1997 May;3090
1997 Jun;3117
1997 Jul;3089
1997 Aug;3064
1997 Sep;3066
1997 Oct;3121
1997 Nov;3132
1997 Dec;3142
1998 Jan;3042
1998 Feb;3045
1998 Mar;3064
1998 Apr;3082
1998 May;3155
1998 Jun;3174
1998 Jul;3162
1998 Aug;3160
1998 Sep;3173
1998 Oct;3199
1998 Nov;3208
1998 Dec;3241
1999 Jan;3135
1999 Feb;3153
1999 Mar;3162
1999 Apr;3234
1999 May;3289
1999 Jun;3302
1999 Jul;3287
1999 Aug;3280
1999 Sep;3279
1999 Oct;3314
1999 Nov;3322
1999 Dec;3354
2000 Jan;3229
2000 Feb;3245
2000 Mar;3266
2000 Apr;3329
2000 May;3363
2000 Jun;3393
2000 Jul;3371
2000 Aug;3369
2000 Sep;3375
2000 Oct;3362
2000 Nov;3372
2000 Dec;3398
2001 Jan;3285
2001 Feb;3285
2001 Mar;3301
2001 Apr;3317
2001 May;3369
2001 Jun;3402
2001 Jul;3341
2001 Aug;3331
2001 Sep;3330
2001 Oct;3329
2001 Nov;3350
2001 Dec;3348
2002 Jan;3213
2002 Feb;3221
2002 Mar;3233
2002 Apr;3275
2002 May;3323
2002 Jun;3324
2002 Jul;3315
2002 Aug;3319
2002 Sep;3323
2002 Oct;3325
2002 Nov;3337
2002 Dec;3345
2003 Jan;3233
2003 Feb;3243
2003 Mar;3260
2003 Apr;3277
2003 May;3341
2003 Jun;3342
2003 Jul;3325
2003 Aug;3333
2003 Sep;3341
2003 Oct;3360
2003 Nov;3361
2003 Dec;3375
2004 Jan;3259
2004 Feb;3299
2004 Mar;3313
2004 Apr;3321
2004 May;3380
2004 Jun;3386
2004 Jul;3367
2004 Aug;3366
2004 Sep;3388
2004 Oct;3425
2004 Nov;3428
2004 Dec;3424
2005 Jan;3321
2005 Feb;3340
2005 Mar;3360
2005 Apr;3406
2005 May;3434
2005 Jun;3428
2005 Jul;3402
2005 Aug;3402
2005 Sep;3405
2005 Oct;3438
2005 Nov;3450
2005 Dec;3466
2006 Jan;3344
2006 Feb;3356
2006 Mar;3376
2006 Apr;3401
2006 May;3429
2006 Jun;3438
2006 Jul;3412
2006 Aug;3410
2006 Sep;3431
2006 Oct;3468
2006 Nov;3473
2006 Dec;3485
2007 Jan;3380
2007 Feb;3399
2007 Mar;3408
2007 Apr;3417
2007 May;3479
2007 Jun;3489
2007 Jul;3472
2007 Aug;3467
2007 Sep;3472
2007 Oct;3516
2007 Nov;3522
2007 Dec;3524
2008 Jan;3406
2008 Feb;3442
2008 Mar;3451
2008 Apr;3496
2008 May;3537
2008 Jun;3531
2008 Jul;3507
2008 Aug;3507
2008 Sep;3510
2008 Oct;3546
2008 Nov;3535
2008 Dec;3536
2009 Jan;3405
2009 Feb;3417
2009 Mar;3422
2009 Apr;3422
2009 May;3459
2009 Jun;3449
2009 Jul;3439
2009 Aug;3434
2009 Sep;3449
2009 Oct;3483
2009 Nov;3482
2009 Dec;3494
2010 Jan;3380
2010 Feb;3408
2010 Mar;3428
2010 Apr;3470
2010 May;3493
2010 Jun;3488
2010 Jul;3486
2010 Aug;3493
2010 Sep;3502
2010 Oct;3548
2010 Nov;3550
2010 Dec;3546
2011 Jan;3432
2011 Feb;3459
2011 Mar;3474
2011 Apr;3548
2011 May;3557
2011 Jun;3555
2011 Jul;3550
2011 Aug;3555
2011 Sep;3585
2011 Oct;3615
2011 Nov;3622
2011 Dec;3631
2012 Jan;3495
2012 Feb;3533
2012 Mar;3559
2012 Apr;3574
2012 May;3615
2012 Jun;3604
2012 Jul;3586
2012 Aug;3583
2012 Sep;3609
2012 Oct;3660
2012 Nov;3669
2012 Dec;3670
2013 Jan;3528
2013 Feb;3585
2013 Mar;3594
2013 Apr;3623
2013 May;3655
2013 Jun;3635
2013 Jul;3616
2013 Aug;3617
2013 Sep;3647
2013 Oct;3693
2013 Nov;3706
2013 Dec;3714
2014 Jan;3572
2014 Feb;3627
2014 Mar;3640
2014 Apr;3660
2014 May;3690
2014 Jun;3678
2014 Jul;3650
2014 Aug;3654
2014 Sep;3672
2014 Oct;3725
2014 Nov;3731
2014 Dec;3739
2015 Jan;3603
2015 Feb;3648
2015 Mar;3655
2015 Apr;3692
2015 May;3713
2015 Jun;3711
