index;value
1990 Jan;3360
1990 Feb;3340
1990 Mar;3370
1990 Apr;3350
1990 May;3350
1990 Jun;3340
1990 Jul;3340
1990 Aug;3340
1990 Sep;3330
1990 Oct;3200
1990 Nov;3180
1990 Dec;3170
1991 Jan;3140
1991 Feb;3120
1991 Mar;3120
1991 Apr;3130
1991 May;3150
1991 Jun;3160
1991 Jul;3160
1991 Aug;3160
1991 Sep;3160
1991 Oct;3140
1991 Nov;3120
1991 Dec;3140
1992 Jan;3100
1992 Feb;3070
1992 Mar;3090
1992 Apr;3120
1992 May;3130
1992 Jun;3150
1992 Jul;3110
1992 Aug;3110
1992 Sep;3110
1992 Oct;3070
1992 Nov;3090
1992 Dec;3100
1993 Jan;3060
1993 Feb;3060
1993 Mar;3070
1993 Apr;3120
1993 May;3120
1993 Jun;3150
1993 Jul;3150
1993 Aug;3140
1993 Sep;3150
1993 Oct;3110
1993 Nov;3090
1993 Dec;3120
1994 Jan;2990
1994 Feb;2990
1994 Mar;3060
1994 Apr;3040
1994 May;3060
1994 Jun;3100
1994 Jul;3140
1994 Aug;3140
1994 Sep;3170
1994 Oct;3260
1994 Nov;3270
1994 Dec;3310
1995 Jan;3330
1995 Feb;3330
1995 Mar;3370
1995 Apr;3390
1995 May;3410
1995 Jun;3430
1995 Jul;3310
1995 Aug;3320
1995 Sep;3330
1995 Oct;3400
1995 Nov;3380
1995 Dec;3420
1996 Jan;3330
1996 Feb;3350
1996 Mar;3380
1996 Apr;3440
1996 May;3440
1996 Jun;3480
1996 Jul;3440
1996 Aug;3420
1996 Sep;3440
1996 Oct;3430
1996 Nov;3450
1996 Dec;3470
1997 Jan;3430
1997 Feb;3440
1997 Mar;3470
1997 Apr;3480
1997 May;3510
1997 Jun;3530
1997 Jul;3520
1997 Aug;3530
1997 Sep;3520
1997 Oct;3510
1997 Nov;3530
1997 Dec;3550
1998 Jan;3550
1998 Feb;3570
1998 Mar;3590
1998 Apr;3640
1998 May;3630
1998 Jun;3630
1998 Jul;3660
1998 Aug;3640
1998 Sep;3630
1998 Oct;3620
1998 Nov;3600
1998 Dec;3630
1999 Jan;3560
1999 Feb;3560
1999 Mar;3560
1999 Apr;3580
1999 May;3540
1999 Jun;3560
1999 Jul;3540
1999 Aug;3540
1999 Sep;3510
1999 Oct;3520
1999 Nov;3520
1999 Dec;3560
2000 Jan;3540
2000 Feb;3530
2000 Mar;3550
2000 Apr;3570
2000 May;3570
2000 Jun;3610
2000 Jul;3630
2000 Aug;3630
2000 Sep;3600
