index;value
1990 Jan;1396
1990 Feb;1394
1990 Mar;1411
1990 Apr;1397
1990 May;1416
1990 Jun;1409
1990 Jul;1386
1990 Aug;1392
1990 Sep;1423
1990 Oct;1430
1990 Nov;1435
1990 Dec;1436
1991 Jan;1386
1991 Feb;1379
1991 Mar;1386
1991 Apr;1400
1991 May;1415
1991 Jun;1412
1991 Jul;1381
1991 Aug;1387
1991 Sep;1424
1991 Oct;1421
1991 Nov;1425
1991 Dec;1424
1992 Jan;1395
1992 Feb;1392
1992 Mar;1404
1992 Apr;1418
1992 May;1433
1992 Jun;1433
1992 Jul;1393
1992 Aug;1395
1992 Sep;1423
1992 Oct;1438
1992 Nov;1440
1992 Dec;1439
1993 Jan;1407
1993 Feb;1411
1993 Mar;1423
1993 Apr;1439
1993 May;1453
1993 Jun;1455
1993 Jul;1425
1993 Aug;1419
1993 Sep;1443
1993 Oct;1456
1993 Nov;1464
1993 Dec;1474
1994 Jan;1434
1994 Feb;1438
1994 Mar;1461
1994 Apr;1466
1994 May;1491
1994 Jun;1498
1994 Jul;1468
1994 Aug;1462
1994 Sep;1500
1994 Oct;1494
1994 Nov;1503
1994 Dec;1513
1995 Jan;1464
1995 Feb;1472
1995 Mar;1493
1995 Apr;1493
1995 May;1512
1995 Jun;1520
1995 Jul;1477
1995 Aug;1488
1995 Sep;1527
1995 Oct;1515
1995 Nov;1520
1995 Dec;1533
1996 Jan;1482
1996 Feb;1487
1996 Mar;1495
1996 Apr;1521
1996 May;1543
1996 Jun;1538
1996 Jul;1502
1996 Aug;1517
1996 Sep;1547
1996 Oct;1533
1996 Nov;1542
1996 Dec;1554
1997 Jan;1512
1997 Feb;1515
1997 Mar;1526
1997 Apr;1544
1997 May;1563
1997 Jun;1556
1997 Jul;1531
1997 Aug;1544
1997 Sep;1581
1997 Oct;1587
1997 Nov;1593
1997 Dec;1601
1998 Jan;1554
1998 Feb;1554
1998 Mar;1568
1998 Apr;1600
1998 May;1619
1998 Jun;1605
1998 Jul;1577
1998 Aug;1581
1998 Sep;1624
1998 Oct;1636
1998 Nov;1650
1998 Dec;1666
1999 Jan;1576
1999 Feb;1592
1999 Mar;1601
1999 Apr;1615
1999 May;1627
1999 Jun;1598
1999 Jul;1580
1999 Aug;1582
1999 Sep;1624
1999 Oct;1632
1999 Nov;1636
1999 Dec;1652
2000 Jan;1592
2000 Feb;1595
2000 Mar;1613
2000 Apr;1632
2000 May;1650
2000 Jun;1615
2000 Jul;1581
2000 Aug;1594
2000 Sep;1642
2000 Oct;1639
2000 Nov;1648
2000 Dec;1654
2001 Jan;1599
2001 Feb;1602
2001 Mar;1617
2001 Apr;1623
2001 May;1637
2001 Jun;1609
2001 Jul;1584
2001 Aug;1599
2001 Sep;1643
2001 Oct;1635
2001 Nov;1642
2001 Dec;1643
2002 Jan;1597
2002 Feb;1600
2002 Mar;1612
2002 Apr;1629
2002 May;1644
2002 Jun;1606
2002 Jul;1587
2002 Aug;1611
2002 Sep;1649
2002 Oct;1652
2002 Nov;1659
2002 Dec;1662
2003 Jan;1628
2003 Feb;1629
2003 Mar;1637
2003 Apr;1639
2003 May;1655
2003 Jun;1628
2003 Jul;1614
2003 Aug;1640
2003 Sep;1657
2003 Oct;1663
2003 Nov;1672
2003 Dec;1677
2004 Jan;1629
2004 Feb;1624
2004 Mar;1641
2004 Apr;1662
2004 May;1669
2004 Jun;1649
2004 Jul;1622
2004 Aug;1642
2004 Sep;1661
