index;value
1996 Jan;4000
1996 Feb;4000
1996 Mar;4100
1996 Apr;4300
1996 May;4300
1996 Jun;4300
1996 Jul;4400
1996 Aug;4400
1996 Sep;4500
1996 Oct;4500
1996 Nov;4600
1996 Dec;4600
1997 Jan;4600
1997 Feb;4600
1997 Mar;4700
1997 Apr;4800
1997 May;4800
1997 Jun;4800
1997 Jul;4800
1997 Aug;4900
1997 Sep;4900
1997 Oct;5000
1997 Nov;5100
1997 Dec;5200
1998 Jan;5300
1998 Feb;5300
1998 Mar;5400
1998 Apr;5500
1998 May;5500
1998 Jun;5600
1998 Jul;5600
1998 Aug;5600
1998 Sep;5700
1998 Oct;5800
1998 Nov;5800
1998 Dec;5900
1999 Jan;5900
1999 Feb;5800
1999 Mar;5900
1999 Apr;6000
1999 May;6000
1999 Jun;6000
1999 Jul;6000
1999 Aug;6000
1999 Sep;6100
1999 Oct;6100
1999 Nov;6100
1999 Dec;6100
2000 Jan;6100
2000 Feb;6000
2000 Mar;6100
2000 Apr;6200
2000 May;6200
2000 Jun;6300
2000 Jul;6300
2000 Aug;6300
2000 Sep;6400
2000 Oct;6400
2000 Nov;6400
2000 Dec;6500
2001 Jan;6400
2001 Feb;6300
2001 Mar;6400
2001 Apr;6500
2001 May;6500
2001 Jun;6500
2001 Jul;6500
2001 Aug;6600
2001 Sep;6700
2001 Oct;6800
2001 Nov;6800
2001 Dec;6800
2002 Jan;6700
2002 Feb;6700
2002 Mar;6800
2002 Apr;6800
2002 May;6900
2002 Jun;6900
2002 Jul;6900
2002 Aug;6900
2002 Sep;7000
2002 Oct;7000
2002 Nov;7000
2002 Dec;7000
2003 Jan;7000
2003 Feb;6900
2003 Mar;6900
2003 Apr;6900
2003 May;6900
2003 Jun;6900
2003 Jul;6800
2003 Aug;6900
2003 Sep;7000
2003 Oct;7000
2003 Nov;7100
2003 Dec;7100
2004 Jan;6900
2004 Feb;6900
2004 Mar;7000
2004 Apr;6900
2004 May;6900
2004 Jun;6900
2004 Jul;6800
2004 Aug;6800
2004 Sep;6900
2004 Oct;7000
2004 Nov;7000
2004 Dec;7000
2005 Jan;6900
2005 Feb;6900
2005 Mar;7000
2005 Apr;7000
2005 May;7000
2005 Jun;7000
2005 Jul;6800
2005 Aug;6900
2005 Sep;7100
2005 Oct;7200
2005 Nov;7200
2005 Dec;7200
2006 Jan;7100
2006 Feb;7200
2006 Mar;7200
2006 Apr;7200
2006 May;7200
2006 Jun;7200
2006 Jul;7100
2006 Aug;7100
2006 Sep;7300
2006 Oct;7400
2006 Nov;7400
2006 Dec;7400
2007 Jan;7200
2007 Feb;7300
2007 Mar;7400
2007 Apr;7400
2007 May;7400
2007 Jun;7400
2007 Jul;7400
2007 Aug;7500
2007 Sep;7600
2007 Oct;7700
2007 Nov;7800
2007 Dec;7800
2008 Jan;7600
2008 Feb;7700
2008 Mar;7800
2008 Apr;7800
2008 May;7800
2008 Jun;7800
2008 Jul;7600
2008 Aug;7800
2008 Sep;8000
2008 Oct;8100
2008 Nov;8100
2008 Dec;8100
2009 Jan;7600
2009 Feb;7800
2009 Mar;7900
2009 Apr;8000
2009 May;8000
2009 Jun;7900
2009 Jul;7700
2009 Aug;7800
2009 Sep;8100
2009 Oct;8200
2009 Nov;8200
2009 Dec;8100
2010 Jan;7800
2010 Feb;8000
2010 Mar;8100
2010 Apr;8200
2010 May;8200
2010 Jun;8200
2010 Jul;8000
2010 Aug;8000
2010 Sep;8400
2010 Oct;8400
2010 Nov;8500
2010 Dec;8500
2011 Jan;8200
2011 Feb;8300
2011 Mar;8400
2011 Apr;8500
2011 May;8500
2011 Jun;8500
2011 Jul;8300
2011 Aug;8600
2011 Sep;8900
2011 Oct;9000
2011 Nov;9100
2011 Dec;9100
2012 Jan;8700
2012 Feb;8900
2012 Mar;9000
2012 Apr;8900
2012 May;9000
2012 Jun;9000
2012 Jul;8700
2012 Aug;9200
2012 Sep;9400
2012 Oct;9600
2012 Nov;9700
2012 Dec;9700
2013 Jan;9200
2013 Feb;9400
2013 Mar;9500
2013 Apr;9500
2013 May;9600
2013 Jun;9600
2013 Jul;9200
2013 Aug;9500
2013 Sep;9800
2013 Oct;9800
2013 Nov;9900
2013 Dec;9900
2014 Jan;9400
2014 Feb;9600
2014 Mar;9800
2014 Apr;9800
2014 May;9800
2014 Jun;9800
2014 Jul;9300
2014 Aug;9700
2014 Sep;10000
2014 Oct;10100
2014 Nov;10000
2014 Dec;9900
2015 Jan;9400
2015 Feb;9800
2015 Mar;10100
2015 Apr;10100
2015 May;10100
