index;value
1986 Jan;3550
1986 Feb;3250
1986 Mar;3650
1986 Apr;3680
1986 May;3650
1986 Jun;3830
1986 Jul;3980
1986 Aug;3880
1986 Sep;3900
1986 Oct;4050
1986 Nov;5150
1986 Dec;7210
1987 Jan;3730
1987 Feb;3570
1987 Mar;3770
1987 Apr;4130
1987 May;3780
1987 Jun;3960
1987 Jul;4330
1987 Aug;4000
1987 Sep;4100
1987 Oct;4440
1987 Nov;5550
1987 Dec;7900
1988 Jan;3180
1988 Feb;2900
1988 Mar;3150
1988 Apr;3190
1988 May;3160
1988 Jun;3250
1988 Jul;3490
1988 Aug;3320
1988 Sep;3370
1988 Oct;3610
1988 Nov;4470
1988 Dec;6540
1989 Jan;3380
1989 Feb;3110
1989 Mar;3390
1989 Apr;3370
1989 May;3410
1989 Jun;3360
1989 Jul;3510
1989 Aug;3490
1989 Sep;3500
1989 Oct;3700
1989 Nov;4570
1989 Dec;6870
1990 Jan;3480
1990 Feb;3300
1990 Mar;3470
1990 Apr;3680
1990 May;3580
1990 Jun;3550
1990 Jul;3750
1990 Aug;3650
1990 Sep;3690
1990 Oct;3810
1990 Nov;4610
1990 Dec;7230
1991 Jan;3710
1991 Feb;3240
1991 Mar;3690
1991 Apr;3750
1991 May;3670
1991 Jun;3760
1991 Jul;4090
1991 Aug;3720
1991 Sep;3800
1991 Oct;4080
1991 Nov;5210
1991 Dec;7220
1992 Jan;3920
1992 Feb;3450
1992 Mar;3590
1992 Apr;3970
1992 May;3630
1992 Jun;3840
1992 Jul;4070
1992 Aug;3850
1992 Sep;3940
1992 Oct;4220
1992 Nov;5260
1992 Dec;7940
1993 Jan;4120
1993 Feb;3640
1993 Mar;3840
1993 Apr;4050
1993 May;3830
1993 Jun;4100
1993 Jul;4320
1993 Aug;4060
1993 Sep;4140
1993 Oct;4440
1993 Nov;5490
1993 Dec;8530
1994 Jan;4260
1994 Feb;3740
1994 Mar;4150
1994 Apr;4110
1994 May;3930
1994 Jun;4170
1994 Jul;4390
1994 Aug;4160
1994 Sep;4340
1994 Oct;4600
1994 Nov;5710
1994 Dec;9110
1995 Jan;4130
1995 Feb;3910
1995 Mar;4070
1995 Apr;4310
1995 May;4040
1995 Jun;4370
1995 Jul;4530
1995 Aug;4220
1995 Sep;4530
1995 Oct;4830
1995 Nov;6340
1995 Dec;10010
1996 Jan;4370
1996 Feb;4200
