index;value
1987 Sep;5024,48127
1987 Oct;5296,16380
1987 Nov;5057,55916
1987 Dec;5301,33137
1988 Jan;5330,19871
1988 Feb;5343,67857
1988 Mar;5454,02402
1988 Apr;5209,94831
1988 May;5252,75132
1988 Jun;5008,77849
1988 Jul;5158,52529
1988 Aug;4796,19563
1988 Sep;4939,71769
1988 Oct;4992,63236
1988 Nov;4944,92904
1988 Dec;5242,30270
1989 Jan;5244,03502
1989 Feb;5359,02297
1989 Mar;5422,78854
1989 Apr;5862,18511
1989 May;5723,46024
1989 Jun;5794,16093
1989 Jul;6021,40469
1989 Aug;5865,47322
1989 Sep;5832,84981
1989 Oct;5980,47898
1989 Nov;6083,50013
1989 Dec;5887,52738
1990 Jan;5581,94944
1990 Feb;5708,46273
1990 Mar;5833,54735
1990 Apr;5743,11005
1990 May;5729,71498
1990 Jun;5796,78004
1990 Jul;5848,00016
1990 Aug;5838,92430
1990 Sep;5894,17566
1990 Oct;5907,83754
1990 Nov;6131,37609
1990 Dec;6006,85915
1991 Jan;5617,11791
1991 Feb;5249,71166
1991 Mar;5541,96481
1991 Apr;5682,20420
1991 May;5227,35034
1991 Jun;5385,37559
1991 Jul;5388,63440
1991 Aug;5153,54700
1991 Sep;5841,04170
1991 Oct;6012,45500
1991 Nov;5712,38260
1991 Dec;5919,07900
1992 Jan;6089,82824
1992 Feb;6005,16830
1992 Mar;6283,54680
1992 Apr;6379,86040
1992 May;6104,56310
1992 Jun;6023,02920
1992 Jul;6005,98590
1992 Aug;5995,07870
1992 Sep;5724,51320
1992 Oct;5776,91990
1992 Nov;5443,66920
1992 Dec;5578,50160
1993 Jan;5237,27870
1993 Feb;5124,02640
1993 Mar;5710,18100
1993 Apr;5602,34780
1993 May;5287,41300
1993 Jun;5760,16760
1993 Jul;5911,17110
1993 Aug;5987,46490
1993 Sep;6413,78990
1993 Oct;6322,20960
1993 Nov;5987,64804
1993 Dec;6438,30450
1994 Jan;6147,62600
1994 Feb;6134,51870
1994 Mar;6242,60410
1994 Apr;6099,97630
1994 May;6028,60691
1994 Jun;5643,86000
1994 Jul;5863,09350
1994 Aug;5334,85390
1994 Sep;6495,65670
1994 Oct;6176,74910
1994 Nov;6019,62160
1994 Dec;5946,96010
1995 Jan;6042,83230
1995 Feb;5871,93190
1995 Mar;5981,33440
1995 Apr;6237,59650
1995 May;6029,36570
1995 Jun;5853,82060
1995 Jul;6119,48290
1995 Aug;5730,33610
1995 Sep;5987,32570
1995 Oct;5997,06640
1995 Nov;5723,34490
1995 Dec;6083,36440
1996 Jan;6137,14190
1996 Feb;6214,70010
1996 Mar;6556,95344
1996 Apr;6173,78600
1996 May;6171,80200
1996 Jun;6383,49890
1996 Jul;6454,71358
1996 Aug;5958,57353
1996 Sep;6475,90530
1996 Oct;5950,47225
1996 Nov;5789,86450
1996 Dec;6138,21107
1997 Jan;5931,73550
1997 Feb;5942,22740
1997 Mar;6278,16520
1997 Apr;6468,84990
1997 May;5865,52860
1997 Jun;6036,93920
1997 Jul;6033,59320
1997 Aug;5635,91310
1997 Sep;5683,35880
1997 Oct;4989,57990
1997 Nov;5773,27260
1997 Dec;5655,67810
1998 Jan;5238,25790
1998 Feb;5343,81850
1998 Mar;5328,75000
1998 Apr;5440,03030
1998 May;5251,24980
1998 Jun;6230,53800
1998 Jul;6062,68580
1998 Aug;5540,01750
1998 Sep;6677,00110
1998 Oct;6395,52220
1998 Nov;5855,36980
1998 Dec;6283,76800
1999 Jan;6400,86006
1999 Feb;6065,13690
1999 Mar;6541,42600
1999 Apr;6293,73630
1999 May;6091,35280
1999 Jun;6419,39500
1999 Jul;6292,00550
1999 Aug;5841,85250
1999 Sep;6236,11020
1999 Oct;6540,37470
1999 Nov;6128,78810
1999 Dec;6296,62270
2000 Jan;6485,79780
2000 Feb;6335,50700
2000 Mar;6278,68430
2000 Apr;6538,63360
2000 May;6138,42270
2000 Jun;6096,41490
2000 Jul;6226,39950
2000 Aug;6215,23790
2000 Sep;6458,69900
2000 Oct;6491,10980
2000 Nov;6249,98110
2000 Dec;6185,11560
2001 Jan;6116,07277
2001 Feb;6302,79030
2001 Mar;6879,66160
2001 Apr;6938,45860
2001 May;6735,71700
2001 Jun;6583,39580
2001 Jul;6624,27920
2001 Aug;6711,00720
2001 Sep;6879,83140
2001 Oct;6496,49014
2001 Nov;6746,72290
2001 Dec;6625,31310
2002 Jan;6869,11930
2002 Feb;6645,12260
2002 Mar;6592,69790
2002 Apr;6926,52170
2002 May;6569,24820
2002 Jun;6691,61350
2002 Jul;6700,99870
2002 Aug;6470,64160
2002 Sep;6743,53840
2002 Oct;6713,92040
2002 Nov;6652,31700
2002 Dec;6577,20210
2003 Jan;6752,80250
2003 Feb;6844,54920
2003 Mar;6689,04360
2003 Apr;6513,76190
2003 May;6505,79260
2003 Jun;6306,96470
2003 Jul;6482,49250
2003 Aug;6316,37730
2003 Sep;6386,43240
2003 Oct;6395,78730
2003 Nov;6443,60500
2003 Dec;6546,94860
2004 Jan;6056,62200
2004 Feb;5819,06380
2004 Mar;6303,96150
2004 Apr;6413,48300
2004 May;6358,86710
2004 Jun;6366,97750
2004 Jul;6518,24140
2004 Aug;6213,01600
2004 Sep;6533,26940
2004 Oct;6511,29260
2004 Nov;6441,32800
2004 Dec;6597,13900
2005 Jan;6535,30090
2005 Feb;6399,14170
2005 Mar;6669,41620
2005 Apr;6599,56130
2005 May;6502,00310
2005 Jun;6624,62730
2005 Jul;6609,45320
2005 Aug;7017,68560
2005 Sep;7231,17840
2005 Oct;7084,93890
2005 Nov;6945,35870
2005 Dec;7060,25580
2006 Jan;6999,54210
2006 Feb;6863,46410
2006 Mar;6930,53600
2006 Apr;7157,98820
