index;value
1985 Jan;3985,03
1985 Feb;4087,12
1985 Mar;4378,69
1985 Apr;4167,30
1985 May;5037,35
1985 Jun;3973,93
1985 Jul;4435,30
1985 Aug;4298,05
1985 Sep;4220,64
1985 Oct;4862,08
1985 Nov;4483,78
1985 Dec;4224,39
1986 Jan;3921,63
1986 Feb;3801,34
1986 Mar;3919,52
1986 Apr;4203,37
1986 May;4241,49
1986 Jun;4047,24
1986 Jul;4517,17
1986 Aug;4269,99
1986 Sep;4106,72
1986 Oct;4372,01
1986 Nov;4384,74
1986 Dec;4788,53
1987 Jan;3907,39
1987 Feb;3768,06
1987 Mar;4186,66
1987 Apr;3979,93
1987 May;4076,22
1987 Jun;4278,33
1987 Jul;4666,68
1987 Aug;4372,81
1987 Sep;4409,51
1987 Oct;4422,03
1987 Nov;4499,61
1987 Dec;4855,31
1988 Jan;3647,88
1988 Feb;4357,23
1988 Mar;4857,63
1988 Apr;4467,71
1988 May;5328,81
1988 Jun;5395,18
1988 Jul;5367,63
1988 Aug;6033,97
1988 Sep;5701,17
1988 Oct;5526,66
1988 Nov;5760,67
1988 Dec;5817,46
1989 Jan;5443,42
1989 Feb;5836,70
1989 Mar;6145,45
1989 Apr;5735,22
1989 May;6354,90
1989 Jun;6267,36
1989 Jul;5813,35
1989 Aug;6389,46
1989 Sep;5929,72
1989 Oct;5948,42
1989 Nov;6391,34
1989 Dec;6067,83
1990 Jan;6128,30
1990 Feb;6152,74
1990 Mar;6892,99
1990 Apr;6007,54
1990 May;7100,95
1990 Jun;6121,22
1990 Jul;6661,94
1990 Aug;6473,35
1990 Sep;5796,75
1990 Oct;6210,10
1990 Nov;6192,18
1990 Dec;5212,02
1991 Jan;5239,63
1991 Feb;5310,88
1991 Mar;5294,09
1991 Apr;5449,40
1991 May;5897,17
1991 Jun;5428,55
1991 Jul;6412,60
1991 Aug;6616,01
1991 Sep;6978,79
1991 Oct;6387,51
1991 Nov;5655,69
1991 Dec;5365,38
1992 Jan;5576,41
1992 Feb;5557,18
1992 Mar;6443,17
1992 Apr;5869,20
1992 May;6059,67
1992 Jun;6943,60
1992 Jul;6360,87
1992 Aug;6182,67
1992 Sep;6276,24
1992 Oct;6329,17
1992 Nov;6196,76
1992 Dec;6268,93
1993 Jan;5516,24
1993 Feb;5464,85
1993 Mar;6286,90
1993 Apr;5586,78
1993 May;5887,59
1993 Jun;6493,55
1993 Jul;6327,77
1993 Aug;6654,78
1993 Sep;6590,69
1993 Oct;6348,81
1993 Nov;6888,32
1993 Dec;6782,53
1994 Jan;6358,80
1994 Feb;6490,19
1994 Mar;7588,46
1994 Apr;6232,19
1994 May;7335,81
1994 Jun;7420,11
1994 Jul;6654,49
1994 Aug;7541,71
1994 Sep;7208,65
1994 Oct;7098,06
1994 Nov;7891,45
1994 Dec;7224,39
1995 Jan;6823,51
1995 Feb;7297,16
1995 Mar;8323,56
1995 Apr;6411,57
1995 May;8364,27
1995 Jun;11356,05
1995 Jul;7193,55
1995 Aug;7986,56
1995 Sep;7166,85
1995 Oct;7669,19
1995 Nov;8259,78
1995 Dec;7439,81
1996 Jan;7770,16
1996 Feb;8065,86
1996 Mar;8132,51
1996 Apr;8405,85
1996 May;8727,82
1996 Jun;7679,43
1996 Jul;8184,97
1996 Aug;7976,55
1996 Sep;8216,04
1996 Oct;8540,06
1996 Nov;7542,00
1996 Dec;7547,08
1997 Jan;7780,95
1997 Feb;7971,34
1997 Mar;7627,00
1997 Apr;8293,88
1997 May;8038,97
1997 Jun;8838,55
1997 Jul;8927,57
1997 Aug;8643,24
1997 Sep;8959,89
1997 Oct;9257,44
1997 Nov;9481,18
1997 Dec;10396,74
1998 Jan;9365,83
1998 Feb;9524,66
1998 Mar;10210,92
1998 Apr;9472,05
1998 May;9557,84
1998 Jun;10631,05
1998 Jul;10937,37
1998 Aug;9726,31
1998 Sep;10076,32
1998 Oct;9891,01
1998 Nov;10055,22
1998 Dec;10461,78
1999 Jan;8920,94
1999 Feb;9570,80
1999 Mar;11147,20
1999 Apr;9608,02
1999 May;10053,93
1999 Jun;10347,55
1999 Jul;9926,89
1999 Aug;9732,77
1999 Sep;10071,77
1999 Oct;9466,92
1999 Nov;10516,53
1999 Dec;10426,20
2000 Jan;8247,44
2000 Feb;10084,75
2000 Mar;10719,00
2000 Apr;8139,06
2000 May;10619,08
2000 Jun;11615,95
2000 Jul;8960,40
2000 Aug;11500,63
2000 Sep;9304,22
2000 Oct;9751,47
2000 Nov;10609,15
2000 Dec;10173,92
2001 Jan;9736,60
2001 Feb;9877,44
2001 Mar;11925,50
2001 Apr;9848,14
2001 May;11257,97
2001 Jun;12351,00
2001 Jul;11927,44
2001 Aug;12048,39
2001 Sep;10271,65
2001 Oct;12130,98
2001 Nov;13218,56
2001 Dec;11731,78
2002 Jan;11330,15
2002 Feb;11265,53
2002 Mar;12423,06
2002 Apr;11673,57
2002 May;13545,44
2002 Jun;12603,84
2002 Jul;13308,68
2002 Aug;12970,11
2002 Sep;11518,21
2002 Oct;13727,47
2002 Nov;13696,97
2002 Dec;13689,17
2003 Jan;12359,10
2003 Feb;13213,01
2003 Mar;13805,39
2003 Apr;12931,06
2003 May;14161,08
2003 Jun;13958,67
2003 Jul;14863,66
2003 Aug;12884,38
2003 Sep;12883,45
2003 Oct;14091,19
2003 Nov;14886,35
2003 Dec;13611,58
2004 Jan;13712,55
2004 Feb;14630,29
2004 Mar;15806,77
2004 Apr;13908,34
2004 May;14540,69
2004 Jun;15259,40
2004 Jul;13752,29
2004 Aug;13638,44
2004 Sep;13886,05
2004 Oct;13568,85
2004 Nov;16017,08
2004 Dec;12623,45
2005 Jan;12050,33
2005 Feb;11926,27
2005 Mar;13580,67
2005 Apr;12177,08
2005 May;13460,64
2005 Jun;16494,78
2005 Jul;13140,58
2005 Aug;12304,98
