index;value
8027;4390
8028;4372
8029;4450
8030;4390
8031;4380
8032;4360
8033;4365
8034;4490
8035;4397
8036;4415
8037;4400
8038;4395
8039;4395
8040;4400
8041;4430
8042;4445
8043;4425
8044;4425
8045;4445
8046;4465
8047;4470
8048;4470
8049;4470
8050;4470
8051;4465
8052;4465
8053;4457
8054;4460
8055;4492
8056;4550
8057;4555
8058;4550
8059;4550
8060;4545
8061;4515
8062;4490
8063;4510
8064;4522
8065;4522
8066;4490
8067;4495
8068;4477
8069;4415
8070;4380
8071;4420
8072;4430
8073;4435
8074;4445
8075;4460
8076;4485
8077;4590
8078;4580
8079;4570
8080;4520
8081;4545
8082;4525
8083;4542
8084;4565
8085;4592
8086;4567
8087;4580
8088;4575
8089;4595
8090;4575
8091;4547
8092;4510
8093;4435
8094;4515
8095;4470
8096;4435
8097;4435
8098;4440
8099;4410
8100;4405
8101;4420
8102;4400
8103;4400
8104;4410
8105;4390
8106;4375
8107;4395
8108;4400
8109;4365
8110;4360
8111;4415
8112;4425
8113;4385
8114;4380
8115;4380
8116;4420
8117;4415
8118;4390
8119;4365
8120;4410
8121;4430
8122;4420
8123;4377
8124;4405
8125;4400
8126;4425
8127;4425
8128;4425
8129;4400
8130;4380
8131;4415
8132;4412
8133;4430
8134;4395
8135;4382
8136;4405
8137;4390
8138;4400
8139;4405
8140;4375
8141;4365
8142;4360
8143;4360
8144;4340
8145;4330
8146;4325
8147;4325
8148;4355
8149;4350
8150;4350
8151;4350
8152;4347
8153;4350
8154;4350
8155;4365
8156;4380
8157;4420
8158;4325
8159;4285
8160;4235
8161;4182
8162;4165
8163;4125
8164;4115
8165;4055
8166;4040
8167;4030
8168;4055
8169;4090
8170;4112
8171;4120
8172;4125
8173;4130
8174;4125
8175;4147
8176;4140
8177;4120
8178;4110
8179;4100
8180;4122
8181;4125
8182;4112
8183;4095
8184;4055
8185;4025
8186;3990
8187;4000
8188;4065
8189;4097
8190;4080
8191;4095
8192;4095
8193;4100
8194;4080
8195;4070
8196;4042
8197;4060
8198;4055
8199;4062
8200;4045
8201;4055
8202;4100
8203;4110
8204;4087
8205;4115
8206;4117
8207;4095
8208;4070
8209;4080
8210;4080
8211;4062
8212;4030
8213;4050
8214;4090
8215;4092
8216;4050
8217;4077
8218;4085
8219;4145
8220;4180
8221;4185
8222;4260
8223;4272
8224;4245
8225;4227
8226;4215
8227;4280
8228;4287
8229;4360
8230;4382
8231;4330
8232;4327
8233;4305
8234;4322
8235;4330
8236;4345
8237;4347
8238;4285
8239;4307
8240;4305
8241;4287
8242;4212
8243;4237
8244;4275
8245;4300
8246;4320
8247;4312
8248;4330
8249;4375
8250;4375
8251;4320
8252;4340
8253;4345
8254;4407
8255;4415
8256;4440
8257;4475
8258;4470
8259;4437
8260;4440
8261;4447
8262;4410
8263;4385
8264;4407
8265;4405
8266;4330
8267;4320
8268;4367
8269;4355
8270;4365
8271;4385
8272;4390
8273;4420
8274;4415
8275;4387
8276;4377
8277;4340
8278;4350
8279;4380
8280;4380
8281;4372
8282;4390
8283;4390
8284;4367
8285;4372
8286;4420
8287;4350
8288;4285
8289;4285
8290;4337
8291;4465
8292;4490
8293;4430
8294;4415
8295;4440
8296;4420
8297;4417
8298;4435
8299;4395
8300;4390
8301;4430
8302;4420
8303;4400
8304;4400
8305;4420
