index;value
1975 Jan;3440
1975 Feb;3390
1975 Mar;3380
1975 Apr;3380
1975 May;3310
1975 Jun;3220
1975 Jul;3300
1975 Aug;3340
1975 Sep;3160
1975 Oct;3200
1975 Nov;3260
1975 Dec;3280
1976 Jan;3200
1976 Feb;3100
1976 Mar;3160
1976 Apr;3120
1976 May;3140
1976 Jun;3090
1976 Jul;3100
1976 Aug;3240
1976 Sep;3050
1976 Oct;3090
1976 Nov;3130
1976 Dec;3190
1977 Jan;3120
1977 Feb;3150
1977 Mar;3180
1977 Apr;3180
1977 May;3180
1977 Jun;3190
1977 Jul;3280
1977 Aug;3270
1977 Sep;3220
1977 Oct;3240
1977 Nov;3300
1977 Dec;3350
1978 Jan;3260
1978 Feb;3280
1978 Mar;3340
1978 Apr;3300
1978 May;3330
1978 Jun;3330
1978 Jul;3420
1978 Aug;3450
1978 Sep;3380
1978 Oct;3450
1978 Nov;3480
1978 Dec;3560
1979 Jan;3510
1979 Feb;3610
1979 Mar;3650
1979 Apr;3610
1979 May;3640
1979 Jun;3610
1979 Jul;3590
1979 Aug;3630
1979 Sep;3530
1979 Oct;3600
1979 Nov;3670
1979 Dec;3680
1980 Jan;3720
1980 Feb;3730
1980 Mar;3780
1980 Apr;3750
1980 May;3740
1980 Jun;3740
1980 Jul;3710
1980 Aug;3770
1980 Sep;3620
1980 Oct;3680
1980 Nov;3750
1980 Dec;3800
1981 Jan;3750
1981 Feb;3770
1981 Mar;3840
1981 Apr;3760
1981 May;3780
1981 Jun;3800
1981 Jul;3820
1981 Aug;3840
1981 Sep;3770
1981 Oct;3660
1981 Nov;3700
1981 Dec;3730
1982 Jan;3650
1982 Feb;3720
1982 Mar;3740
1982 Apr;3670
1982 May;3620
1982 Jun;3610
1982 Jul;3670
1982 Aug;3680
1982 Sep;3580
1982 Oct;3580
1982 Nov;3610
1982 Dec;3650
1983 Jan;3590
1983 Feb;3600
1983 Mar;3610
1983 Apr;3630
1983 May;3620
1983 Jun;3610
1983 Jul;3710
1983 Aug;3660
1983 Sep;3570
1983 Oct;3650
1983 Nov;3700
1983 Dec;3690
1984 Jan;3660
1984 Feb;3720
1984 Mar;3760
1984 Apr;3680
1984 May;3610
1984 Jun;3600
1984 Jul;3690
1984 Aug;3670
1984 Sep;3550
1984 Oct;3590
1984 Nov;3660
1984 Dec;3730
1985 Jan;3670
1985 Feb;3710
1985 Mar;3740
1985 Apr;3720
1985 May;3710
1985 Jun;3660
1985 Jul;3730
1985 Aug;3710
1985 Sep;3590
1985 Oct;3610
1985 Nov;3650
1985 Dec;3750
1986 Jan;3730
1986 Feb;3800
1986 Mar;3770
1986 Apr;3760
1986 May;3760
1986 Jun;3760
1986 Jul;3830
1986 Aug;3810
1986 Sep;3690
1986 Oct;3700
1986 Nov;3800
1986 Dec;3870
