index;value
1989 Dec;2170
1990 Jan;2170
1990 Feb;2160
1990 Mar;2150
1990 Apr;2150
1990 May;2170
1990 Jun;4190
1990 Jul;3870
1990 Aug;3830
1990 Sep;3820
1990 Oct;3820
1990 Nov;3870
1990 Dec;3610
1991 Jan;3600
1991 Feb;3610
1991 Mar;4350
1991 Apr;4370
1991 May;4420
1991 Jun;4420
1991 Jul;4410
1991 Aug;4410
1991 Sep;4510
1991 Oct;4510
1991 Nov;4510
1991 Dec;4620
1992 Jan;4620
1992 Feb;4620
1992 Mar;4640
1992 Apr;4790
1992 May;4790
1992 Jun;4810
1992 Jul;4810
1992 Aug;4820
1992 Sep;4820
1992 Oct;4820
1992 Nov;4820
1992 Dec;4820
1993 Jan;4820
1993 Feb;4810
1993 Mar;4810
1993 Apr;4810
1993 May;4840
1993 Jun;4940
1993 Jul;4930
1993 Aug;4930
1993 Sep;5050
1993 Oct;5050
1993 Nov;5080
1993 Dec;5760
1994 Jan;5750
1994 Feb;5740
1994 Mar;5740
1994 Apr;5740
1994 May;5740
1994 Jun;6090
1994 Jul;6590
1994 Aug;6580
1994 Sep;6830
1994 Oct;6900
1994 Nov;6900
1994 Dec;7070
1995 Jan;7070
1995 Feb;7050
1995 Mar;7040
1995 Apr;7040
1995 May;7040
1995 Jun;7040
1995 Jul;7040
1995 Aug;7020
1995 Sep;7010
1995 Oct;7490
1995 Nov;7480
1995 Dec;8430
1996 Jan;8430
1996 Feb;8420
1996 Mar;8410
1996 Apr;8400
1996 May;8390
1996 Jun;8390
1996 Jul;9690
1996 Aug;9670
1996 Sep;9660
1996 Oct;9620
1996 Nov;9620
1996 Dec;9770
1997 Jan;9770
1997 Feb;9760
1997 Mar;9750
1997 Apr;9730
1997 May;9800
1997 Jun;9630
1997 Jul;10320
1997 Aug;10320
1997 Sep;10310
1997 Oct;10260
1997 Nov;10230
1997 Dec;10250
1998 Jan;5490
1998 Feb;5480
1998 Mar;5470
1998 Apr;5470
1998 May;5480
1998 Jun;5480
1998 Jul;5480
1998 Aug;5480
1998 Sep;5480
1998 Oct;5450
1998 Nov;5420
1998 Dec;6210
1999 Jan;3600
1999 Feb;3600
1999 Mar;3600
1999 Apr;3600
1999 May;3600
1999 Jun;3750
1999 Jul;4000
1999 Aug;4000
1999 Sep;4000
1999 Oct;3980
1999 Nov;3980
1999 Dec;3980
2000 Jan;3980
2000 Feb;3980
2000 Mar;3980
2000 Apr;3980
2000 May;3960
2000 Jun;3930
2000 Jul;3930
2000 Aug;3930
2000 Sep;3930
2000 Oct;3930
2000 Nov;3830
2000 Dec;3830
2001 Jan;3830
2001 Feb;3830
2001 Mar;3830
2001 Apr;3830
2001 May;4260
2001 Jun;4240
2001 Jul;4240
2001 Aug;5150
2001 Sep;5150
2001 Oct;5150
2001 Nov;4550
2001 Dec;4550
2002 Jan;4550
2002 Feb;4550
2002 Mar;4550
2002 Apr;4850
2002 May;4850
2002 Jun;4810
2002 Jul;4810
2002 Aug;4810
2002 Sep;4810
2002 Oct;4810
2002 Nov;4810
2002 Dec;4500
2003 Jan;4500
2003 Feb;4500
2003 Mar;5560
2003 Apr;5140
2003 May;5140
2003 Jun;5100
2003 Jul;5340
2003 Aug;5340
2003 Sep;5340
2003 Oct;5340
2003 Nov;5340
2003 Dec;5330
2004 Jan;5330
2004 Feb;5330
2004 Mar;5330
2004 Apr;5330
2004 May;5330
2004 Jun;5320
2004 Jul;5320
2004 Aug;5320
2004 Sep;5320
2004 Oct;5320
2004 Nov;5320
2004 Dec;5300
2005 Jan;5300
2005 Feb;5300
2005 Mar;5300
2005 Apr;5300
2005 May;5300
2005 Jun;5290
2005 Jul;5290
2005 Aug;5290
2005 Sep;5290
2005 Oct;5290
2005 Nov;5290
2005 Dec;5270
2006 Jan;5270
2006 Feb;5270
2006 Mar;5270
2006 Apr;5270
2006 May;5270
2006 Jun;5260
2006 Jul;5260
2006 Aug;5260
2006 Sep;5260
2006 Oct;5260
2006 Nov;5260
2006 Dec;5240
2007 Jan;5240
2007 Feb;5240
2007 Mar;5240
2007 Apr;5240
2007 May;5240
2007 Jun;5240
2007 Jul;5240
2007 Aug;5240
2007 Sep;5240
2007 Oct;5070
2007 Nov;5070
2007 Dec;5070
2008 Jan;5070
2008 Feb;5070
2008 Mar;5070
2008 Apr;5070
2008 May;5070
2008 Jun;5070
2008 Jul;6610
2008 Aug;5690
2008 Sep;5690
2008 Oct;5690
2008 Nov;5690
2008 Dec;5690
2009 Jan;5540
2009 Feb;5540
2009 Mar;5540
2009 Apr;5540
2009 May;5540
2009 Jun;5540
2009 Jul;5380
2009 Aug;5380
2009 Sep;5380
2009 Oct;5380
2009 Nov;5380
2009 Dec;5380
2010 Jan;5520
2010 Feb;5520
2010 Mar;5520
2010 Apr;5520
2010 May;5520
2010 Jun;5510
2010 Jul;5350
2010 Aug;5350
2010 Sep;5350
2010 Oct;5350
2010 Nov;5350
2010 Dec;5350
2011 Jan;5200
2011 Feb;5200
2011 Mar;5200
2011 Apr;5200
2011 May;5200
2011 Jun;5180
2011 Jul;5030
2011 Aug;5030
2011 Sep;5030
2011 Oct;5030
2011 Nov;5030
2011 Dec;5030
2012 Jan;4870
2012 Feb;4870
2012 Mar;4870
2012 Apr;4870
2012 May;4870
2012 Jun;4860
2012 Jul;4710
2012 Aug;4710
2012 Sep;4710
2012 Oct;4710
2012 Nov;4710
2012 Dec;4710
2013 Jan;4550
2013 Feb;4550
2013 Mar;2980
2013 Apr;2980
2013 May;2980
2013 Jun;2970
2013 Jul;2810
2013 Aug;2810
2013 Sep;2810
2013 Oct;2810
2013 Nov;2810
2013 Dec;2810
2014 Jan;2810
2014 Feb;2810
2014 Mar;2810
2014 Apr;2810
2014 May;2810
2014 Jun;4100
2014 Jul;5460
2014 Aug;5460
2014 Sep;5460
2014 Oct;5460
2014 Nov;5460
2014 Dec;5460
2015 Jan;5460
2015 Feb;5460
2015 Mar;5460
2015 Apr;5660
