index;value
1969 Jan;9261
1969 Feb;9253
1969 Mar;9380
1969 Apr;9361
1969 May;9394
1969 Jun;9444
1969 Jul;9385
1969 Aug;9416
1969 Sep;9378
1969 Oct;9455
1969 Nov;9437
1969 Dec;9471
1970 Jan;9190
1970 Feb;9247
1970 Mar;9304
1970 Apr;9280
1970 May;9218
1970 Jun;9245
1970 Jul;9194
1970 Aug;9173
1970 Sep;9123
1970 Oct;9104
1970 Nov;9142
1970 Dec;9223
1971 Jan;8834
1971 Feb;8809
1971 Mar;8822
1971 Apr;8806
1971 May;8820
1971 Jun;8684
1971 Jul;8823
1971 Aug;8815
1971 Sep;8870
1971 Oct;8837
1971 Nov;8891
1971 Dec;8973
1972 Jan;8733
1972 Feb;8760
1972 Mar;8793
1972 Apr;8815
1972 May;8797
1972 Jun;8821
1972 Jul;8814
1972 Aug;8810
1972 Sep;8771
1972 Oct;8865
1972 Nov;8900
1972 Dec;8946
1973 Jan;8568
1973 Feb;8568
1973 Mar;8808
1973 Apr;8806
1973 May;8767
1973 Jun;8723
1973 Jul;8648
1973 Aug;8586
1973 Sep;8557
1973 Oct;8609
1973 Nov;8682
1973 Dec;8653
1974 Jan;8477
1974 Feb;8504
1974 Mar;8527
1974 Apr;8515
1974 May;8490
1974 Jun;8421
1974 Jul;8503
1974 Aug;8510
1974 Sep;8357
1974 Oct;8394
1974 Nov;8416
1974 Dec;8349
1975 Jan;8075
1975 Feb;8101
1975 Mar;8100
1975 Apr;8110
1975 May;8053
1975 Jun;8040
1975 Jul;8124
1975 Aug;8188
1975 Sep;8042
1975 Oct;8145
1975 Nov;8155
1975 Dec;8179
1976 Jan;7975
1976 Feb;8043
1976 Mar;8061
1976 Apr;8116
1976 May;8073
1976 Jun;8029
1976 Jul;8116
1976 Aug;8108
1976 Sep;8078
1976 Oct;8004
1976 Nov;8009
1976 Dec;8025
1977 Jan;7865
1977 Feb;7880
1977 Mar;7949
1977 Apr;7937
1977 May;7972
1977 Jun;7945
1977 Jul;7885
1977 Aug;7790
1977 Sep;7952
1977 Oct;7937
1977 Nov;7980
1977 Dec;7952
1978 Jan;7806
1978 Feb;7840
1978 Mar;7950
1978 Apr;7952
1978 May;7966
1978 Jun;7984
1978 Jul;7955
1978 Aug;8030
1978 Sep;7992
1978 Oct;7980
1978 Nov;8025
1978 Dec;8070
1979 Jan;7856
1979 Feb;7873
1979 Mar;7909
1979 Apr;7926
1979 May;7907
1979 Jun;7944
1979 Jul;7913
1979 Aug;7949
1979 Sep;7938
1979 Oct;7946
1979 Nov;7982
1979 Dec;7989
1980 Jan;7791
1980 Feb;7824
1980 Mar;7841
1980 Apr;7848
1980 May;7859
1980 Jun;7790
1980 Jul;7806
1980 Aug;7897
1980 Sep;7578
1980 Oct;7824
1980 Nov;7866
1980 Dec;7876
1981 Jan;7754
1981 Feb;7816
1981 Mar;7861
1981 Apr;7845
1981 May;7862
1981 Jun;7828
1981 Jul;7809
1981 Aug;7899
1981 Sep;7494
1981 Oct;7578
1981 Nov;7780
1981 Dec;7747
1982 Jan;7548
1982 Feb;7560
1982 Mar;7564
1982 Apr;7573
1982 May;7547
1982 Jun;7503
1982 Jul;7459
1982 Aug;7530
1982 Sep;7532
1982 Oct;7514
1982 Nov;7539
1982 Dec;7569
1983 Jan;7348
1983 Feb;7344
1983 Mar;7419
1983 Apr;7426
1983 May;7420
1983 Jun;7417
1983 Jul;7414
1983 Aug;7363
1983 Sep;7436
1983 Oct;7530
1983 Nov;7555
1983 Dec;7505
1984 Jan;7391
1984 Feb;7442
1984 Mar;7511
1984 Apr;7519
1984 May;7515
1984 Jun;7496
1984 Jul;7537
1984 Aug;7545
1984 Sep;7499
1984 Oct;7600
1984 Nov;7631
1984 Dec;7605
1985 Jan;7395
1985 Feb;7467
1985 Mar;7517
1985 Apr;7593
1985 May;7542
1985 Jun;7543
1985 Jul;7509
1985 Aug;7575
1985 Sep;7525
1985 Oct;7593
1985 Nov;7689
1985 Dec;7700
1986 Jan;7505
1986 Feb;7534
1986 Mar;7587
1986 Apr;7619
1986 May;7630
1986 Jun;7618
1986 Jul;7446
1986 Aug;7628
1986 Sep;7622
1986 Oct;7657
1986 Nov;7672
1986 Dec;7714
1987 Jan;7600
1987 Feb;7618
1987 Mar;7645
1987 Apr;7754
1987 May;7714
1987 Jun;7701
1987 Jul;7703
1987 Aug;7699
1987 Sep;7747
1987 Oct;7796
1987 Nov;7838
1987 Dec;7856
1988 Jan;7697
1988 Feb;7770
1988 Mar;7783
1988 Apr;7764
1988 May;7742
1988 Jun;7765
1988 Jul;7760
1988 Aug;7763
1988 Sep;7751
1988 Oct;7750
1988 Nov;7772
1988 Dec;7792
1989 Jan;7586
1989 Feb;7624
1989 Mar;7646
1989 Apr;7672
1989 May;7612
1989 Jun;7643
1989 Jul;7605
1989 Aug;7543
1989 Sep;7630
1989 Oct;7592
1989 Nov;7613
1989 Dec;7621
1990 Jan;7475
1990 Feb;7519
1990 Mar;7547
1990 Apr;7491
1990 May;7509
1990 Jun;7488
1990 Jul;7426
