index;value
1997 Sep;2801
1997 Oct;2732
1997 Nov;2736
1997 Dec;2741
1998 Jan;2631
1998 Feb;2627
1998 Mar;2620
1998 Apr;2614
1998 May;2608
1998 Jun;2595
1998 Jul;2591
1998 Aug;2583
1998 Sep;2545
1998 Oct;2563
1998 Nov;2568
1998 Dec;2526
1999 Jan;2539
1999 Feb;2516
1999 Mar;2561
1999 Apr;2595
1999 May;2518
1999 Jun;2333
1999 Jul;2336
1999 Aug;2331
1999 Sep;2316
1999 Oct;2252
1999 Nov;2246
1999 Dec;2201
2000 Jan;2200
2000 Feb;2194
2000 Mar;2186
2000 Apr;2187
2000 May;2136
2000 Jun;2084
2000 Jul;2082
2000 Aug;2069
2000 Sep;2057
2000 Oct;2053
2000 Nov;2042
2000 Dec;2034
2001 Jan;2079
2001 Feb;2075
2001 Mar;2073
2001 Apr;2077
2001 May;2787
2001 Jun;2785
2001 Jul;2776
2001 Aug;2773
2001 Sep;2742
2001 Oct;2722
2001 Nov;2422
2001 Dec;2373
2002 Jan;2364
2002 Feb;2360
2002 Mar;2344
2002 Apr;2339
2002 May;2337
2002 Jun;2326
2002 Jul;2317
2002 Aug;2304
2002 Sep;2297
2002 Oct;2284
2002 Nov;2275
2002 Dec;2256
2003 Jan;846
2003 Feb;845
2003 Mar;842
2003 Apr;846
2003 May;846
2003 Jun;855
2003 Jul;853
2003 Aug;851
2003 Sep;833
2003 Oct;831
2003 Nov;828
2003 Dec;778
2004 Jan;794
2004 Feb;762
2004 Mar;756
2004 Apr;699
2004 May;683
2004 Jun;679
2004 Jul;681
2004 Aug;679
2004 Sep;674
2004 Oct;672
2004 Nov;667
2004 Dec;664
2005 Jan;709
2005 Feb;706
2005 Mar;705
2005 Apr;702
2005 May;687
2005 Jun;688
2005 Jul;686
2005 Aug;708
2005 Sep;678
2005 Oct;676
2005 Nov;679
2005 Dec;679
2006 Jan;678
2006 Feb;680
2006 Mar;681
2006 Apr;705
2006 May;707
2006 Jun;842
2006 Jul;715
2006 Aug;686
2006 Sep;701
2006 Oct;704
2006 Nov;712
2006 Dec;719
2007 Jan;718
2007 Feb;718
2007 Mar;716
2007 Apr;713
2007 May;703
2007 Jun;703
2007 Jul;697
2007 Aug;690
2007 Sep;692
2007 Oct;705
2007 Nov;706
2007 Dec;701
2008 Jan;703
2008 Feb;702
2008 Mar;697
2008 Apr;702
2008 May;702
2008 Jun;710
2008 Jul;712
2008 Aug;712
2008 Sep;716
2008 Oct;732
2008 Nov;738
2008 Dec;760
2009 Jan;753
2009 Feb;753
2009 Mar;759
2009 Apr;761
2009 May;763
2009 Jun;765
2009 Jul;745
2009 Aug;748
2009 Sep;742
2009 Oct;749
2009 Nov;750
2009 Dec;746
2010 Jan;741
2010 Feb;733
2010 Mar;744
2010 Apr;734
2010 May;743
2010 Jun;750
2010 Jul;747
2010 Aug;741
2010 Sep;732
2010 Oct;727
2010 Nov;720
2010 Dec;718
2011 Jan;709
2011 Feb;705
2011 Mar;701
2011 Apr;700
2011 May;700
2011 Jun;700
2011 Jul;698
2011 Aug;693
2011 Sep;696
2011 Oct;695
2011 Nov;697
2011 Dec;707
2012 Jan;693
2012 Feb;685
2012 Mar;686
2012 Apr;676
2012 May;679
2012 Jun;676
2012 Jul;670
2012 Aug;666
2012 Sep;665
2012 Oct;667
2012 Nov;660
2012 Dec;660
2013 Jan;657
2013 Feb;659
2013 Mar;666
2013 Apr;632
2013 May;633
2013 Jun;632
2013 Jul;642
2013 Aug;643
2013 Sep;637
2013 Oct;640
2013 Nov;646
2013 Dec;645
2014 Jan;644
2014 Feb;646
2014 Mar;669
2014 Apr;673
2014 May;676
2014 Jun;670
2014 Jul;669
2014 Aug;664
2014 Sep;664
2014 Oct;667
2014 Nov;656
2014 Dec;662
2015 Jan;659
2015 Feb;656
2015 Mar;741
2015 Apr;742
2015 May;741
