index;value
1987 Dec;2600
1988 Jan;7100
1988 Feb;3300
1988 Mar;2400
1988 Apr;3000
1988 May;2400
1988 Jun;2800
1988 Jul;3300
1988 Aug;4500
1988 Sep;5600
1988 Oct;3900
1988 Nov;2500
1988 Dec;1900
1989 Jan;3700
1989 Feb;2300
1989 Mar;3100
1989 Apr;4200
1989 May;3800
1989 Jun;3500
1989 Jul;3500
1989 Aug;4000
1989 Sep;3400
1989 Oct;3300
1989 Nov;3100
1989 Dec;3400
1990 Jan;4300
1990 Feb;4000
1990 Mar;2600
1990 Apr;3700
1990 May;2800
1990 Jun;3600
1990 Jul;3500
1990 Aug;2600
1990 Sep;2000
1990 Oct;2700
1990 Nov;2300
1990 Dec;2200
1991 Jan;4700
1991 Feb;2900
1991 Mar;3600
1991 Apr;4000
1991 May;3500
1991 Jun;4300
1991 Jul;3100
1991 Aug;3300
1991 Sep;3500
1991 Oct;1700
1991 Nov;1800
1991 Dec;1700
1992 Jan;2100
1992 Feb;2500
1992 Mar;2800
1992 Apr;2100
1992 May;2200
1992 Jun;2000
1992 Jul;2000
1992 Aug;2500
1992 Sep;2400
1992 Oct;3300
1992 Nov;2800
1992 Dec;2900
1993 Jan;4200
1993 Feb;3800
1993 Mar;3800
1993 Apr;3700
1993 May;2700
1993 Jun;3000
1993 Jul;3200
1993 Aug;3500
1993 Sep;2900
1993 Oct;3100
1993 Nov;3800
1993 Dec;1900
1994 Jan;2600
1994 Feb;2100
1994 Mar;2000
1994 Apr;1600
1994 May;2700
1994 Jun;1600
1994 Jul;2200
1994 Aug;2400
1994 Sep;2700
1994 Oct;2400
1994 Nov;3000
1994 Dec;2100
1995 Jan;2200
1995 Feb;2200
1995 Mar;2000
1995 Apr;2000
1995 May;1900
1995 Jun;1800
1995 Jul;2200
1995 Aug;1600
1995 Sep;1800
1995 Oct;1800
1995 Nov;2000
1995 Dec;1100
1996 Jan;1700
1996 Feb;1900
1996 Mar;2100
1996 Apr;1800
1996 May;2800
1996 Jun;1800
1996 Jul;1800
1996 Aug;1400
1996 Sep;3500
1996 Oct;1400
1996 Nov;1800
1996 Dec;2300
1997 Jan;2300
1997 Feb;2400
1997 Mar;2900
1997 Apr;1900
1997 May;2000
1997 Jun;1900
1997 Jul;2100
1997 Aug;1700
1997 Sep;1900
1997 Oct;1900
1997 Nov;2400
1997 Dec;1800
1998 Jan;2100
1998 Feb;2200
1998 Mar;2100
1998 Apr;2500
1998 May;1900
1998 Jun;3100
1998 Jul;2300
1998 Aug;2200
1998 Sep;2200
1998 Oct;2700
1998 Nov;2000
1998 Dec;2500
1999 Jan;2300
1999 Feb;2000
1999 Mar;2100
1999 Apr;2500
1999 May;2400
1999 Jun;3100
1999 Jul;2600
1999 Aug;2500
1999 Sep;2300
1999 Oct;2200
1999 Nov;2800
1999 Dec;3400
2000 Jan;4000
2000 Feb;2600
2000 Mar;3100
2000 Apr;3300
2000 May;2700
2000 Jun;3300
2000 Jul;3300
2000 Aug;3400
2000 Sep;3000
2000 Oct;3100
2000 Nov;3100
2000 Dec;3000
2001 Jan;3100
2001 Feb;3200
2001 Mar;2900
2001 Apr;3300
2001 May;4700
2001 Jun;4000
2001 Jul;5600
2001 Aug;3700
2001 Sep;4400
2001 Oct;3600
2001 Nov;4100
2001 Dec;4200
