index;value
1964 Jan;1018,5
1964 Feb;1019,1
1964 Mar;1028,7
1964 Apr;1035,1
1964 May;1043,6
1964 Jun;1057,0
1964 Jul;1054,9
1964 Aug;1059,4
1964 Sep;1069,9
1964 Oct;1076,5
1964 Nov;1088,7
1964 Dec;1129,9
1965 Jan;1063,8
1965 Feb;1061,5
1965 Mar;1067,9
1965 Apr;1090,7
1965 May;1095,5
1965 Jun;1110,2
1965 Jul;1113,4
1965 Aug;1116,9
1965 Sep;1129,4
1965 Oct;1142,0
1965 Nov;1153,6
1965 Dec;1196,7
1966 Jan;1134,3
1966 Feb;1131,5
1966 Mar;1141,8
1966 Apr;1161,5
1966 May;1170,2
1966 Jun;1189,2
1966 Jul;1187,7
1966 Aug;1192,1
1966 Sep;1203,2
1966 Oct;1214,5
1966 Nov;1229,2
1966 Dec;1272,4
1967 Jan;1207,3
1967 Feb;1204,3
1967 Mar;1217,8
1967 Apr;1226,6
1967 May;1237,9
1967 Jun;1254,1
1967 Jul;1253,0
1967 Aug;1255,4
1967 Sep;1267,9
1967 Oct;1277,3
1967 Nov;1299,2
1967 Dec;1340,6
1968 Jan;1269,9
1968 Feb;1271,1
1968 Mar;1282,1
1968 Apr;1301,7
1968 May;1306,7
1968 Jun;1327,0
1968 Jul;1327,6
1968 Aug;1334,2
1968 Sep;1345,3
1968 Oct;1362,1
1968 Nov;1383,7
1968 Dec;1421,5
1969 Jan;1357,2
1969 Feb;1357,7
1969 Mar;1370,2
1969 Apr;1390,2
1969 May;1403,8
1969 Jun;1421,4
1969 Jul;1421,5
1969 Aug;1423,8
1969 Sep;1431,1
1969 Oct;1447,2
1969 Nov;1464,0
1969 Dec;1500,2
1970 Jan;1434,7
1970 Feb;1433,5
1970 Mar;1446,8
1970 Apr;1457,5
1970 May;1465,2
1970 Jun;1472,0
1970 Jul;1466,0
1970 Aug;1462,0
1970 Sep;1474,5
1970 Oct;1484,9
1970 Nov;1500,0
1970 Dec;1534,5
1971 Jan;1470,4
1971 Feb;1464,4
1971 Mar;1475,0
1971 Apr;1490,3
1971 May;1503,5
1971 Jun;1515,9
1971 Jul;1505,5
1971 Aug;1504,8
1971 Sep;1518,2
1971 Oct;1528,5
1971 Nov;1545,6
1971 Dec;1581,8
1972 Jan;1520,0
1972 Feb;1515,2
1972 Mar;1528,7
1972 Apr;1544,8
1972 May;1555,1
1972 Jun;1572,1
1972 Jul;1561,1
1972 Aug;1565,8
1972 Sep;1575,5
1972 Oct;1593,3
1972 Nov;1617,3
1972 Dec;1651,9
1973 Jan;1590,9
1973 Feb;1591,1
1973 Mar;1600,9
1973 Apr;1624,4
1973 May;1639,3
1973 Jun;1653,6
1973 Jul;1641,4
1973 Aug;1650,8
1973 Sep;1670,8
1973 Oct;1691,6
1973 Nov;1713,9
1973 Dec;1747,2
1974 Jan;1684,7
1974 Feb;1681,7
1974 Mar;1696,8
1974 Apr;1718,0
1974 May;1737,0
1974 Jun;1748,0
1974 Jul;1742,9
1974 Aug;1745,8
1974 Sep;1762,1
1974 Oct;1778,9
1974 Nov;1790,3
1974 Dec;1809,3
1975 Jan;1740,4
1975 Feb;1733,9
1975 Mar;1741,6
1975 Apr;1754,2
1975 May;1771,4
1975 Jun;1782,6
1975 Jul;1781,7
1975 Aug;1788,5
1975 Sep;1803,5
1975 Oct;1817,3
1975 Nov;1832,4
1975 Dec;1865,6
1976 Jan;1812,9
1976 Feb;1814,1
1976 Mar;1828,6
1976 Apr;1855,2
1976 May;1869,5
1976 Jun;1883,5
1976 Jul;1882,7
1976 Aug;1888,4
1976 Sep;1903,7
1976 Oct;1911,1
1976 Nov;1930,4
1976 Dec;1962,9
1977 Jan;1909,0
1977 Feb;1908,9
1977 Mar;1930,3
1977 Apr;1951,5
1977 May;1972,6
1977 Jun;1992,2
1977 Jul;1988,6
1977 Aug;1999,2
1977 Sep;2025,1
1977 Oct;2038,4
1977 Nov;2063,2
1977 Dec;2100,0
1978 Jan;2043,6
1978 Feb;2042,3
1978 Mar;2066,2
1978 Apr;2095,1
1978 May;2117,4
1978 Jun;2138,8
1978 Jul;2136,8
1978 Aug;2151,1
1978 Sep;2168,8
1978 Oct;2185,0
1978 Nov;2215,1
1978 Dec;2250,8
1979 Jan;2192,6
1979 Feb;2189,9
1979 Mar;2211,8
1979 Apr;2231,8
1979 May;2250,5
1979 Jun;2268,5
1979 Jul;2257,9
1979 Aug;2270,3
1979 Sep;2287,2
1979 Oct;2304,8
1979 Nov;2328,3
1979 Dec;2357,7
1980 Jan;2299,9
1980 Feb;2302,5
1980 Mar;2314,9
1980 Apr;2327,8
1980 May;2340,3
1980 Jun;2351,1
1980 Jul;2342,2
1980 Aug;2352,1
1980 Sep;2372,3
1980 Oct;2384,7
1980 Nov;2408,5
1980 Dec;2439,6
1981 Jan;2384,2
1981 Feb;2381,8
1981 Mar;2392,8
1981 Apr;2413,2
1981 May;2426,6
1981 Jun;2443,1
1981 Jul;2438,4
1981 Aug;2446,2
1981 Sep;2463,8
1981 Oct;2472,6
1981 Nov;2484,7
1981 Dec;2507,0
1982 Jan;2447,4
1982 Feb;2445,2
1982 Mar;2452,9
1982 Apr;2468,1
1982 May;2484,1
1982 Jun;2495,8
1982 Jul;2487,8
1982 Aug;2490,5
1982 Sep;2505,0
1982 Oct;2508,4
1982 Nov;2520,4
1982 Dec;2543,4
1983 Jan;2487,7
1983 Feb;2482,4
1983 Mar;2502,3
1983 Apr;2528,0
1983 May;2547,5
1983 Jun;2572,0
1983 Jul;2575,5
1983 Aug;2558,6
1983 Sep;2611,1
1983 Oct;2621,4
1983 Nov;2641,4
1983 Dec;2677,0
1984 Jan;2626,1
1984 Feb;2631,4
1984 Mar;2652,4
1984 Apr;2681,9
1984 May;2705,9
1984 Jun;2731,0
1984 Jul;2732,8
1984 Aug;2745,4
1984 Sep;2774,4
1984 Oct;2796,9
1984 Nov;2829,5
1984 Dec;2856,6
1985 Jan;2795,5
1985 Feb;2796,8
1985 Mar;2822,3
1985 Apr;2847,6
1985 May;2877,1
1985 Jun;2897,1
1985 Jul;2889,6
1985 Aug;2900,4
1985 Sep;2922,0
1985 Oct;2939,4
1985 Nov;2967,0
1985 Dec;2997,0
1986 Jan;2931,6
1986 Feb;2932,1
1986 Mar;2956,2
1986 Apr;2986,5
1986 May;3012,7
1986 Jun;3029,5
1986 Jul;3034,6
1986 Aug;3048,0
1986 Sep;3065,9
1986 Oct;3084,6
1986 Nov;3108,8
1986 Dec;3138,4
1987 Jan;3070,6
1987 Feb;3074,9
1987 Mar;3098,0
1987 Apr;3127,4
1987 May;3149,7
1987 Jun;3172,8
1987 Jul;3175,4
1987 Aug;3187,4
1987 Sep;3198,9
1987 Oct;3225,0
1987 Nov;3249,5
1987 Dec;3280,4
1988 Jan;3220,0
1988 Feb;3230,6
1988 Mar;3250,7
1988 Apr;3274,6
1988 May;3295,9
1988 Jun;3328,8
1988 Jul;3327,9
1988 Aug;3337,9
1988 Sep;3351,8
1988 Oct;3368,7
1988 Nov;3400,6
1988 Dec;3438,2
1989 Jan;3368,8
1989 Feb;3374,7
1989 Mar;3397,0
1989 Apr;3416,5
1989 May;3434,9
1989 Jun;3462,4
1989 Jul;3452,5
1989 Aug;3455,1
1989 Sep;3468,6
1989 Oct;3478,5
1989 Nov;3511,1
1989 Dec;3537,3
1990 Jan;3463,1
1990 Feb;3465,7
1990 Mar;3485,0
1990 Apr;3502,2
1990 May;3522,2
1990 Jun;3548,8
1990 Jul;3539,9
1990 Aug;3546,9
1990 Sep;3551,4
1990 Oct;3557,3
1990 Nov;3577,7
1990 Dec;3592,9
1991 Jan;3513,1
1991 Feb;3507,0
1991 Mar;3518,1
1991 Apr;3525,0
1991 May;3540,6
1991 Jun;3561,3
1991 Jul;3548,5
1991 Aug;3556,4
1991 Sep;3563,5
1991 Oct;3570,1
1991 Nov;3586,0
1991 Dec;3604,9
1992 Jan;3525,6
1992 Feb;3527,3
1992 Mar;3540,2
1992 Apr;3563,3
1992 May;3583,8
1992 Jun;3605,3
1992 Jul;3597,3
1992 Aug;3603,3
1992 Sep;3611,3
1992 Oct;3626,9
1992 Nov;3643,6
1992 Dec;3664,0
1993 Jan;3590,1
1993 Feb;3600,6
1993 Mar;3611,8
1993 Apr;3643,2
1993 May;3668,2
1993 Jun;3694,9
1993 Jul;3694,4
1993 Aug;3702,4
1993 Sep;3714,8
1993 Oct;3733,2
1993 Nov;3756,4
1993 Dec;3783,6
1994 Jan;3701,2
1994 Feb;3711,7
1994 Mar;3740,9
1994 Apr;3771,9
1994 May;3796,1
1994 Jun;3828,1
1994 Jul;3826,8
1994 Aug;3840,1
1994 Sep;3853,4
1994 Oct;3869,5
1994 Nov;3901,8
1994 Dec;3928,2
1995 Jan;3846,0
1995 Feb;3858,9
1995 Mar;3877,9
1995 Apr;3900,6
1995 May;3923,3
1995 Jun;3954,6
1995 Jul;3943,5
1995 Aug;3956,5
1995 Sep;3968,5
1995 Oct;3982,8
1995 Nov;4007,2
1995 Dec;4025,7
1996 Jan;3927,9
1996 Feb;3950,3
1996 Mar;3974,9
1996 Apr;3998,3
1996 May;4032,4
1996 Jun;4061,9
1996 Jul;4059,1
1996 Aug;4071,2
1996 Sep;4077,9
1996 Oct;4103,3
1996 Nov;4134,6
1996 Dec;4155,2
1997 Jan;4063,2
1997 Feb;4079,3
1997 Mar;4106,3
1997 Apr;4135,3
1997 May;4166,7
1997 Jun;4193,2
1997 Jul;4190,4
1997 Aug;4194,2
1997 Sep;4206,1
1997 Oct;4233,0
1997 Nov;4258,8
1997 Dec;4282,8
1998 Jan;4186,5
1998 Feb;4201,9
1998 Mar;4224,2
1998 Apr;4251,2
1998 May;4283,5
1998 Jun;4312,2
1998 Jul;4312,4
1998 Aug;4316,8
1998 Sep;4324,9
1998 Oct;4351,3
1998 Nov;4377,9
1998 Dec;4403,5
